	T1	T2	T3	T4
T1	0.0	2.9552969648793148e-5	2.2774431099868133e-6	4.248084041854533e-6
T2	2.812262878015347e-6	0.0	3.486596637253756e-5	2.8905980152064342e-6
T3	-3.1188950529009213e-6	3.840802601698764e-6	-0.0	-3.551709016864788e-5
T4	4.0407165662700566e-5	2.1088119504015155e-5	5.01175652053883e-6	-0.0
P1	-2.463478712674801e-5	-3.406020297933334e-5	-3.3721634089651224e-6	7.913806901218072e-6
P2	-2.8314492985649447e-6	-5.6110950553820006e-5	1.2405024561973726e-5	-7.020362274571586e-6
P3	2.520781958666231e-5	4.159612201112544e-6	-2.052390732273088e-5	-1.3697871801664056e-6
P4	-5.643742707283424e-6	-3.8072033753196e-6	9.457990947399274e-5	1.9394951318452974e-6
O1	-0.00013475284824185114	0.4442631091066257	7.8134643803268e-5	-0.00011330226222442106
O2	-0.17343418005236924	1.257929843842563e-6	-8.033005285376764e-5	-0.00039495955434596053
O3	-7.668997123952664e-5	-4.981204240483356e-5	0.25272064018157314	2.225972496254317e-5
O4	4.0793535974972426e-5	-1.0712704884244659e-5	4.998699448790709e-5	-0.06411813175425363
