	T1	T2	T3	T4
T1	0.0	-0.00017905168309699613	-1.6492307911061167e-6	4.4626691575713095e-5
T2	6.407466026352995e-5	-0.0	-3.81905788533312e-5	-0.00014250366498574766
T3	2.3440955672078812e-5	-1.7632691514556876e-5	-0.0	1.789549270373209e-5
T4	-1.4767008825226495e-5	4.0963207266958636e-5	-8.188861410088589e-5	0.0
P1	-0.00010326715785979402	4.915302307996977e-6	-7.043642975787732e-5	-2.696450850859706e-5
P2	9.727832012960048e-5	-2.5476676779437686e-5	-2.213577171392805e-5	-0.00011089230372862012
P3	-1.0067578740246743e-5	-6.876031263069932e-6	3.683269531815158e-5	-3.223013002518422e-5
P4	8.890030753877604e-6	3.7476649333320245e-5	5.547300209516413e-5	-1.7444905383516391e-6
O1	-5.6470368056151914e-5	0.22982807939193226	9.09995122922335e-6	1.7134078495618306e-5
O2	-0.16196297067485124	8.577322939937496e-5	-6.491580839718575e-5	-7.506993927888976e-5
O3	-8.30292333406386e-5	0.00013723609452050037	0.5130910561969096	-1.3770342965888408e-6
O4	3.4607689194014195e-6	9.999392083124133e-5	3.7650078919963663e-5	-0.11079414603928008
