	T1	T2	T3	T4
T1	-0.0	9.825598826679253e-6	2.0542862123108716e-6	-1.0303525224729568e-5
T2	3.264525789912341e-5	-0.0	0.00011497386663896416	6.924249685251701e-5
T3	-3.947178763501362e-5	4.9452947080095475e-6	0.0	2.3689324993744345e-5
T4	-2.1319362716383354e-5	-6.590871819389938e-6	5.8142120820604206e-5	0.0
P1	5.292885890181053e-5	2.1028871743258582e-5	6.166003816477798e-5	-7.068337932215207e-5
P2	8.405211346078593e-6	-2.2040819696538963e-5	5.849472835056964e-5	4.558020312488724e-6
P3	-1.3102051427247207e-5	5.40100128123092e-6	7.738434414726921e-6	1.4765300547805141e-6
P4	6.335866428317881e-5	1.5173922730562059e-5	-2.727726904598211e-5	-2.8401342020395534e-5
O1	-7.964288549426778e-5	0.1461632787586248	-0.00010210260329981811	-3.669176941396759e-5
O2	-0.09153689291865448	7.706566008499302e-5	0.00012068029088992974	-9.705672334170285e-5
O3	-4.9954157942524866e-5	-3.3697349157202905e-5	0.6787044294610515	-3.968240589615904e-5
O4	-9.100113778502036e-5	1.9758727379751177e-5	7.841017269394067e-5	-0.03986828737751056
