	T1	T2	T3	T4
T1	-0.0	-0.0001342036661792787	-9.088255783778308e-5	-4.305921298548349e-5
T2	-2.8939844586310996e-5	-0.0	-0.00018538904306524806	6.751543343481307e-5
T3	4.943946736404956e-5	-8.07510468762949e-5	-0.0	5.8384777920343196e-5
T4	5.633466917876647e-5	0.00010292464467473405	-9.190649913035267e-5	0.0
P1	-8.63042879873818e-5	-4.1060098179039724e-5	-7.061318773261977e-5	0.00014080646469977434
P2	-0.00019579380684644213	6.517621496967454e-5	0.00011878943995089444	-9.726078046343201e-5
P3	-5.933914287931133e-5	-0.00013278999798550824	0.0001807536063259689	0.00012955246147283058
P4	-6.745947848390665e-5	0.00012004504621979823	5.092115930852894e-5	-5.8487042396763574e-5
O1	-4.757866313459941e-5	0.7032360748607037	0.00019019282696860476	3.477084510301812e-5
O2	-0.050379945464418215	-9.981263563828197e-5	0.00022654671540827342	-0.0001150382300033301
O3	-0.0001066478319518784	0.00011585292368954095	0.17295532181472306	-1.3813748530826621e-6
O4	-0.00011671096417677617	-0.00011753520675447681	-0.00010110926438751282	-0.025090676716550336
