	T1	T2	T3	T4
T1	-0.0	-0.000135129343029099	-6.566830182977485e-5	4.780150067678303e-5
T2	6.545680125297997e-5	-0.0	9.091043974497253e-5	-6.13781550671937e-5
T3	0.00013220937497219248	0.0002227859093850207	-0.0	-5.6473868257510776e-5
T4	0.0002548995457217697	-7.242305231692342e-5	-6.920977671783069e-5	0.0
P1	0.00013135955315992357	-0.000197547893139856	-0.00022557159996026985	9.554214012121768e-5
P2	6.911598115055874e-5	0.0002465371557076007	-9.078444052663995e-5	0.00019627962728544884
P3	-6.574285318670731e-5	-0.00013106566770418855	-0.00022563159473190658	-0.0001337125245988359
P4	9.078519156462602e-5	0.0001312954742317386	6.659513342993996e-5	0.00019633174380323537
O1	5.571923797296943e-5	0.7033541926908843	5.311742486804739e-5	-0.00013244166155232723
O2	-0.04887277005192165	-1.1791876047542244e-5	3.285682201346763e-5	3.1164428415305444e-5
O3	-1.5107576785022307e-5	8.75072234897781e-5	0.1725629812231338	-0.0001269688134417817
O4	-9.128871526700243e-5	0.0001932624413622203	5.642453782263727e-5	-0.015086215942656396
