	P1	P2	P3	P4
T1	0.9950241567404849	-0.00021855329382310513	-0.00015290374422286947	-2.0743045567692822e-5
T2	-0.00014390009739892023	-0.9950240246204705	3.399993648700949e-5	-0.00019851642109415174
T3	-0.00017567906276977623	-0.00010266078946758318	2.4488768490914127e-5	0.9950239898762852
T4	0.00016517343800703755	-5.6545259730434156e-5	-0.995024290048935	0.0001783463441904509
P1	-0.0	4.468348509650511e-5	0.00013587691115709297	-0.00010034730063293091
P2	-0.00011340513772120357	-0.0	-0.0002345304797040452	-5.963105236302795e-5
P3	-0.000237334247343204	0.00013541758424267264	0.0	-9.559191037240204e-5
P4	-0.00020307248913063028	-4.90662352671876e-5	0.00015096014027716646	-0.0
