	T1	T2	T3	T4
T1	0.0	-6.878809095828438e-5	6.614827540096481e-5	6.737590280022577e-5
T2	-2.6147390547879432e-5	0.0	-3.330110075637431e-5	6.73522501242976e-5
T3	2.7495295518676336e-5	6.879291678770061e-5	-0.0	3.081001792204935e-5
T4	-6.841050328238279e-5	-4.441564325999799e-6	6.61821162233235e-5	-0.0
P1	-3.8935224425720384e-5	5.1623553353414864e-5	1.0191665492580357e-5	2.5009477928926626e-5
P2	-6.853610003048605e-5	-6.488371321337498e-6	-2.612555767232963e-5	-3.178140935956298e-5
P3	-6.841133723014465e-5	-2.6270919531417248e-5	8.31691432850931e-6	1.0606995160867278e-5
P4	2.7488108136104717e-5	2.816914747443704e-5	-5.552657601957148e-5	4.843908257834685e-6
O1	-1.830138571359612e-5	0.2977137339404324	-5.373669812551233e-6	7.194576397809096e-5
O2	-0.07878359966561876	9.68341494860567e-5	9.89247059339271e-5	8.456753890012256e-5
O3	-2.052169812300331e-5	2.5069222656154853e-5	0.5878000159413483	-7.060556972085378e-5
O4	1.316767311907563e-5	2.4280038140018597e-5	1.4735033609561122e-5	-0.18448828403863576
