	T1	T2	T3	T4
T1	0.0	9.689389228712946e-5	0.0001721758345704184	-1.1182716157144494e-5
T2	-8.622184223132717e-5	-0.0	0.00014183629125352244	-7.176756568963295e-5
T3	0.00013031777352089024	-0.00043278700006469257	-0.0	0.00012842699822671795
T4	8.581562203818376e-6	-7.634922006285894e-5	-0.00014183459407423444	-0.0
P1	0.00020479267042084717	5.884958638327362e-5	-0.00011878718035231765	0.0002187844514149782
P2	-7.565559351741584e-5	-0.00010498359874879499	-0.00027629908262705844	-7.532739440724634e-5
P3	8.621995623803436e-5	-9.873252077990825e-5	7.646970216666738e-5	1.1755883870836695e-5
P4	4.3672608107297574e-5	-7.595858275095397e-5	0.00017552063298408415	2.0356272073367016e-5
O1	0.00022530891670495366	0.5060762472315912	0.00011140313802760132	-0.00013287339164953164
O2	-0.5056063160876577	0.00020428553708295988	-7.282703104394289e-5	0.00018193094345831716
O3	-9.891619512066102e-5	0.0001913050332475077	0.505655821458725	-0.00012907954764061617
O4	-7.071540552816045e-5	-0.00010070772954958459	-0.00021201595959616254	-0.5054619628191751
