	T1	T2	T3	T4
T1	0.0	-0.00024946768945922264	-7.557477295513343e-5	0.00013183695724901083
T2	-0.000249430725244334	-0.0	-6.714135901359378e-5	-0.0001171806680721735
T3	-2.878148300687413e-5	8.000353857278428e-6	0.0	6.477219161454676e-5
T4	6.720030180599046e-5	-5.525230187172193e-5	-5.221588096537998e-5	0.0
P1	-1.4188158161104338e-5	0.00018466012427669179	-8.954980633978579e-5	8.954674989380939e-5
P2	-6.483583104373295e-5	8.004027708849887e-6	-0.00013197286387102062	-6.0277994707674355e-5
P3	1.1011378402178339e-5	-0.0001057805348681729	-0.0002191711578660959	-0.00012238000351430655
P4	-4.3995898300526556e-5	-0.0001317241152090786	1.3756396470321588e-5	0.00043325033893326154
O1	-8.822454163418375e-5	0.28968979291565666	-0.00018491360907431855	-0.00013158019938741246
O2	-0.07098014573613576	-6.839123254439653e-5	6.673217274695446e-5	-8.304254341372325e-5
O3	-0.00010188537771407028	-0.00015823779182781573	0.5935897380575578	-0.00010947911217737659
O4	-9.991445915087926e-5	-0.0001862676944605199	-3.05638723498487e-5	-0.19656849178373453
