	T1	T2	T3	T4
T1	0.0	1.2768038164528223e-13	1.2338194590626429e-12	7.733411312682658e-9
T2	-1.644827480841509e-8	-0.0	-1.8721291226218184e-8	-7.601482386639959e-5
T3	1.156033087760309e-9	-5.801507574179323e-10	-0.0	5.041977391811898e-14
T4	-2.868564610346114e-8	1.5919260140497257e-10	-2.3565913334636542e-6	-0.0
P1	7.697036582067991e-6	-2.726348222075525e-5	2.892024132432508e-6	1.7098574874449189e-6
P2	1.089509208353411e-8	-1.2283551521297774e-7	3.635243193064287e-9	3.020053283021493e-9
P3	-1.2403354553685904e-7	0.00020257205823049143	2.0481637214752868e-7	2.2544358512291257e-9
P4	-2.140264826936972e-16	-4.254895840319605e-16	-5.298864733756042e-15	-4.545824872733988e-12
O1	-3.3137538374380614e-6	1.0000002226019	4.254839252087839e-6	2.8281091818898804e-6
O2	-0.9999999467600393	-7.119420617344797e-9	-9.719244153706395e-8	-4.061778636494301e-8
O3	8.449023189201647e-5	7.072938402762194e-5	1.000002947640319	-8.522761684432996e-5
O4	1.0939739925633998e-5	2.9938043730423725e-5	2.9501389514738607e-5	-1.0000014086622615
