	T1	T2	T3	T4
T1	-0.0	-2.0941202540853916e-5	4.271093088155294e-5	1.637498556019297e-6
T2	-1.3716286498020227e-5	-0.0	2.9404529545816434e-6	3.925283628792737e-6
T3	-1.659755355188429e-5	4.6565552672421505e-5	0.0	4.660297426685658e-6
T4	-8.202662077999793e-6	-4.562752095435941e-6	-4.1358431807032696e-5	-0.0
P1	6.477145619581805e-6	1.9508957805419812e-5	-4.972302423110144e-6	-0.0001090901077568036
P2	-2.801407535547597e-6	-1.8634656065933783e-5	2.486748793233728e-5	-2.104958921083878e-5
P3	2.0884071458983227e-5	6.479258419841316e-6	6.705395665683504e-6	-0.0002402989039483379
P4	3.278155050645582e-6	-8.383505029819914e-6	-2.221906940945433e-5	6.316696684654277e-6
O1	-6.767746127887253e-5	0.29764266923195504	-1.3564537372372127e-6	-1.0960714283557244e-5
O2	-0.07963346531610105	-5.667959236905145e-5	6.924646932699623e-5	-2.389232102715635e-6
O3	-2.7576178485340282e-5	-2.011678269224299e-6	0.5878802390862302	4.251605546218619e-6
O4	1.2945976604656972e-5	-3.463262388542935e-5	-7.998294394069334e-6	-0.18481319426087367
