	T1	T2	T3	T4
T1	0.0	-4.555029524884333e-6	-3.169383517977829e-5	-7.569241894429608e-6
T2	7.829688901881052e-5	-0.0	-2.3725847672795198e-5	-1.979504909850942e-5
T3	-3.534885349878556e-5	-1.2490754779841146e-5	-0.0	1.1412864259439778e-5
T4	-0.0001813108048421493	1.3157419007192327e-5	1.7015525164807873e-5	-0.0
P1	4.310499821126006e-6	2.998909699178121e-5	2.045285275165919e-5	9.090137377398187e-5
P2	8.938625262839878e-6	-2.4950507916832955e-5	5.495851443547373e-6	-1.3973191760361608e-5
P3	-1.4810603941921222e-5	3.741233022582722e-5	6.450933475387347e-6	7.861519489491678e-5
P4	-4.669283525396042e-5	-1.3052247811926063e-5	-4.58936401384682e-5	-3.060954497584423e-5
O1	8.904236659943136e-6	0.29756216215716164	-4.4487092489896285e-5	-3.7131924490451497e-6
O2	-0.07953895986883694	-7.565648085966664e-5	0.00016529177226030003	8.125954807177422e-5
O3	-3.1277819363553503e-6	4.912488858782713e-6	0.587764067212534	0.00011809821467269622
O4	8.446560023635714e-6	2.0284128213875746e-5	4.3441430330139666e-5	-0.1845877679228103
