	T1	T2	T3	T4
T1	-0.0	6.736728696516643e-5	-0.00024085922848678806	2.3027455676600506e-5
T2	-0.00021786878021349594	0.0	6.72885705974307e-5	3.743491556609393e-5
T3	8.924834149688833e-5	-6.046293287309833e-7	0.0	-8.297543682234553e-6
T4	-9.873712881032365e-5	-0.00014680891984811815	-9.893833670631567e-5	0.0
P1	0.00011410453301776163	5.638504544219704e-5	8.950365828993141e-5	-3.51762517244935e-5
P2	2.2737139289732793e-5	-2.3036461208145515e-5	5.516928133440704e-5	-0.0001305246075170116
P3	-0.00016368017781995085	-0.00021790915700648823	-0.00016397267499856013	-8.93439250186377e-5
P4	4.9716571831534316e-5	-0.00013086929394702835	-8.952648115364966e-5	-0.00024653325545704566
O1	-0.00011774481918569451	0.7854792702025719	-0.00010544555112191711	-4.715343590404321e-5
O2	-0.7854391919439115	8.407421761277648e-5	0.0001693880602102879	0.00010437960285613576
O3	0.00010840844815096643	-0.0002764540315851811	0.7854417997211978	-8.736992726884723e-5
O4	-0.00016087673967640366	0.00023900233928528987	-9.177912315315051e-5	-0.7854843266509964
