	T1	T2	T3	T4
T1	-0.0	-0.00010689107789918408	-0.00033310283374433057	0.0001362814536398278
T2	0.0002149921145235397	-0.0	0.0001368754079807107	0.00019657222058435178
T3	2.4939970600116676e-5	6.586953533787291e-5	0.0	5.487842995050101e-5
T4	-0.00019548470432705756	-5.522695113280073e-5	0.00019798600497895237	0.0
P1	-0.0001866857553837787	-0.00022160990073779983	6.976220561256253e-5	-0.0001362706599956025
P2	0.00012690413094350206	0.00021866029329223953	-0.00012915449471209646	8.989126241047333e-5
P3	6.645255554801844e-5	-0.000342123312767277	4.956469627193746e-5	-0.00022013175069222923
P4	-6.278530962444807e-5	-0.00019766860942027544	-7.322455928017747e-5	8.902280096471667e-5
O1	0.00032804447431095465	0.22892827069613764	-6.689751002399609e-5	-6.882852918484094e-5
O2	-0.15726332231125895	-6.557829468158487e-5	-4.936839658870082e-5	-0.00020556057071320505
O3	-0.00015925712493991746	-0.00020200729612910798	0.5114093168248106	0.00014222026546779738
O4	5.855226755322567e-5	-0.00019558364694608602	0.0001461551348822362	-0.10507308589941468
