	T1	T2	T3	T4
T1	0.0	-6.739679300057249e-5	-0.0001259066162288467	-0.0001411166832621787
T2	-4.974969470448037e-5	-0.0	0.0002497045671174506	7.652088525628996e-5
T3	6.738453236599061e-5	-0.0001576073743823738	-0.0	0.00011414263320844041
T4	0.00016385444185573677	0.00013043244270932586	8.228400937454931e-6	0.0
P1	-7.654753089955583e-5	-6.092819549533614e-5	-0.00010404958108901243	0.00014111421526351314
P2	0.00010405739820905057	-0.00013109373520939636	-6.529004209898998e-5	3.06249868646611e-5
P3	-8.937240021389178e-5	0.00024141992614542558	6.092578820199994e-5	8.253069504072931e-6
P4	0.00021800352986232305	-0.00016383488525368713	-6.529103368052734e-5	-7.536913574477407e-5
O1	6.002561065507395e-5	0.792891471697334	-0.00018629654376355417	-0.0001050076296345015
O2	-0.7928769134556888	-8.847431402883949e-5	8.031065187750881e-5	-0.00010257421129977414
O3	2.0474561750861174e-5	-0.00016355118708472242	0.792919039961224	-9.490283392147135e-5
O4	-0.0001543100312799333	-0.00015040865665294053	0.00010625578319366183	-0.7928677165196248
