	T1	T2	T3	T4
T1	-0.0	-3.836809192115246e-7	-3.5532617940953937e-6	-2.306084386969824e-5
T2	-6.154174815938219e-6	0.0	6.818686498903227e-6	-3.8829344673838594e-5
T3	9.799722518953953e-6	8.038127106274022e-5	0.0	-2.3210803762177918e-5
T4	-3.970700053204011e-5	-2.404050950436796e-6	-6.519377258038656e-6	0.0
P1	-3.216508053324038e-5	1.2747656940613521e-5	6.13220757393339e-5	-9.024023183290075e-5
P2	7.425582037102172e-8	1.577180973177965e-5	-2.5475326931035686e-5	-5.6423472196681514e-5
P3	-6.460642351639246e-5	-2.4785184138494353e-5	3.870605004069975e-6	2.340831815955834e-5
P4	1.6299541274494137e-6	5.8464086016019544e-5	-3.0480582362127115e-5	-0.00013876692050933279
O1	0.0001052541815013846	0.22980495142601812	-0.0016325944687079932	-3.6281913604336633e-5
O2	-0.16204707939366708	-3.2710865874003616e-6	1.3131937837364329e-5	5.71369788329132e-6
O3	3.4461606319179747e-6	-9.704614038413832e-6	0.5129692095182712	-1.1156996852579706e-5
O4	-6.615300747804136e-6	-4.107395188576182e-6	-0.005989785899387821	-0.10977932155134322
