	T1	T2	T3	T4
T1	0.0	-2.3024563912339853e-5	-0.0004798719728515152	-0.00019617120277414419
T2	0.00013049385730732281	0.0	-0.00013128534149000405	1.1587770324401702e-5
T3	-4.9689968935375935e-5	-0.00013015644919740947	-0.0	-0.0001304635553406317
T4	-0.0003332089464109009	8.935054578064026e-5	-8.94126929028945e-5	-0.0
P1	0.0001304368416322628	7.4102289303045e-5	0.0002496062182552026	0.0001265486307292661
P2	-7.634588280069171e-5	-0.00013040896091545676	0.00019616915497462336	-8.941761615548568e-5
P3	-0.0001304789630766248	0.0001512337877851609	-7.606055994763793e-5	-5.5260714100929454e-5
P4	-0.00013049046014832922	8.9285926016161e-5	0.00013024048000575267	0.000131244406810825
O1	0.00014645185535585008	0.9972324498236056	0.00017333805346959153	0.00013108363099812614
O2	-0.997232258935883	7.638397656708535e-5	-5.30147250619106e-5	6.595324447042883e-5
O3	4.9082574108098025e-5	4.97001550881571e-5	0.9972324996972785	6.726717880608885e-5
O4	-4.982509462487234e-5	-7.621443895726241e-5	-1.2502516107342698e-5	-0.9972323514889513
