	T1	T2	T3	T4
T1	-0.0	8.884686266331604e-5	-5.9958776024689235e-5	4.784083833958477e-5
T2	-6.514634274501514e-5	-0.0	1.3959610293250025e-5	-0.00012728868811162639
T3	6.513544112404642e-5	8.885460677920022e-5	-0.0	-6.741390769645122e-5
T4	0.00016489809735094254	0.00021799548879969643	-5.592800167005736e-5	0.0
P1	6.62059718188858e-5	6.895553672506642e-5	6.732843150408784e-5	7.644568451925031e-5
P2	2.1955512303459694e-5	7.953143964671279e-5	1.2331392975180636e-5	3.0006163552636546e-5
P3	-0.0001319026313503368	0.00019691411039819717	0.00010758050792729497	0.00016382794682855622
P4	-9.015119086078301e-5	0.00021801003409831045	0.0003339058844402665	0.00013097311454312598
O1	-9.132635965443452e-5	0.9500424926211483	-5.194754036108972e-5	-9.009598557031565e-5
O2	-0.9500262498547525	-0.00024212997007247807	7.217510197253731e-5	8.828878488295048e-5
O3	-5.784193863297021e-5	5.484028174307275e-5	0.950049792617579	0.00021511865669547055
O4	1.5066592301886866e-5	-0.00021824703656087404	8.803762570798786e-5	-0.9500289524997355
