	T1	T2	T3	T4
T1	0.0	3.288502269441434e-5	-0.00013762054115206972	6.563294943927369e-5
T2	0.00012889219084247905	-0.0	0.00032273721754457304	6.437724043773191e-5
T3	4.2687157343869494e-5	-5.16228106317922e-5	0.0	0.00013190284150635338
T4	-3.917798933805401e-5	-7.560267378231634e-5	-8.454983999562329e-5	0.0
P1	4.3116315699373285e-5	6.041877367538681e-5	-8.92557158976611e-5	9.278427592866708e-5
P2	-3.226877566707146e-5	7.652615016542167e-5	-0.00012745598572440082	-6.118477478282503e-5
P3	-7.61722619499895e-5	-0.00010484504080525447	0.00011169479538522018	-0.00012836269997295677
P4	7.906265912726717e-5	-7.590784304199195e-5	-2.1371249872539556e-5	-9.277433560546695e-5
O1	2.926684061616414e-5	0.1450952298516519	-0.00029807669390336926	-5.073535909895514e-5
O2	-0.08924855567490521	9.484596130604883e-5	-5.796961925669933e-5	9.217197147459301e-5
O3	-3.568851149949743e-5	-7.571996054172701e-6	0.6778853535358792	-0.00015727113201459913
O4	-6.488438563155598e-5	7.876742563337212e-5	-0.00027983462683748396	-0.033989600652516334
