	T1	T2	T3	T4
T1	-0.0	8.907356928699739e-5	3.267856520119656e-5	8.043963229812154e-5
T2	-4.249062389710273e-5	-0.0	-0.00011841257314897624	0.0001016282305528308
T3	0.00010527246790966038	-2.0863168370279558e-5	0.0	-4.600770670695178e-5
T4	-9.64920237117043e-5	0.000122388586381222	-2.779487616733528e-5	-0.0
P1	-0.00011058377075134162	0.00011402924193370515	3.207057445254431e-5	2.3813433285293258e-5
P2	4.986042795790874e-5	-6.175344948201537e-5	-0.00010395354923786256	-5.055178901345284e-5
P3	-0.00015220467742027303	0.00013126356828231452	2.6044467643639602e-5	1.286043185027766e-5
P4	7.609165973175883e-5	2.9266008999360773e-5	0.0001949526901623994	-0.00015718583156145712
O1	3.6627080488516446e-5	0.9995003791183203	-6.363794499700072e-5	-3.061268047899791e-5
O2	-0.9991230266027165	-0.0001131823730527855	1.7801489433610937e-5	-0.00011693916992920191
O3	-2.724038549878954e-5	0.00015241203528280854	0.9995002756837006	-3.297120274845158e-5
O4	-3.5154620600347847e-6	-9.887690009474903e-5	-0.00034326474761430046	-0.9994581499699161
