	T1	T2	T3	T4
T1	0.0	2.9432076354076394e-5	-7.318598422182983e-5	-1.7081666756156947e-5
T2	5.9061917616814824e-6	0.0	3.7654113997855036e-5	-2.2703130654556746e-5
T3	8.337218188100896e-6	9.835344143789393e-6	-0.0	6.57226678757024e-6
T4	-2.6808652737281467e-5	-1.6886149894996193e-5	3.7658519479598366e-5	-0.0
P1	2.478264049784219e-6	2.6108798167719548e-5	6.536776889922737e-6	-8.746998965393674e-6
P2	-2.0240288205590892e-5	-2.2881978595202556e-5	6.121035608712156e-5	-3.029738008315994e-5
P3	6.923177996082218e-5	3.148511242152348e-5	-4.8245926291574364e-5	9.333003879401097e-6
P4	3.2730324923266154e-6	-4.29115868180187e-6	2.0317877823255433e-5	-3.6008543555314485e-5
O1	-3.6396647860425214e-5	0.44434236245350606	-3.318444705585211e-5	5.303746498025931e-5
O2	-0.1731395181027279	1.0446498378351742e-5	-5.527025588682481e-5	-1.290096969870959e-5
O3	-0.00013737508445112463	-0.0001292346048886189	0.2524300340583225	-0.0001444259974012577
O4	8.692189130591717e-6	7.20537407175214e-5	-6.358237476789154e-5	-0.06300041215372595
