	T1	T2	T3	T4
T1	0.0	-1.4658472967140432e-17	7.802415312103167e-23	-4.48213496634186e-22
T2	-2.2294922004331685e-6	-0.0	-3.4949286161292206e-5	-6.022606121109934e-5
T3	9.588198308605969e-11	-8.906679644736036e-9	0.0	-2.218478516686473e-8
T4	-0.00017307118990606826	-3.579407925344493e-6	2.905932727039749e-7	-0.0
P1	-1.8812901673667448e-5	4.7125123747911206e-9	1.1718023206721632e-10	-2.4232375961044217e-6
P2	2.7707375712794067e-10	-1.049049093392577e-15	1.1369880059109102e-10	1.3274350078859287e-15
P3	-8.298981376577583e-11	1.505030248722213e-7	1.3234934595764146e-10	-3.793003545214557e-10
P4	-5.634244655061733e-10	2.479818482033332e-9	9.616695180535559e-8	5.984919940658088e-5
O1	-8.049230606439199e-7	1.0000001758346198	-9.237786420357393e-7	-1.0155424187651464e-6
O2	-0.9999999841015748	-5.488493984014887e-8	2.0235760692962293e-8	3.243295053408668e-8
O3	-1.3229967872218157e-6	1.4058419467386806e-6	0.9999999748766678	-1.2608938352460356e-6
O4	-2.917101212697087e-6	1.0986302171981375e-5	-1.219812782547369e-5	-1.0000107221653085
