	T1	T2	T3	T4
T1	-0.0	-1.588678779146543e-5	-3.418637138626256e-6	-1.4955698114031208e-6
T2	1.7962892809535765e-6	0.0	-2.4378992386585105e-6	-1.1876455058776129e-5
T3	1.1027870492095403e-6	-5.53465659233652e-7	0.0	-6.486039109821051e-7
T4	8.888202121719452e-7	-6.893709904181715e-5	1.5734799386549233e-5	0.0
P1	4.70975674537764e-7	-1.8985643811369961e-6	-3.7583807589376716e-6	-8.698466977333886e-6
P2	-4.784839186794722e-7	-6.888411312168375e-5	2.6324561009050468e-5	1.5045900526274904e-6
P3	1.9424682862126226e-6	-6.20944643995433e-7	-1.8047294840300376e-6	-6.057828539816197e-7
P4	5.294603186207191e-7	3.980301555131925e-6	-5.345289568378282e-6	1.1302141805553563e-6
O1	-2.786651723054674e-5	0.2977140996460922	-2.4457004033280644e-5	8.127250456658785e-6
O2	-0.0788457727045546	9.750851359682875e-5	-5.431816074279565e-6	8.402924162857743e-5
O3	-2.928807794744754e-5	-1.825529246098649e-5	0.5878172414701561	-1.4391452878012139e-5
O4	7.773593012494301e-5	2.3925848061230353e-5	7.391302350560413e-5	-0.1845185607904684
