	T1	T2	T3	T4
T1	0.0	3.750108568413372e-6	-1.0886752734051511e-6	2.652060141093639e-7
T2	7.213455056163333e-7	0.0	-9.873300080759481e-6	-1.1443674734551329e-6
T3	-4.553648773648008e-5	1.3624165643823748e-5	-0.0	4.777516487844716e-5
T4	-2.256692014315255e-6	-7.099219886355594e-7	-4.1080374908646925e-7	-0.0
P1	-9.624860025822794e-6	2.2569792825294906e-6	4.3640890109797954e-7	1.992964887821176e-6
P2	-8.478600949616981e-5	-4.34095295563974e-5	4.420296576328971e-7	3.1592655095015064e-5
P3	-1.460283362478817e-6	-3.5587105317267003e-7	3.0277362397649263e-6	-3.184538086814435e-6
P4	-1.73499519693457e-6	6.334415491221167e-7	-2.0938918563790266e-6	8.073687315557353e-7
O1	-9.138808052986975e-5	0.22991437492960015	-0.0002844532416050859	-3.737861108360715e-6
O2	-0.1593768775893553	1.6987566198349723e-7	-0.00044194324098983506	-1.5572322013548055e-6
O3	0.00041425314537069146	-0.0003209824200545743	0.5134977753230836	0.0008268856517337766
O4	-0.0021523072952127553	0.0005535436660429044	-0.0020369382417102606	-0.1096749079772093
