	T1	T2	T3	T4
T1	-0.0	-6.737419973147972e-5	-0.00013042760874540566	-7.352562517923681e-5
T2	-0.0001304303089053076	-0.0	-8.234449049947674e-6	-6.737963586319036e-5
T3	-9.133736893287898e-5	-6.78062474743626e-5	-0.0	-0.00023834160719175235
T4	-0.0002497090080123399	-0.0001304313269592024	0.00012592312659140065	-0.0
P1	0.00024643621974519025	0.0002464450570837779	-0.00021799951994333852	0.00019618916500731528
P2	-0.00013042872585376363	5.5248968079414365e-5	6.528568715925302e-5	-6.567329895470399e-5
P3	0.0002883957985505021	7.71506738909e-5	0.0001961913963206676	0.00031449681541307337
P4	-0.00019618832396067038	2.8108849153534525e-5	-8.936059813016235e-5	0.0001304328587433134
O1	0.00010985130394424167	0.7936995466627569	-0.00020201609332756162	0.00011088249451102947
O2	-0.7937004365973176	-0.0002148763894455015	-4.756331854320431e-5	0.0004465767194108551
O3	2.585518038364122e-5	0.00014626276216753024	0.7936815648740826	0.0004250171057256162
O4	0.00010231333196435453	-7.116410752906002e-5	-0.00020377323025580387	-0.7937004274893763
