	T1	T2	T3	T4
T1	0.0	-1.8440456449485804e-14	-1.219578250300585e-13	1.138922236240738e-13
T2	-6.831564881639003e-16	-0.0	-6.16958648365903e-17	-6.679318270923507e-16
T3	-1.7301366675474364e-32	4.642547173740559e-33	0.0	-1.0682624268975332e-32
T4	-5.383026959853311e-19	1.1490294809037892e-20	4.621986606002462e-16	0.0
P1	-6.4400608895791605e-25	5.985418400669314e-26	-2.295773487836149e-25	-7.708285314064698e-25
P2	5.211207790495001e-19	-1.3229632783756891e-21	3.986847665309704e-20	8.339246176861042e-19
P3	7.817336102453371e-12	6.9731253866683115e-12	-4.3548952039292776e-12	-8.421431010199926e-11
P4	2.245579429705347e-15	-3.996425721711115e-14	1.901514351106749e-17	4.66610283898268e-15
O1	0.0001546190332283927	0.7046492633100236	-1.5174071944026488e-5	1.4329294146743366e-5
O2	-0.04942465628351416	0.00047027490678993363	6.188278942290347e-5	0.004966993402869235
O3	-0.0002230299930893903	-0.0002936058034329239	0.17332983356945156	-0.00011259228899419889
O4	0.01341808663100206	0.0010053386335256355	-0.0011970011215643357	0.002018326498762777
