	T1	T2	T3	T4
T1	0.0	3.670652984586816e-5	9.219826663535297e-5	0.00013959485144161122
T2	0.0004149220524378373	0.0	1.429678047076404e-5	9.029153344091527e-5
T3	-0.00020341968644658353	-0.0001117273980971678	-0.0	1.3959740144829695e-5
T4	5.685554150798381e-5	-7.530831080916674e-5	4.1787360148639425e-5	0.0
P1	-0.0001135730330134585	2.6741960001083673e-6	0.00013113535996188208	-4.659455112178072e-5
P2	0.00033326249450589746	-0.000411661933341577	-2.0743270395877646e-5	2.2722218999435476e-5
P3	0.00012082856654241406	-0.00023327581032154897	1.4289846678953339e-5	0.00021824217421740466
P4	-7.68995438700159e-5	-0.0004746685068685671	1.387117468534387e-5	5.378517771687858e-5
O1	4.157586257410704e-5	0.5243945696638869	-0.00013351432638974956	-6.358069151929198e-5
O2	-0.5243089460430026	-3.891389088049179e-5	5.1359034550623356e-5	0.00020065462817042356
O3	-9.561217544534843e-5	0.0002219098436611652	0.5241441208698013	-0.00010733304468244149
O4	-0.00013116887978660628	0.0001138825111884222	8.30457562110334e-5	-0.5243137319909922
