	T1	T2	T3	T4
T1	-0.0	3.649835968854199e-5	5.2630142135968776e-5	0.00013476020627118133
T2	5.774286019950199e-5	-0.0	-1.3345064997744513e-5	-0.00013029448134395217
T3	6.208390186540164e-5	-0.00013655123432061437	-0.0	-4.721382007851144e-5
T4	-0.00019446330154060894	-6.81640551803112e-5	-0.00033601814725538415	0.0
P1	-5.9598802087848804e-5	6.18408241282026e-5	-1.8297001598112455e-5	5.255122684828402e-5
P2	0.00010784627630154069	-4.6847711894689405e-5	4.9043760072108156e-5	-2.6520327989299308e-5
P3	-0.00018678655774444965	-0.00015040002995650437	5.662254597518618e-5	3.094647102311892e-5
P4	-0.0002005110220800711	4.262761228709093e-5	-1.3264234281251868e-5	-0.0002340999709284669
O1	-6.16316554723019e-5	0.14828673386880317	6.563805711493835e-5	9.587760884658925e-5
O2	-0.0975557634229648	-0.00011245951014148315	7.374631361352096e-5	-6.404435572252983e-5
O3	-4.417832682948372e-5	0.0001141485435485616	0.678990406517365	9.027003692184269e-5
O4	0.00012863799527653515	4.603179613984392e-5	-4.4291495925916354e-5	-0.0547960349866422
