	T1	T2	T3	T4
T1	0.0	-6.25099639377104e-5	6.141815064627906e-5	2.8063825674491915e-5
T2	4.061058523986714e-5	0.0	-4.0489396923308184e-5	-2.796272230227213e-5
T3	-4.039528621997548e-5	-5.021249943004363e-6	0.0	-2.7883284669179787e-5
T4	5.575268319725459e-5	-6.231727448081018e-5	6.055181514032016e-5	-0.0
P1	-5.894650656902877e-5	-6.238797674558018e-5	-4.0518747334284294e-5	-2.7740491847621363e-5
P2	4.058125637187491e-5	6.096407246456981e-5	-6.142247892791166e-5	-2.802159494562479e-5
P3	-3.5392185699562826e-5	2.083383694432633e-5	-3.630462521777233e-5	-5.231285880033989e-5
P4	-2.1043452533055972e-5	-6.24666689266613e-5	-0.00011638321203141315	2.81141334876354e-5
O1	2.6041691435788775e-5	0.7046280439464214	-1.9846499840011062e-5	4.64502124244323e-6
O2	-0.049630778793543426	0.00011898412849301484	9.266109876110728e-5	7.489056276514881e-5
O3	-0.00023785849503248243	-0.0002740523116970899	0.17330746545651515	-0.0001646753286869646
O4	-0.0004173031183909067	1.3210419730756638e-5	-0.00042382806770560567	-0.016700515543434893
