	P1	P2	P3	P4
T1	0.999998518526837	4.804242788500268e-5	1.986910974999804e-5	7.273775505080623e-5
T2	6.62022352357224e-5	-0.9999988546419475	1.7911808842441956e-5	-2.1578141901767574e-5
T3	0.00021025537089530303	0.00020363546068075193	-0.0001780447687140853	0.9999980260255928
T4	-0.00010305851353943795	-3.695596219604551e-5	-0.9999986553116587	5.8626867791688786e-5
P1	-0.0	8.846200802581437e-5	-3.129857506139692e-5	-0.00016570669999093767
P2	-5.222000059755033e-5	0.0	-0.0002575783968271871	-0.000278561606216108
P3	8.862881402276458e-5	0.00014797775407347015	0.0	7.809774625463634e-5
P4	7.91459457564702e-5	-0.00012729092061862808	0.00015731255403378492	0.0
