	T1	T2	T3	T4
T1	0.0	5.82096798746339e-5	6.625391423058546e-5	-0.00019630675300634585
T2	-0.00019452628432636897	0.0	7.173882878075489e-5	0.00017585974675009798
T3	-8.856139414091127e-5	0.0001825905853269904	0.0	-4.166684299834705e-5
T4	6.626943818896162e-5	-0.00029674977412314884	-0.00021587260274584906	-0.0
P1	6.836695210574973e-5	6.228180984303685e-5	8.859870179300559e-5	-6.772203154369173e-5
P2	-8.669041656093997e-5	-1.1776443579781878e-5	6.829614244736713e-5	-6.771789466689566e-5
P3	-2.586861911476901e-5	-0.00011536993658549866	5.3823994594691345e-5	-0.0002551625642104494
P4	-7.249647276853089e-5	-5.131089236051303e-5	0.0001208096749747676	0.00011040323458606283
O1	0.000220304082270091	0.9950058731524829	0.00014086021886432716	-7.94766060787865e-5
O2	-0.9950065956443546	5.121519019644614e-5	-7.5541836630032e-5	-0.00015063273840468596
O3	5.4721460876835095e-5	0.00019019646557542463	0.9950067019029077	0.00011836171779919054
O4	0.00021919529387019157	-5.636167990943377e-5	-5.4355247272617906e-5	-0.9950070793610932
