	T1	T2	T3	T4
T1	0.0	0.0001920906820627911	-0.00026835542930476135	8.784352932121493e-5
T2	0.0002049925782372037	-0.0	-0.00013244205398738035	0.00012971962409974973
T3	-0.00020327929437718756	-6.787376858959459e-5	-0.0	0.0003457352660956519
T4	1.0933451118106331e-5	-0.0002426767957752088	-8.526202850502642e-5	0.0
P1	6.488085989304865e-5	-0.000332492841296468	-5.5417011127090184e-5	-6.405021618078116e-5
P2	0.00013171009164887918	-5.875044241850286e-5	-4.136823981935506e-5	-1.1627955741717105e-5
P3	5.51259326804181e-5	2.09892706587743e-5	5.766900682581961e-5	-0.0001439684522055457
P4	-8.279575529637504e-5	-2.7149294511642945e-5	-7.240415391149819e-5	3.979437671344696e-5
O1	0.00016663187169324987	0.44353680854145694	-5.7926267695449684e-5	2.4925655919441228e-5
O2	-0.17671286859399174	0.00015517520878141045	0.00015856344594764184	-0.00015521520119434064
O3	-0.00013690576735908035	-0.0001836110632926123	0.2551715803739149	-9.183446837287987e-7
O4	-1.1092853116931782e-5	-5.180609845763003e-5	5.674583981058601e-5	-0.07012967581102418
