	T1	T2	T3	T4
T1	-0.0	2.1383442106805404e-5	1.112990257349647e-9	1.0570120657543983e-7
T2	1.8831025260137026e-9	-0.0	-2.3533694767505056e-7	4.86645231309356e-9
T3	7.601735798019204e-5	-8.337909210842667e-6	0.0	-1.96096158875905e-10
T4	2.7529275744199345e-14	-4.666356005366324e-9	-1.5198506478158083e-11	0.0
P1	1.0935756630565998e-10	-2.1122080201151338e-12	-6.71130843500058e-6	2.5357443910649585e-10
P2	-6.88068660563112e-8	4.892120634698755e-15	5.34147900255982e-12	-2.622256058109133e-12
P3	4.46874288744904e-12	3.297892690322138e-11	3.1757232297196433e-12	5.439848640182728e-12
P4	-1.4502847239176844e-9	-1.100882642693541e-16	-4.230709278097123e-15	-4.485813675489523e-14
O1	1.8591415277694088e-8	1.000000030726592	-5.582764081812297e-9	-6.056027505566759e-9
O2	-0.9999999722133422	-7.237763603136587e-10	-2.5020293654718203e-7	2.733984081800131e-7
O3	-1.3295078799706375e-6	-1.1638532496748042e-6	1.0000000267806481	-1.578018746364192e-6
O4	3.7446931887437625e-5	3.1426198407590935e-5	-4.26570087495152e-5	-0.9999990004271829
