	T1	T2	T3	T4
T1	-0.0	7.527628407037027e-5	0.00013178913696523705	-7.037689503454877e-5
T2	7.56221348393365e-5	-0.0	-0.00013180076305043518	-9.438065163816079e-5
T3	0.00013055658635260177	-0.00018407428649149584	0.0	0.00013764375436163686
T4	-5.489471368740752e-5	-4.4447921805975853e-5	-0.00031676782287157294	-0.0
P1	-3.7006328477604225e-5	-0.00024969813089274144	0.00021886948243609342	-0.00020718751642441978
P2	0.0001163480149621743	-0.00031526695177566916	0.00021886521947006742	-0.00020731385831666542
P3	-0.00019555996439269167	0.0001306058036029641	4.987510572475489e-5	-8.036415253681427e-5
P4	5.085477311596728e-5	2.8676821272005245e-5	-8.968008839831452e-5	-0.0001575728574124796
O1	-0.00013069803880456582	0.13826740946757074	7.690290696276081e-5	-7.334855842956086e-5
O2	-0.07912262589785786	3.4331069971506935e-5	1.0566420143755785e-5	-0.00014588416270793446
O3	-8.063520168695098e-7	4.094471433414508e-5	0.6708263810522215	-5.174529702493004e-5
O4	-0.00013779195574379797	-4.994206668546867e-5	6.400365840544108e-5	-0.02840546348400761
