	T1	T2	T3	T4
T1	-0.0	-1.851058096704063e-6	-1.021652305607096e-6	5.330540622767205e-5
T2	-4.030564573039209e-6	-0.0	-5.7992604258650455e-6	1.088085400126555e-5
T3	4.480572535417948e-6	4.623652610009151e-7	0.0	-1.3790141990507718e-6
T4	-1.117086056449052e-5	-2.8498784122949343e-7	-1.118266423673016e-6	-0.0
P1	-6.093678332224204e-7	-8.530394604966525e-7	5.54799908065017e-7	3.624715910697506e-7
P2	5.6201831665100275e-6	-1.7009835239156203e-6	-7.68929403749344e-6	5.369458818958112e-7
P3	1.122307606630929e-6	1.3576512168721365e-6	-1.124131000478468e-5	-6.710373300277753e-7
P4	-1.1866451521099441e-6	6.624954089122336e-7	6.327926654352635e-7	1.2556971141242547e-6
O1	7.07087607202033e-7	0.29770622813586073	-3.7968136802506436e-5	1.940438566960817e-5
O2	-0.07880056711436255	8.945494291808697e-5	1.2286065783911773e-5	5.936152031942136e-5
O3	1.156207923889956e-5	-9.925981949907886e-6	0.5877951283290911	-1.876708390986069e-6
O4	6.083984861216579e-6	1.5031199734487549e-5	0.0002473077685174415	-0.18457733797976245
