	T1	T2	T3	T4
T1	-0.0	5.071949915040314e-10	1.0884572182935525e-10	5.50910498538549e-10
T2	-4.635105751961422e-6	0.0	-6.088240220984276e-6	4.569009688075694e-6
T3	1.6650301403785793e-6	4.89023295930223e-6	-0.0	1.7172015693953665e-6
T4	-3.5720610259994417e-6	-8.109345286688147e-6	2.3320535818874247e-6	-0.0
P1	-1.3430152818268473e-6	-1.3278017748295651e-6	-3.530897634360674e-7	1.0067732891295006e-6
P2	2.441362191592505e-7	5.155025768530578e-7	-1.9702616514197165e-8	6.805206235314412e-8
P3	0.00012652770046755451	-0.00015114184639065275	9.961655693226714e-6	-0.0003520346871476022
P4	-2.682760970537145e-7	-7.149724220281367e-7	8.368838783044078e-7	3.074739254127877e-7
O1	0.3238384833929616	0.8362312935434535	-0.11355630706737638	0.18899966317081837
O2	-0.44739016237108364	-0.401722618180648	-0.1723846231547872	0.3454597347191569
O3	0.1902186604402893	-0.13371767790261663	0.9459090380765508	0.11457163631131487
O4	0.3159076445665119	-0.22207338254363307	-0.0956423874677552	-0.8066537754555296
