	T1	T2	T3	T4
T1	0.0	-2.437683607517973e-6	-1.7387690428755306e-6	2.3783092280890735e-7
T2	-1.5649446579212394e-5	0.0	-1.7187407414027818e-7	2.884621833868271e-5
T3	2.00647100338782e-6	5.608363594403778e-7	0.0	9.299303645324828e-7
T4	-9.394757035367125e-7	-3.0209124552967754e-7	2.2172711877141544e-6	0.0
P1	-5.53800668902233e-6	2.8254580814565244e-7	1.7015743302966201e-6	1.5815069418529528e-6
P2	-2.1561399370267043e-6	1.3640827742433265e-6	-3.858509887166075e-6	-1.233604001561519e-6
P3	2.7015313079595736e-6	-1.4414856334855961e-6	-9.414820031887459e-7	-7.756251000077764e-6
P4	-2.45951517465358e-5	-9.036047680827048e-7	-6.693437767354688e-6	-2.896579544512795e-5
O1	-6.372432243374871e-6	0.14588578889510395	2.15353946453665e-5	3.4489219793753422e-6
O2	-0.0904872089750359	0.00044344163562837105	0.00041919752814255037	0.0004899453497259336
O3	-6.131502332946448e-5	-5.7847258690932164e-5	0.6786793973721569	-8.002799826319708e-5
O4	0.0021528138893442818	-0.00010641862245829427	0.001547119036095139	-0.03769271694698382
