	T1	T2	T3	T4
T1	0.0	-3.554604235895021e-5	-0.00019380019608391985	5.483238617364321e-5
T2	-5.541284726477799e-5	0.0	0.0001337708976132671	0.000233238157864573
T3	0.00013949971003258182	-4.507793274128736e-5	0.0	-3.769147222802993e-5
T4	6.50167101536587e-5	-4.840873240729449e-5	1.780677695441369e-5	0.0
P1	-0.00010778554215660436	4.8083758963852696e-5	5.411801025135639e-5	8.137219922717258e-5
P2	5.4003164412002104e-5	6.728047328425529e-5	-0.00022757390792101345	-0.000127069003549816
P3	-4.859000760865629e-5	-0.0001112401445279081	5.995376513892893e-5	-3.892181096487518e-5
P4	-3.919669437989085e-5	-0.00019323258780838595	-0.00013204479045247648	-0.0001793048977621298
O1	-4.8877270920993294e-5	0.703457083691804	-8.89761631525133e-5	-1.8637463845164295e-5
O2	-0.057384027736417924	0.00011839897112680685	7.826405486677557e-5	0.00013629668240203285
O3	-4.421490086631073e-5	2.451073691243981e-5	0.1769599667218302	-0.0001150988960977032
O4	0.00013157852512951228	-0.00013049760533517755	7.730986875907041e-5	-0.039646306951235596
