	T1	T2	T3	T4
T1	0.0	3.5481152727948054e-5	-0.0003353767991941373	4.4029729029406235e-5
T2	-4.403270589874343e-5	0.0	7.549307721647806e-5	0.00013062922888221296
T3	-0.00021884379535669796	-0.00013055304531227509	0.0	0.0001667021192416039
T4	-0.00010802918937272948	0.00019637196059750598	5.1561113401322014e-5	0.0
P1	4.971766283273447e-5	-0.00020300199670483056	-0.00013203935661317657	7.586059456615665e-5
P2	-6.721602621662631e-5	0.0001314560030032637	-0.00021925817688889232	-6.720538085937077e-5
P3	5.5263796564600565e-5	-5.382953866260083e-5	6.712387992600316e-5	4.970094290716519e-5
P4	0.0002494434308878274	-0.0001305531469579413	4.970373958933715e-5	-0.00021884647153617615
O1	-4.941850315171076e-5	0.6925659135563105	6.459345400540384e-5	-8.948696196413274e-5
O2	-0.0416495486423036	0.0002534435718438942	-0.00015437348717765	0.00021349745778013232
O3	-0.00018653103096820614	0.0002558542427958492	0.1940850269882634	-7.14677921225611e-5
O4	-9.95024335788938e-6	-9.358519988005975e-5	-5.439608493786606e-5	-0.007401811097794393
