	T1	T2	T3	T4
T1	-0.0	1.0725297562994584e-5	4.7208825368526555e-5	6.474615351401425e-5
T2	0.00040316292533736087	0.0	-0.00018801076445960427	8.946337226750539e-5
T3	-8.375835982556079e-5	3.7762151042752967e-5	0.0	2.249618728805612e-5
T4	4.9044179257715774e-5	-0.00019772342702259647	0.00012436287617779022	-0.0
P1	6.320137536314991e-5	8.508961139144017e-5	1.5942167082124206e-6	-4.8080627907747024e-5
P2	2.2931744913141554e-5	-5.018453540583403e-5	4.555733107856223e-5	-3.3337738688108765e-5
P3	5.942993282499917e-5	5.159605441994385e-5	0.00022119034118366307	2.5027611743331934e-5
P4	-0.00011822617800852535	6.516058213963231e-5	8.80373588878357e-5	5.378322704495469e-5
O1	0.0001383965308514407	0.44344028267488433	0.0001745253381009545	5.761019789988666e-5
O2	-0.17277815724924006	-1.2358061974741132e-5	0.00010922372251320062	-0.0001103091456916348
O3	6.827090835875008e-5	-4.568170582119007e-5	0.25131788857379156	-0.00012301537005002852
O4	0.00018497157997952182	2.769183503164004e-5	3.422751324406982e-5	-0.06325136407744629
