	T1	T2	T3	T4
T1	-0.0	-0.00011835744400359399	-0.00019596047432379076	5.7569837574736934e-5
T2	0.000422641545359322	-0.0	-6.405002760720123e-5	0.00013289137453613106
T3	2.7483467843485856e-5	-5.549653249697896e-5	0.0	-2.7135538116043814e-5
T4	-9.112383035110682e-6	-0.0001292821006781906	0.00016265785144869307	-0.0
P1	-0.0001452995417793273	-0.00013100686983102643	-6.777637741535854e-5	-0.00013289137425032097
P2	-0.00013480416645486788	0.00019596310673072529	-0.00019596048747737687	7.512814763454653e-5
P3	-8.103875300349817e-5	-0.00024430352678979676	-3.183893949316923e-5	0.00021624905038762732
P4	-7.598626158095168e-5	0.00028964336717144886	4.6836224914865795e-5	7.342913167185375e-5
O1	4.519556006261128e-5	0.007386035338040117	6.769292417915619e-5	8.792271170357655e-5
O2	-0.013477721246127219	-6.813619618413334e-5	-0.0001320510975740235	-8.912845060588915e-5
O3	-7.214789791945385e-5	-0.00019150745165144416	0.006611718018521834	-0.0002056221102552595
O4	1.868429638991276e-5	8.351607273743084e-5	-2.8214942657015364e-5	-0.0153450492552939
