	T1	T2	T3	T4
T1	-0.0	-0.00013408182075829535	0.00010709300687954508	4.51926791308324e-5
T2	-9.508289388622986e-5	-0.0	2.2599195527130777e-5	-0.00013326574370751048
T3	0.00013426078678850192	-4.7009936245691654e-5	-0.0	4.203428961986925e-5
T4	-0.00015691173095044744	-5.42530131228279e-5	-2.293807422309554e-5	-0.0
P1	-4.6848385430189605e-5	-8.091281165636153e-5	0.0001712780127847834	3.101978383279214e-5
P2	5.351710346590408e-5	-4.5579856588944976e-5	-5.451983420504625e-5	5.66670209648853e-5
P3	-1.4537669295410813e-5	0.00023870957185208715	5.6146510847610796e-5	-4.5009282699453665e-5
P4	5.646481336577865e-5	0.00023484986568018896	-9.360810673877907e-5	-3.998948514568773e-5
O1	-0.0001223994596832659	0.14605405182707995	6.007268622690607e-5	4.253374367490507e-5
O2	-0.09116287350505209	6.14092696741875e-5	0.0003821596799809122	-3.663591913361808e-5
O3	4.7912787956301604e-5	-5.814750007641936e-5	0.678627838018349	9.909050947840776e-5
O4	5.5791544163722405e-5	6.490788096546001e-5	0.0003415315824127217	-0.03873562417123459
