	T1	T2	T3	T4
T1	0.0	1.4933381544725272e-7	-1.4615311366326017e-6	-5.367271583841788e-7
T2	1.4437351865321404e-7	-0.0	5.948488477374957e-7	2.341506581142821e-7
T3	-1.5185624935089926e-7	6.594174812369594e-6	0.0	-4.95708919714476e-7
T4	9.413262297366855e-7	1.0327821101924965e-6	-1.1767323126420546e-6	0.0
P1	4.9444919461773974e-5	-2.2029342125620188e-6	-1.1053741413182609e-7	-3.189896251379945e-6
P2	3.3821795021217693e-7	8.647727817017986e-7	2.26983480265959e-6	1.178434192024086e-6
P3	8.291320048780242e-7	6.595799843559401e-6	-1.5156177358781433e-7	5.285665436888593e-6
P4	6.084216657503644e-7	-7.492313754210104e-7	-6.492251716327357e-7	-8.88798130290592e-7
O1	-2.093790929538918e-6	0.22983675926205663	4.77582042932421e-5	-1.5347138864328027e-5
O2	-0.1587133373922407	0.0003226978214455832	0.0010424866362712735	-0.000558867275201515
O3	-0.00011447239629335574	-0.00011761962876916019	0.5122085021825235	-8.984240297249778e-5
O4	7.082863564129957e-5	0.0005054029051770862	0.0012801851894281044	-0.10664106070901688
