	T1	T2	T3	T4
T1	0.0	-2.2256272810802865e-6	1.0564311191811105e-6	5.204441084938945e-6
T2	-5.8286685553624845e-6	0.0	3.2330359996723333e-6	2.4444066142805027e-5
T3	1.9384595446533297e-5	-9.869911820719301e-6	0.0	-2.0816686182648135e-5
T4	1.0779841307544963e-5	2.9152005336676964e-6	-6.147092177785153e-7	-0.0
P1	-2.3256077078126134e-5	2.2988938066243645e-5	-1.0021007806386296e-6	-2.0045967196915076e-5
P2	1.7738540946441878e-5	2.4347466738755047e-6	3.4667613373649203e-6	-1.6767867538081978e-5
P3	-2.1431442855690133e-6	4.292109202989236e-7	-6.802329009973976e-6	1.1115241415219654e-5
P4	-2.3742740012713837e-5	-5.149185738087586e-6	-1.4330277774337943e-5	1.0794552314577498e-5
O1	-1.4007375482601686e-5	0.7046217311465633	6.281995758286391e-7	2.698755270281443e-6
O2	-0.04975470417790383	0.00012238928336324724	0.00010196078241842567	0.00022946873065673662
O3	-0.00044383358543230103	-0.00020131093046671473	0.17371318173754396	-0.00011932400075090961
O4	-0.002965461907197511	0.0011843589520701488	0.00018223658319482095	-0.019398892860283727
