	T1	T2	T3	T4
T1	0.0	0.00024928935944916935	0.00019668745573045996	7.24898089093752e-5
T2	0.00014738168688887407	-0.0	-0.0001280204591673347	0.00013038560409665617
T3	0.00013282645420116578	0.00011580665566372249	0.0	-1.7775681229202468e-5
T4	0.00016543587766102734	0.00013202679723883212	0.00010935090757687409	0.0
P1	-6.057979142857918e-5	0.00013199886609802368	-7.610355881509457e-5	-0.00013107929685056012
P2	0.0003342417470102175	-5.4459668519258575e-5	0.00019602929387584585	-6.855824481162277e-5
P3	-8.93427966020346e-5	8.935858342955081e-5	2.8693679063266587e-5	-0.00013023598181329354
P4	0.00028713746005935517	-0.0001842256064817015	-0.00013127913195766473	6.69326354092967e-5
O1	0.00019494628698610235	0.1406809538158578	-0.00012960270171619997	4.632090441247584e-5
O2	-0.08700500423314246	-0.00019137077431550313	-0.0002515462373726104	-0.0002945580640369515
O3	-4.645702519956084e-5	-0.00016224688044432775	0.6711574445713032	0.00011859625646891352
O4	-5.6230658769114205e-5	-5.578263774581484e-5	-0.00019911330878799618	-0.04834577375677679
