	T1	T2	T3	T4
T1	0.0	-1.33636580922807e-5	9.926796710629047e-6	-1.7769517284008433e-5
T2	6.87490901911118e-5	0.0	2.144358027032099e-5	-3.7497968843161246e-5
T3	-9.339528533120993e-6	-2.1915997466749362e-6	-0.0	-4.4022917349513095e-6
T4	-2.111963623134446e-5	7.4874174824791e-6	5.25762755593939e-5	-0.0
P1	-6.318169949247212e-6	-2.575439931078895e-6	-8.33480506155234e-5	-0.000187720734812537
P2	-1.5163348380023818e-5	-5.312546120211823e-6	3.102948822270599e-6	-2.4723400892845087e-6
P3	-4.468427390978936e-5	-1.3729230376386733e-5	8.947551104327827e-6	-9.882295586359754e-6
P4	-3.779441861619525e-7	2.276078841058443e-6	-2.6710965259928485e-5	-9.587680998084473e-6
O1	-4.621961382775526e-5	0.4442599246438949	-3.872644878825701e-5	8.246702134040739e-6
O2	-0.1730533856525332	-2.997260210641366e-5	-3.109960059839187e-5	1.5582730139424596e-5
O3	-8.315703951400383e-5	-4.606074901099569e-5	0.2522265392929506	4.35824782714427e-5
O4	2.008888249197214e-5	1.5534664798823926e-6	-4.7478691391895784e-5	-0.06521482501852806
