	T1	T2	T3	T4
T1	-0.0	-0.00022910001196672667	6.452398969016682e-5	6.456302404320902e-5
T2	0.0001980596179934795	-0.0	-0.00014095469881399652	-4.925294527465483e-5
T3	0.0001408481556348678	-5.5416883010055624e-5	0.0	4.946663787941824e-5
T4	-0.0001332223744431709	-0.00019806727329247948	3.778291433481455e-5	0.0
P1	6.609972208482237e-5	0.00013325263958929084	0.00022909805842762996	-6.454678887636174e-5
P2	-4.922359211783286e-5	0.00013607736255514936	6.46166115765543e-5	6.454856388445957e-5
P3	-6.466462437638866e-5	-9.162077743108347e-5	-9.165967857340489e-5	-8.983170875103491e-5
P4	0.00014097419777942165	9.163831511488806e-5	-0.000197718912596935	5.551836912252074e-5
O1	6.137051301292246e-5	0.999500302255611	-0.0001069855981674044	0.00012515138266714552
O2	-0.9995005212832545	-0.0001247137042088227	0.00019389219098012172	-4.943193347520906e-5
O3	0.00026976673683206835	4.11827984233615e-5	0.9995007829295288	-0.00021098223303461593
O4	-4.279282158961769e-5	-9.433125358899347e-5	0.00015374677087778656	-0.9995003534481189
