	T1	T2	T3	T4
T1	-0.0	1.1845975276140147e-6	-2.74887816649008e-6	1.21166227665268e-6
T2	3.7505306580680984e-6	0.0	2.036983661605579e-7	-2.631340251528083e-5
T3	-6.6409122537047845e-6	-3.729765952786923e-7	-0.0	-8.674371484562042e-7
T4	1.8032468658038019e-6	1.5893729025977953e-6	5.6778796721716794e-6	0.0
P1	1.7138811015343626e-6	-4.3402918382805436e-7	-1.0234676913581724e-6	9.356893040143891e-6
P2	3.2389909725462873e-7	2.330835838895732e-7	4.943003305694016e-7	-5.486145688089506e-7
P3	-3.5345636715465895e-7	3.1240621113104687e-6	-1.5451504038002e-7	-6.154045778735447e-7
P4	-1.205816825734467e-6	-2.6182779307067067e-5	7.698795166703064e-7	-2.6388281134648285e-5
O1	-2.7368459941714072e-5	0.22984093561074623	2.2720312207116635e-5	-2.9306844090658753e-6
O2	-0.15805624300657792	3.309414497289603e-5	9.138372772624886e-6	6.506481251580259e-5
O3	-0.00016534265045633627	-0.000166978510686022	0.5122433131874453	-0.00014281463274525114
O4	0.00010303926128979529	0.00020146239799303484	0.00019236667311239858	-0.10582581545365766
