	T1	T2	T3	T4
T1	-0.0	-0.0001304859180296346	-1.1552638197968966e-5	0.0003151519737164267
T2	9.010159945296408e-5	-0.0	-9.011059132974156e-5	0.0002607310824511317
T3	8.934923863742247e-5	8.93930724535507e-5	0.0	-0.00013048837244787669
T4	-0.00018328735631823075	-0.00010847400570028637	-3.648216785074292e-5	0.0
P1	-2.2864568712776874e-5	-0.0002515187303795785	-2.8933215997890535e-5	1.158681249940812e-5
P2	-7.634399133454436e-5	-8.934386223735671e-5	0.00033348803967096844	-0.00010651986139595346
P3	5.525859774497463e-5	0.00011487257302917082	-0.00013127055530620137	0.00021767953181822165
P4	-4.559671944046437e-5	-0.0001304664048345084	-7.274216387287026e-5	4.5578968322650724e-5
O1	6.888003354227415e-5	0.9977123926616298	-0.00013051730703726985	6.870153097954484e-5
O2	-0.9977124013783427	0.00024890142441528015	0.0003151794111042875	-9.063805462668493e-5
O3	7.5254104856718e-5	0.0001946309660691825	0.9977123843297782	-6.720682990286473e-5
O4	-0.0001440814164601354	-5.1719851045613976e-5	-6.823155554184273e-5	-0.9977124283698381
