	T1	T2	T3	T4
T1	0.0	-8.296979148045077e-6	6.86518566409038e-5	-6.760543725385175e-5
T2	6.563671286369848e-5	-0.0	-0.00014652472001451766	0.00020293317537942895
T3	-0.0001300330981643454	6.127028681871528e-5	-0.0	0.0002884428201448333
T4	7.648769898893515e-5	-5.414575614657892e-5	-0.0002494063387080998	0.0
P1	-0.00014701263811036462	8.853197968693361e-5	-0.00024930058554362275	1.1343844880888561e-5
P2	-0.000130033093047668	0.00024736927757633214	0.00010695563955038828	-0.00019616679328709563
P3	-0.00010783787577137949	-0.00019623396105054373	0.0002179882451890337	-0.00013098018445825214
P4	6.759167435122565e-5	-0.00016371568348337129	-0.00024940633884107616	-0.00013109830764010746
O1	8.742170554361801e-5	0.44972454798916367	-0.00032477279193978423	0.00012963901406448696
O2	-0.45047617048030514	-0.00015044129874438336	-0.0002448562906774854	0.00011746154252859371
O3	-8.572941001506436e-5	4.1275732957485735e-5	0.45060450911319927	-0.0002411480231515655
O4	-0.00028693433046048425	0.00021092178843211716	0.000196579085032781	-0.4507378163165247
