KP	TF	p.value	q	sign	median_weight
YAL009W	YER028C	0.9994418401608	0.786680855099807	1	0.012122822604963
YAL009W	YER040W	0.194680609761555	0.41804516174206	-1	-0.00180382163705003
YAL009W	YER045C	0.969877311491243	0.781598468542481	1	0.00636773117660842
YAL009W	YER051W	0.696880578132461	0.719997733021764	1	0.00106321060464506
YAL009W	YER068W	0.496280277902148	0.646794172087118	-1	-4.52964120698137e-05
YAL009W	YER088C	0.0666469551979021	0.197379404138555	-1	-0.00444502534287981
YAL009W	YER109C	2.5221884639459e-06	2.89111088347416e-05	-1	-0.0128355270383399
YAL009W	YER111C	3.8949593752553e-07	5.453912093443e-06	-1	-0.00967597567411109
YAL009W	YER130C	0.948829077073229	0.77782997270293	1	0.00315460480658777
YAL009W	YER161C	0.734936034157138	0.730590340083349	1	0.00167771330451555
YAL009W	YER169W	0.267194984392496	0.496453803293518	-1	-0.00130788484296131
YAL009W	YER184C	0.992462209103094	0.785502446606579	1	0.00745203720887344
YAL009W	YFL021W	0.31698050204201	0.539089212934454	-1	-0.00109376137909088
YAL009W	YFL031W	0.99875452776541	0.786565387515299	1	0.00814313320924144
YAL009W	YFL044C	0.997817906272996	0.786407834939582	1	0.00679021567755171
YAL009W	YFL052W	0.52822705367479	0.66091233242738	1	0.00010189999219536
YAL009W	YFR034C	0.000573609119163612	0.00349813379256573	-1	-0.00611866871748824
YAL009W	YGL013C	0.693046429139884	0.718884138453339	1	0.000812309789014079
YAL009W	YGL035C	0.466951998673872	0.632757014581042	-1	-5.43564362412175e-05
YAL009W	YGL071W	0.70884909866939	0.723417822191469	1	0.000850198705945924
YAL009W	YGL073W	2.31942240746534e-05	0.000209199060944604	-1	-0.00775113989323745
YAL009W	YGL096W	0.924121509180701	0.773236945856529	1	0.0022174806252464
YAL009W	YGL131C	0.941540049526405	0.776494439738071	1	0.00449760319672282
YAL009W	YGL162W	0.00187034408258958	0.00979256824977563	-1	-0.00692501322728699
YAL009W	YGL166W	0.0214656044501363	0.0786037054393459	-1	-0.0197302521527903
YAL009W	YGL181W	0.722243118942552	0.727147525290763	1	0.00120718401963644
YAL009W	YGL192W	0.830825863372697	0.754036296478155	1	0.00212108212487995
YAL009W	YGL197W	0.951137128870167	0.778249544955594	1	0.00423380107432246
YAL009W	YGL209W	0.919305094876842	0.77231938811133	1	0.00319419776295297
YAL009W	YGL237C	0.741805748987377	0.732417684878016	1	0.00134391014606246
YAL009W	YGL252C	0.890359299101801	0.766644720945052	1	0.0380411678251247
YAL009W	YGL254W	0.717372923580825	0.725803064637504	1	0.00121834566624232
YAL009W	YGR044C	0.744780586799312	0.733201323066409	1	0.00144454069495067
YAL009W	YGR067C	0.127870009094449	0.320570881866924	-1	-0.00246901060304246
YAL009W	YGR089W	0.133275503938927	0.329655132789922	-1	-0.00266183672578082
YAL009W	YGR097W	0.923832972492344	0.773182186073157	1	0.00370964117206904
YAL009W	YGR249W	0.478720005143339	0.638521363534237	-1	-3.88425019720999e-05
YAL009W	YGR288W	0.703441967571061	0.721883100288502	1	0.00145637185445369
YAL009W	YHL009C	0.975944238663242	0.782661076814706	1	0.00489518944076544
YAL009W	YHL020C	0.995947626656076	0.786092531268169	1	0.0101321846245016
YAL009W	YHL027W	0.87380787659361	0.763270948919209	1	0.00218615977517761
YAL009W	YHR006W	0.992171219823229	0.785453034550078	1	0.00583124828331491
YAL009W	YHR084W	4.74583431129989e-11	1.66115388337915e-09	-1	-0.00760107994333161
YAL009W	YHR124W	2.29961538727918e-10	6.82815886203047e-09	-1	-0.00727143283353686
YAL009W	YHR178W	0.000201035159392714	0.00140917187366705	-1	-0.00787666412747176
YAL009W	YHR206W	2.13321029767855e-10	6.39812186558708e-09	-1	-0.0107337773371635
YAL009W	YIL036W	0.926265714684982	0.773643055915566	1	0.00339302670524293
YAL009W	YIL101C	0.0596648878007592	0.180665133087817	-1	-0.00251859788487615
YAL009W	YIL119C	0.483285731636927	0.640709375197846	-1	-4.35518702133104e-05
YAL009W	YIL122W	0.550481062036491	0.670098117015741	1	0.000257359781977092
YAL009W	YIL128W	0.997696967076313	0.786387474350788	1	0.00857433850619625
YAL009W	YIL131C	1.68819886622553e-06	2.01886947374767e-05	-1	-0.00518494867103554
YAL009W	YIR017C	0.992787204972407	0.785557606326307	1	0.00633632185621607
YAL009W	YIR018W	0.0295297299719553	0.10225340248876	-1	-0.00331667139782684
YAL009W	YIR023W	0.0133057255699196	0.0527250875398063	-1	-0.00423521783543266
YAL009W	YIR033W	0.0167060635768396	0.0637172181814111	-1	-0.0242533659808982
YAL009W	YJL056C	0.995433704178877	0.786005727829328	1	0.00632450829084091
YAL009W	YJL089W	0.973008352830675	0.782148157406831	1	0.00429448703419712
YAL009W	YJL103C	0.0249046850174081	0.0888947869540584	-1	-0.0226963073710591
YAL009W	YJL110C	0.965411816644198	0.780809684977312	1	0.0040042022876994
YAL009W	YJL127C	0.893294806728856	0.767233067678641	1	0.0037977812564226
YAL009W	YJL206C	0.99883732217021	0.786579303488756	1	0.00539757070349495
YAL009W	YJR060W	0.000211144000826054	0.00147011360775865	-1	-0.00566804699564476
YAL009W	YJR094C	0.0695231498120252	0.204158416359328	-1	-0.00453545990410209
YAL009W	YJR127C	0.656250901168175	0.707728936691782	1	0.000938769338784869
YAL009W	YJR140C	0.530861016069544	0.662026154650422	1	5.9736397241583e-05
YAL009W	YJR147W	0.931628226442312	0.7746523699104	1	0.00328254993240279
YAL009W	YKL005C	0.498845245109311	0.647970963215634	-1	-1.06875444488309e-05
YAL009W	YKL015W	0.0715745438426975	0.20892388054687	-1	-0.00324971663116286
YAL009W	YKL020C	2.46568823781075e-11	9.33222287258022e-10	-1	-0.00806967795936139
YAL009W	YKL032C	0.0248645000378463	0.0887775388327849	-1	-0.0033035350391329
YAL009W	YKL038W	0.526337693490329	0.660108847314316	1	0.000102375085919262
YAL009W	YKL043W	0.00109377558465542	0.00613258223677663	-1	-0.00579630810817441
YAL009W	YKL062W	7.82910441374143e-07	1.01252391990003e-05	-1	-0.00648632399640708
YAL009W	YKL072W	0.723134874743926	0.727392275582663	1	0.00173265982394516
YAL009W	YKL109W	0.822698935758232	0.752208639046632	1	0.00169356877633244
YAL009W	YKL112W	0.264956708647008	0.494350928850216	-1	-0.000930906540743312
YAL009W	YKL185W	3.46693307647605e-08	6.16897065580544e-07	-1	-0.0129117123183569
YAL009W	YKL222C	0.414995183489026	0.604942770216347	-1	-0.000377235118313154
YAL009W	YKR034W	0.99053243956195	0.785174332289466	1	0.0051866367428074
YAL009W	YKR064W	0.404280120503117	0.598674279942103	-1	-0.000457117581961854
YAL009W	YKR099W	0.362924888904227	0.572493576200809	-1	-0.000706064059245355
YAL009W	YLR013W	0.991823124769027	0.785393895612168	1	0.00543538756010177
YAL009W	YLR014C	0.688078640810107	0.717428046815957	1	0.00116333167469374
YAL009W	YLR098C	0.956701122625626	0.779254517503651	1	0.00323446019060705
YAL009W	YLR131C	0.00639064140732902	0.028216878805377	-1	-0.00544300638735534
YAL009W	YLR176C	0.0562867438000649	0.172640816207157	-1	-0.00274709224780285
YAL009W	YLR182W	0.00054862933127773	0.00336504690538881	-1	-0.00672206224143707
YAL009W	YLR183C	0.0639327084745031	0.190875317885428	-1	-0.00262017826658928
YAL009W	YLR228C	0.599745137885202	0.688762687962109	1	0.000566445030829241
YAL009W	YLR256W	5.65147229864868e-08	9.62677657515591e-07	-1	-0.011548254925216
YAL009W	YLR266C	0.374744626355355	0.580318524827448	-1	-0.0132538382928379
YAL009W	YLR278C	0.357743195632515	0.56897041391564	-1	-0.00067627918683981
YAL009W	YLR403W	0.596142806400083	0.687469747241729	1	0.000340833821201943
YAL009W	YLR451W	0.0786127391820538	0.224848799655376	-1	-0.00304351474317816
YAL009W	YML007W	7.62697080326758e-10	1.99366312811874e-08	-1	-0.0112756402646987
YAL009W	YML027W	0.913580940489729	0.771219196854487	1	0.00200197420569605
YAL009W	YML051W	0.734193532909614	0.730391339013464	1	0.00142067259816233
YAL009W	YML076C	0.550259657218411	0.670009179510828	1	0.000219729691167931
YAL009W	YML081W	0.905960141422591	0.769737859929824	1	0.00392230494077111
YAL009W	YML099C	0.812835824097894	0.749953715944234	1	0.00218614978316046
YAL009W	YML113W	0.99917728074538	0.786636424256337	1	0.00889946327711053
YAL009W	YMR016C	1.74474339234762e-05	0.000162030378549779	-1	-0.0064382186937733
YAL009W	YMR019W	0.728876254761901	0.728957594789006	1	0.00126663261498531
YAL009W	YMR021C	0.560753199513699	0.674172339934893	1	0.000234872564237577
YAL009W	YMR037C	4.81089557573716e-18	9.08828301812309e-16	-1	-0.0105112396863865
YAL009W	YMR042W	0.0159405076831777	0.0612448324389046	-1	-0.00532784112734663
YAL009W	YMR043W	0.0253535592929547	0.0901997855857164	-1	-0.00358889958618257
YAL009W	YMR053C	0.994097096710113	0.785779639575949	1	0.00537175211123105
YAL009W	YMR070W	0.325206897482935	0.545448678205025	-1	-0.000828382438239694
YAL009W	YMR075W	0.575749472583245	0.679942795714848	1	0.000529094894307044
YAL009W	YMR164C	0.687801082230902	0.717346247497491	1	0.0010132535183256
YAL009W	YMR172W	6.6431191683306e-08	1.11437336353474e-06	-1	-0.0411072734992933
YAL009W	YMR182C	0.989783934839914	0.785046795388614	1	0.00508142532686271
YAL009W	YMR280C	0.201965668340945	0.427008742743992	-1	-0.00500706138675794
YAL009W	YNL027W	0.000266494392975228	0.00180233092164104	-1	-0.0101546602701993
YAL009W	YNL068C	9.05408564853422e-10	2.31917688265232e-08	-1	-0.00738980596790191
YAL009W	YNL139C	0.875002800162441	0.763517780882228	1	0.00328617521626107
YAL009W	YNL167C	2.84373373370693e-12	1.33760283565385e-10	-1	-0.0145903328006611
YAL009W	YNL199C	0.539965544561132	0.665820454398136	1	0.000142794365740086
YAL009W	YNL216W	2.03720781157296e-05	0.000186269502775188	-1	-0.0051705738437308
YAL009W	YNL257C	0.569644448568513	0.677618473398782	1	0.000429808962306564
YAL009W	YNL309W	0.750128365720837	0.734598564976971	1	0.00157703888145344
YAL009W	YNL314W	0.242443831781359	0.472180352536993	-1	-0.0013321121673813
YAL009W	YNR063W	0.116525031291464	0.300680898626265	-1	-0.00250813591634154
YAL009W	YOL028C	0.077019383284713	0.221300007150936	-1	-0.00269267642156668
YAL009W	YOL067C	0.839883620548274	0.756041776683496	1	0.00185640650846732
YAL009W	YOL089C	0.979185726292375	0.783224588749799	1	0.00476308526489414
YAL009W	YOL108C	1.9331350427789e-05	0.000177653893821865	-1	-0.00564112357373938
YAL009W	YOL116W	0.294458707954221	0.520731878533598	-1	-0.00147045947279172
YAL009W	YOR028C	2.10602897458301e-09	4.93386362158298e-08	-1	-0.00884570732181021
YAL009W	YOR032C	0.713459382768835	0.724713057614314	1	0.00142523842271522
YAL009W	YOR038C	0.0974243900092551	0.264426506240247	-1	-0.004251809968191
YAL009W	YOR113W	0.000767328610179058	0.00450569851382032	-1	-0.00798825439044349
YAL009W	YOR140W	0.773609013876248	0.74056417036997	1	0.00153623354413936
YAL009W	YOR162C	0.0643064480614954	0.191777152487387	-1	-0.0022209916792356
YAL009W	YOR229W	0.90093161925561	0.768749861789587	1	0.00421043033543003
YAL009W	YOR230W	0.95359306103944	0.778694263029795	1	0.00575488839538612
YAL009W	YOR337W	0.0186375994661971	0.0698525563155686	-1	-0.0204939680600026
YAL009W	YOR344C	0.582298336027043	0.682399124251602	1	0.000331769788950556
YAL009W	YOR358W	0.00979583078867086	0.0406687812746268	-1	-0.00536776974961868
YAL009W	YOR363C	0.110719850068584	0.290046018668116	-1	-0.00224845087283678
YAL009W	YOR380W	0.754195444788619	0.735651433307862	1	0.00137741240174205
YAL009W	YPL038W	0.414515776841624	0.604666496921634	-1	-0.000369515926087977
YAL009W	YPL049C	0.732687255023735	0.729986730265747	1	0.00105289887974208
YAL009W	YPL075W	0.485843284756557	0.641923483999226	-1	-1.64132887186084e-05
YAL009W	YPL089C	0.438333217068913	0.61794047088098	-1	-0.000350443222671616
YAL009W	YPL133C	7.46613234777851e-11	2.47505274964673e-09	-1	-0.026305975344377
YAL009W	YPL139C	0.978495941957419	0.783104919031367	1	0.00382058727100968
YAL009W	YPL177C	0.811849536280961	0.749725969774797	1	0.0020974431169532
YAL009W	YPL202C	0.886650745801897	0.765897171304349	1	0.00216954623200392
YAL009W	YPL230W	0.623162566002984	0.696913642311895	1	0.000715552299502452
YAL009W	YPL248C	0.997101072120647	0.786287096385197	1	0.00552443133483445
YAL009W	YPR008W	0.763895932416625	0.738129247537433	1	0.00277061204484671
YAL009W	YPR009W	0.652981094980076	0.706694654541984	1	0.00155921633676841
YAL009W	YPR022C	0.0763402061201271	0.219777417115704	-1	-0.00279783673436576
YAL009W	YPR065W	0.000296174131473041	0.00197668622850684	-1	-0.00736068385290466
YAL009W	YPR196W	0.998531919091643	0.78652796274466	1	0.00802866919184069
YAL009W	YPR199C	0.989996121419562	0.785082965004547	1	0.00614243235054878
YAL017W	YAL051W	0.000395597739816756	0.00253157829562731	-1	-0.0045174376686716
YAL017W	YBL005W	0.728308015309301	0.728803473025443	1	0.00105819468233769
YAL017W	YBL008W	0.0144800912708355	0.056560460968875	-1	-0.00434200735163115
YAL017W	YBL021C	0.844123727110139	0.756969384587019	1	0.00166487643096248
YAL017W	YBL054W	0.782877992088972	0.74284591201536	1	0.0014998350930555
YAL017W	YBL103C	0.418413325105326	0.60690144680251	-1	-0.000236318254955749
YAL017W	YBR033W	0.810006875230589	0.749299362849413	1	0.00145549678164758
YAL017W	YBR049C	0.333010942884351	0.551321531624927	-1	-0.000471724608847643
YAL017W	YBR083W	0.00633783061150762	0.0280189516663109	-1	-0.00341341715816115
YAL017W	YBR112C	0.0470703555875458	0.150007839758206	-1	-0.0250217406116484
YAL017W	YBR150C	0.968370568536117	0.781332953329936	1	0.0043786978216195
YAL017W	YBR182C	0.447240814830911	0.62267867972949	-1	-4.72705219241544e-05
YAL017W	YBR239C	0.0985558207558365	0.266678461246713	-1	-0.00227612910924873
YAL017W	YBR240C	0.857774378262379	0.759908404529512	1	0.00197076376490413
YAL017W	YBR297W	0.988477324255013	0.784823800170595	1	0.00323670999376995
YAL017W	YCL055W	0.146079267304052	0.350233203846018	-1	-0.0738465367571753
YAL017W	YCR065W	0.826013903403976	0.752957409172478	1	0.00122446067147025
YAL017W	YCR084C	0.265441881142168	0.494808241130782	-1	-0.00128310627864851
YAL017W	YCR106W	0.649921558047793	0.705720232042186	1	0.000593777668148292
YAL017W	YDL020C	0.529607183331525	0.661496861079408	1	2.876831848241e-05
YAL017W	YDL048C	0.933651810561392	0.775030906910101	1	0.00327376979598188
YAL017W	YDL056W	0.826868808431093	0.753149777888806	1	0.00106632370652491
YAL017W	YDL106C	0.301394526315072	0.526539142335893	-1	-0.000636226397917296
YAL017W	YDL170W	0.977734772380677	0.782972711349781	1	0.00316058042925149
YAL017W	YDR009W	0.671752391067441	0.71253462961351	1	0.000805761642707166
YAL017W	YDR026C	0.450398880807238	0.624330450432033	-1	-0.000208416526180033
YAL017W	YDR034C	0.970587801212965	0.781723446029599	1	0.0263694406462157
YAL017W	YDR043C	0.00200509033262911	0.0103947411989003	-1	-0.00415013668682872
YAL017W	YDR049W	0.979542696141841	0.783286467111606	1	0.00311426465784688
YAL017W	YDR123C	5.82481759918001e-09	1.24460851635883e-07	-1	-0.00728370314763058
YAL017W	YDR146C	0.331981892663855	0.550555831409727	-1	-0.000625569730548602
YAL017W	YDR174W	0.564232887593816	0.675529760283004	1	0.00290095137938743
YAL017W	YDR207C	0.00109052871737474	0.0061165771485168	-1	-0.00387813560565444
YAL017W	YDR213W	0.673286812633881	0.713001741276389	1	0.000786029708379158
YAL017W	YDR216W	0.812395920713044	0.749852187989477	1	0.00103339097341092
YAL017W	YDR253C	0.000223285062499876	0.00154223585782002	-1	-0.0049153731157042
YAL017W	YDR259C	4.25295241374014e-07	5.89100847264891e-06	-1	-0.00580760995708177
YAL017W	YDR266C	0.976888911121334	0.782825604355677	1	0.00355081101820799
YAL017W	YDR277C	0.0288765460028389	0.100376186771652	-1	-0.00244459446475541
YAL017W	YDR310C	0.950118507978796	0.778064569136151	1	0.00283340284865622
YAL017W	YDR421W	0.561609865993309	0.674507576843586	1	0.000128088043714655
YAL017W	YDR423C	0.00271623536505335	0.0135197046708418	-1	-0.00462539543222676
YAL017W	YDR451C	0.359745042353011	0.570338381112003	-1	-0.000478544662435809
YAL017W	YDR463W	0.743704579488622	0.732918409307968	1	0.000943514165494414
YAL017W	YDR501W	0.492185237175839	0.644898997584246	-1	-1.54806072819057e-05
YAL017W	YDR520C	0.669183277114129	0.71174912134145	1	0.00107213549010482
YAL017W	YEL009C	0.00438010409844324	0.0204129109994446	-1	-0.00311114050660201
YAL017W	YER028C	0.938975605714391	0.776020742840769	1	0.00451795956653316
YAL017W	YER040W	0.806287860680044	0.748433903554461	1	0.00129848416234925
YAL017W	YER045C	0.683289225102559	0.716009884199295	1	0.00124369717445555
YAL017W	YER051W	0.639999295858387	0.702515090117713	1	0.000583750888968677
YAL017W	YER068W	0.85067817091203	0.758389500696832	1	0.00175035994891463
YAL017W	YER088C	0.00970378688162947	0.0403461005961719	-1	-0.00547941939102163
YAL017W	YER109C	5.47123412185696e-05	0.000448009490133776	-1	-0.00794694246596519
YAL017W	YER111C	0.00244021957102571	0.0123202823709671	-1	-0.00390127580331284
YAL017W	YER130C	0.898642566272533	0.768297297621486	1	0.00190011202151992
YAL017W	YER161C	0.599672420666359	0.688736694264502	1	0.000454771451423575
YAL017W	YER169W	0.70790735311315	0.723151743077634	1	0.000886335886559561
YAL017W	YER184C	0.750648424911312	0.7347336631273	1	0.00160071522012608
YAL017W	YFL021W	0.299354103772276	0.524845388223095	-1	-0.000900120806124668
YAL017W	YFL031W	0.986323503456012	0.784455202517902	1	0.00459733820754581
YAL017W	YFL044C	0.667171520277038	0.711131022042365	1	0.000805332156076168
YAL017W	YFL052W	0.567794671795313	0.676907542304097	1	0.000234130965185824
YAL017W	YFR034C	0.232619287945774	0.461883959663773	-1	-0.000930279645405816
YAL017W	YGL013C	0.390916605371616	0.590572014859446	-1	-0.000325010736895018
YAL017W	YGL035C	0.395032968960351	0.593102405630141	-1	-0.000366200116452438
YAL017W	YGL071W	0.803074970506621	0.747681400135165	1	0.00104085631457687
YAL017W	YGL073W	4.47957751458406e-06	4.80323888896833e-05	-1	-0.00646946830922167
YAL017W	YGL096W	0.67424222195174	0.713291822777707	1	0.000475356942978682
YAL017W	YGL131C	0.784452602900031	0.743229551167341	1	0.00164631648794019
YAL017W	YGL162W	0.0532759138644078	0.165361063414458	-1	-0.00279561948937161
YAL017W	YGL166W	0.406073399392538	0.59973720165162	-1	-0.00140023683548208
YAL017W	YGL181W	0.922095911597548	0.772851959194473	1	0.00234947250230104
YAL017W	YGL192W	0.781793610562453	0.742581045360981	1	0.00130231348682918
YAL017W	YGL197W	0.928970394611048	0.774153249234479	1	0.00286079474319675
YAL017W	YGL209W	0.988980537613959	0.784909736810055	1	0.00396873215178162
YAL017W	YGL237C	0.568667338149635	0.677243327466629	1	0.000191644948993507
YAL017W	YGL252C	0.66293177316171	0.709819667719118	1	0.0110569602816778
YAL017W	YGL254W	0.993712317951559	0.785714465345751	1	0.00412109808927858
YAL017W	YGR044C	0.397044547721753	0.594327610837964	-1	-0.000415921446007629
YAL017W	YGR067C	0.696319615161791	0.719835357601753	1	0.000767644723644968
YAL017W	YGR089W	0.394745383827504	0.592926639392711	-1	-0.00048995917993671
YAL017W	YGR097W	0.974885702445879	0.7824764219338	1	0.00390426113525203
YAL017W	YGR249W	0.327658429612389	0.547310047690941	-1	-0.000537093038596268
YAL017W	YGR288W	0.780256230454925	0.742204594605587	1	0.00165049871487436
YAL017W	YHL009C	0.676529541415571	0.71398392233637	1	0.000801925228685999
YAL017W	YHL020C	0.846681878055029	0.757525627151278	1	0.00307013892834965
YAL017W	YHL027W	0.162199473384381	0.37441162801979	-1	-0.00149151588058007
YAL017W	YHR006W	0.80387581295378	0.747869389441806	1	0.00156590619452273
YAL017W	YHR084W	6.25885385741243e-07	8.3007701479369e-06	-1	-0.00427816816107593
YAL017W	YHR124W	0.000160976247622909	0.00116309597627479	-1	-0.00312591230454362
YAL017W	YHR178W	0.243769576993925	0.47353967498143	-1	-0.00107876864988301
YAL017W	YHR206W	9.32941060785016e-05	0.000721459269369139	-1	-0.0045855582558884
YAL017W	YIL036W	0.955801803248651	0.779092699415872	1	0.00298470566386504
YAL017W	YIL101C	0.00172833558627186	0.00914638214759603	-1	-0.00387198926134343
YAL017W	YIL119C	0.711104282045758	0.724052923593017	1	0.000906814116483823
YAL017W	YIL122W	0.160828909864489	0.372426155450037	-1	-0.00161027654367077
YAL017W	YIL128W	0.99904690571255	0.786614521902409	1	0.0070771820672843
YAL017W	YIL131C	0.000377389348022801	0.00243299268123837	-1	-0.00283051230866436
YAL017W	YIR017C	0.577283965199	0.680521750871317	1	0.000367953426645233
YAL017W	YIR018W	0.0154041771055729	0.0595024012393282	-1	-0.00295971836283873
YAL017W	YIR023W	0.0521080825507306	0.162533130107154	-1	-0.00229978059632933
YAL017W	YIR033W	0.00808325615199878	0.0345177940575897	-1	-0.0175221071274091
YAL017W	YJL056C	0.972665647437014	0.782088126584574	1	0.00356767768367549
YAL017W	YJL089W	0.718563107476435	0.726132847309951	1	0.000992319254317431
YAL017W	YJL103C	0.288317251168096	0.515469497561255	-1	-0.00467026111912983
YAL017W	YJL110C	0.991602777019422	0.785356443202315	1	0.00403565171428717
YAL017W	YJL127C	0.88479609885125	0.765521522407917	1	0.00278794106291952
YAL017W	YJL206C	0.946442894640611	0.777394524828576	1	0.00216385663879722
YAL017W	YJR060W	6.5786660269214e-06	6.75712388047029e-05	-1	-0.00552046123877755
YAL017W	YJR094C	0.616053326202869	0.694484606769952	1	0.000647574659059916
YAL017W	YJR127C	0.451184450973209	0.624739085401274	-1	-0.00016988663628153
YAL017W	YJR140C	0.99148081128844	0.785335707119916	1	0.00439600435926615
YAL017W	YJR147W	0.883868618443408	0.765333213625002	1	0.00202797555148249
YAL017W	YKL005C	0.531625714449985	0.662348152976203	1	0.00013614500530714
YAL017W	YKL015W	1.69564971201284e-05	0.0001579616647613	-1	-0.00798022082509434
YAL017W	YKL020C	6.586854893642e-05	0.000529136167524444	-1	-0.00344458913801731
YAL017W	YKL032C	0.0133320413504341	0.0528122474770534	-1	-0.00288993374072654
YAL017W	YKL038W	0.0665175315770402	0.197071644359444	-1	-0.00306356044577357
YAL017W	YKL043W	0.00260237262874927	0.0130262861487368	-1	-0.00399928142744611
YAL017W	YKL062W	0.000263402762323035	0.00178390104086768	-1	-0.00346372636475375
YAL017W	YKL072W	0.565167520374075	0.675892434154348	1	0.000339923110783119
YAL017W	YKL109W	0.967445107380647	0.781169550148569	1	0.00257875480340401
YAL017W	YKL112W	0.205684354763339	0.431478619777123	-1	-0.000938525420315052
YAL017W	YKL185W	5.43439933969169e-07	7.32172720511993e-06	-1	-0.00884001605091293
YAL017W	YKL222C	0.892376492956478	0.767049334513511	1	0.00186546292861764
YAL017W	YKR034W	0.998307717504081	0.786490256906711	1	0.00492762777814906
YAL017W	YKR064W	0.262679114952768	0.492193008742853	-1	-0.000940166878155235
YAL017W	YKR099W	0.739275946902591	0.731747647991297	1	0.00102786874094593
YAL017W	YLR013W	0.967364981902909	0.781155391380834	1	0.00315854369410658
YAL017W	YLR014C	0.948232076576516	0.777721187594466	1	0.00279750881437866
YAL017W	YLR098C	0.971037992833001	0.781802562219173	1	0.0027476603122381
YAL017W	YLR131C	0.0390598103299056	0.128955869622142	-1	-0.00282776505490469
YAL017W	YLR176C	0.0663921933920449	0.196773374401141	-1	-0.00197172210601038
YAL017W	YLR182W	0.0349444007244086	0.117556599123852	-1	-0.00272155702422482
YAL017W	YLR183C	0.198688971702081	0.423011480665611	-1	-0.0011074885518029
