KP	TF	p	sign	weight
YAL009W	YOL067C	0.839883620548274	1	0.00868664833047442
YAL009W	YOL089C	0.979185726292375	-1	-0.00105114437219172
YAL009W	YOL108C	1.9331350427789e-05	1	0.418816722618467
YAL009W	YOL116W	0.294458707954221	1	0.0592998352043059
YAL009W	YOR028C	2.10602897458301e-09	-1	-0.631724169899756
YAL009W	YOR032C	0.713459382768835	1	0.0167397946489968
YAL009W	YOR038C	0.0974243900092551	1	0.109911100748999
YAL009W	YOR113W	0.000767328610179058	-1	-0.301367042085237
YAL009W	YOR140W	0.773609013876248	-1	-0.0127524240288126
YAL009W	YOR162C	0.0643064480614954	-1	-0.128208307705079
YAL009W	YOR229W	0.90093161925561	1	0.00520271467985617
YAL009W	YOR230W	0.95359306103944	-1	-0.00237309271739211
YAL009W	YOR337W	0.0186375994661971	-1	-0.180555586686809
YAL009W	YOR344C	0.582298336027043	-1	-0.0266763469038254
YAL009W	YOR358W	0.00979583078867086	1	0.206490622093402
YAL009W	YOR363C	0.110719850068584	-1	-0.104199553760895
YAL009W	YOR380W	0.754195444788619	1	0.0140061746271226
YAL009W	YPL038W	0.414515776841624	1	0.0430768675647126
YAL009W	YPL049C	0.732687255023735	1	0.0154315115863606
YAL009W	YPL075W	0.485843284756557	-1	-0.035449855966955
YAL009W	YPL089C	0.438333217068913	-1	-0.0404000445229675
YAL009W	YPL133C	7.46613234777851e-11	-1	-0.688358860104153
YAL009W	YPL139C	0.978495941957419	1	0.00108634147151839
YAL009W	YPL177C	0.811849536280961	1	0.0103678918111386
YAL009W	YPL202C	0.886650745801897	-1	-0.00599715096264953
YAL009W	YPL230W	0.623162566002984	1	0.0233699840564741
YAL009W	YPL248C	0.997101072120647	-1	-0.000145146360703999
YAL009W	YPR008W	0.763895932416625	-1	-0.013375922204693
YAL009W	YPR009W	0.652981094980076	-1	-0.0210848938341942
YAL009W	YPR022C	0.0763402061201271	1	0.120698798862068
YAL009W	YPR065W	0.000296174131473041	1	0.333841833719962
YAL009W	YPR196W	0.998531919091643	-1	-7.34552817784625e-05
YAL009W	YPR199C	0.989996121419562	1	0.000502586342111507
YAL017W	YAL051W	0.000395597739816756	1	0.324130746465459
YAL017W	YBL005W	0.728308015309301	1	0.0157265863405901
YAL017W	YBL008W	0.0144800912708355	-1	-0.190832250631787
YAL017W	YBL021C	0.844123727110139	1	0.00843701685787279
YAL017W	YBL054W	0.782877992088972	1	0.0121643298341329
YAL017W	YBL103C	0.418413325105326	-1	-0.0426289838169658
YAL017W	YBR033W	0.810006875230589	-1	-0.0104803218465237
YAL017W	YBR049C	0.333010942884351	1	0.0534949722435699
YAL017W	YBR083W	0.00633783061150762	1	0.223579432510507
YAL017W	YBR112C	0.0470703555875458	1	0.141703435939562
YAL017W	YBR150C	0.968370568536117	-1	-0.00160573174237734
YAL017W	YBR182C	0.447240814830911	1	0.0394343071571186
YAL017W	YBR239C	0.0985558207558365	-1	-0.109397081554714
YAL017W	YBR240C	0.857774378262379	-1	-0.00764136401648328
YAL017W	YBR297W	0.988477324255013	-1	-0.000579310943800754
YAL017W	YCL055W	0.146079267304052	1	0.0916997596813063
YAL017W	YCR065W	0.826013903403976	-1	-0.00951165893473268
YAL017W	YCR084C	0.265441881142168	-1	-0.0641667483148158
YAL017W	YCR106W	0.649921558047793	-1	-0.0213147406913007
YAL017W	YDL020C	0.529607183331525	-1	-0.0312812777426945
YAL017W	YDL048C	0.933651810561392	1	0.00342670061893008
YAL017W	YDL056W	0.826868808431093	-1	-0.00946042750552482
YAL017W	YDL106C	0.301394526315072	-1	-0.0582041594677835
YAL017W	YDL170W	0.977734772380677	-1	-0.00112520845827932
YAL017W	YDR009W	0.671752391067441	-1	-0.0196967080364684
YAL017W	YDR026C	0.450398880807238	1	0.0390963011557178
YAL017W	YDR034C	0.970587801212965	1	0.00149155704069367
YAL017W	YDR043C	0.00200509033262911	1	0.266995404942312
YAL017W	YDR049W	0.979542696141841	1	0.00103293879188292
YAL017W	YDR123C	5.82481759918001e-09	-1	-0.612506772426647
YAL017W	YDR146C	0.331981892663855	-1	-0.0536414289533647
YAL017W	YDR174W	0.564232887593816	1	0.0282088944190619
YAL017W	YDR207C	0.00109052871737474	1	0.288979937250627
YAL017W	YDR213W	0.673286812633881	1	0.0195848685477677
YAL017W	YDR216W	0.812395920713044	-1	-0.0103346007411047
YAL017W	YDR253C	0.000223285062499876	-1	-0.34318511933091
YAL017W	YDR259C	4.25295241374014e-07	-1	-0.519786321781643
YAL017W	YDR266C	0.976888911121334	1	0.00116843372294544
YAL017W	YDR277C	0.0288765460028389	-1	-0.162418141458718
YAL017W	YDR310C	0.950118507978796	-1	-0.00255515785908513
YAL017W	YDR421W	0.561609865993309	1	0.0284352792092098
YAL017W	YDR423C	0.00271623536505335	1	0.255785084331394
YAL017W	YDR451C	0.359745042353011	-1	-0.0498334421534952
YAL017W	YDR463W	0.743704579488622	-1	-0.0146965061450364
YAL017W	YDR501W	0.492185237175839	1	0.0348241890758724
YAL017W	YDR520C	0.669183277114129	1	0.0198845077020179
YAL017W	YEL009C	0.00438010409844324	1	0.237790738347139
YAL017W	YER028C	0.938975605714391	1	0.00314333829087484
YAL017W	YER040W	0.806287860680044	-1	-0.0107079796582786
YAL017W	YER045C	0.683289225102559	-1	-0.0188617015222631
YAL017W	YER051W	0.639999295858387	1	0.0220672852542213
YAL017W	YER068W	0.85067817091203	1	0.00805346564953687
YAL017W	YER088C	0.00970378688162947	-1	-0.206865096155415
YAL017W	YER109C	5.47123412185696e-05	1	0.387784578736944
YAL017W	YER111C	0.00244021957102571	-1	-0.259761881494234
YAL017W	YER130C	0.898642566272533	1	0.00532924461787922
YAL017W	YER161C	0.599672420666359	-1	-0.0252444788067252
YAL017W	YER169W	0.70790735311315	1	0.0171237948778755
YAL017W	YER184C	0.750648424911312	-1	-0.0142385531550321
YAL017W	YFL021W	0.299354103772276	-1	-0.0585239841745711
YAL017W	YFL031W	0.986323503456012	1	0.000688307076934759
YAL017W	YFL044C	0.667171520277038	1	0.0200320439048884
YAL017W	YFL052W	0.567794671795313	1	0.0279030832936897
YAL017W	YFR034C	0.232619287945774	1	0.0703225732458338
YAL017W	YGL013C	0.390916605371616	1	0.0458773495284833
YAL017W	YGL035C	0.395032968960351	-1	-0.0453774980770872
YAL017W	YGL071W	0.803074970506621	1	0.0109054598982665
YAL017W	YGL073W	4.47957751458406e-06	-1	-0.459790953418825
YAL017W	YGL096W	0.67424222195174	1	0.019515353821777
YAL017W	YGL131C	0.784452602900031	-1	-0.0120650824008959
YAL017W	YGL162W	0.0532759138644078	-1	-0.136372335883828
YAL017W	YGL166W	0.406073399392538	1	0.044060896714664
YAL017W	YGL181W	0.922095911597548	1	0.00404709012987293
YAL017W	YGL192W	0.781793610562453	-1	-0.0122327885320182
YAL017W	YGL197W	0.928970394611048	-1	-0.00367714312474363
YAL017W	YGL209W	0.988980537613959	1	0.000553877873311751
YAL017W	YGL237C	0.568667338149635	-1	-0.0278284350429996
YAL017W	YGL252C	0.66293177316171	-1	-0.0203443631279402
YAL017W	YGL254W	0.993712317951559	1	0.000315326912765314
YAL017W	YGR044C	0.397044547721753	1	0.045135028583701
YAL017W	YGR067C	0.696319615161791	1	0.0179345521500326
YAL017W	YGR089W	0.394745383827504	-1	-0.0454122584945992
YAL017W	YGR097W	0.974885702445879	1	0.00127094382176506
YAL017W	YGR249W	0.327658429612389	1	0.0542615038891251
YAL017W	YGR288W	0.780256230454925	-1	-0.0123300005021558
YAL017W	YHL009C	0.676529541415571	1	0.0193493099561819
YAL017W	YHL020C	0.846681878055029	-1	-0.00828698413924088
YAL017W	YHL027W	0.162199473384381	-1	-0.08693336757128
YAL017W	YHR006W	0.80387581295378	1	0.010856165999296
YAL017W	YHR084W	6.25885385741243e-07	-1	-0.510418790898635
YAL017W	YHR124W	0.000160976247622909	-1	-0.35384294574607
YAL017W	YHR178W	0.243769576993925	-1	-0.0681436367169648
YAL017W	YHR206W	9.32941060785016e-05	-1	-0.371228699867268
YAL017W	YIL036W	0.955801803248651	-1	-0.00225768290163853
YAL017W	YIL101C	0.00172833558627186	1	0.272418909193298
YAL017W	YIL119C	0.711104282045758	1	0.0169023347714791
YAL017W	YIL122W	0.160828909864489	1	0.0873206889174053
YAL017W	YIL128W	0.99904690571255	-1	-4.7676301979503e-05
YAL017W	YIL131C	0.000377389348022801	1	0.325721236246151
YAL017W	YIR017C	0.577283965199	1	0.0270971519670099
YAL017W	YIR018W	0.0154041771055729	-1	-0.188325457005519
YAL017W	YIR023W	0.0521080825507306	-1	-0.137328889136478
YAL017W	YIR033W	0.00808325615199878	-1	-0.21407823326751
YAL017W	YJL056C	0.972665647437014	1	0.00138478462166488
YAL017W	YJL089W	0.718563107476435	1	0.016389297009584
YAL017W	YJL103C	0.288317251168096	-1	-0.0602906859625786
YAL017W	YJL110C	0.991602777019422	-1	-0.000421545038964196
YAL017W	YJL127C	0.88479609885125	-1	-0.0061012144026485
YAL017W	YJL206C	0.946442894640611	-1	-0.00274844824813613
YAL017W	YJR060W	6.5786660269214e-06	-1	-0.449310378129433
YAL017W	YJR094C	0.616053326202869	-1	-0.0239301109838337
YAL017W	YJR127C	0.451184450973209	1	0.0390125717510366
YAL017W	YJR140C	0.99148081128844	1	0.000427692734548044
YAL017W	YJR147W	0.883868618443408	1	0.00615333267904932
YAL017W	YKL005C	0.531625714449985	-1	-0.0310970036569669
YAL017W	YKL015W	1.69564971201284e-05	1	0.422613258441312
YAL017W	YKL020C	6.586854893642e-05	1	0.382077648498409
YAL017W	YKL032C	0.0133320413504341	-1	-0.194167400397438
YAL017W	YKL038W	0.0665175315770402	1	0.126733487883789
YAL017W	YKL043W	0.00260237262874927	1	0.257376866007508
YAL017W	YKL062W	0.000263402762323035	-1	-0.337736200716282
YAL017W	YKL072W	0.565167520374075	-1	-0.0281284707175497
YAL017W	YKL109W	0.967445107380647	-1	-0.00165346113670841
YAL017W	YKL112W	0.205684354763339	1	0.0760253355904631
YAL017W	YKL185W	5.43439933969169e-07	1	0.51386423035117
YAL017W	YKL222C	0.892376492956478	-1	-0.00567718145917707
YAL017W	YKR034W	0.998307717504081	-1	-8.4682215431728e-05
YAL017W	YKR064W	0.262679114952768	1	0.0646561884056587
YAL017W	YKR099W	0.739275946902591	1	0.0149907047923297
YAL017W	YLR013W	0.967364981902909	-1	-0.00165759553874755
YAL017W	YLR014C	0.948232076576516	1	0.00265427118515319
YAL017W	YLR098C	0.971037992833001	-1	-0.00146840503301077
YAL017W	YLR131C	0.0390598103299056	1	0.149671948038366
YAL017W	YLR176C	0.0663921933920449	-1	-0.126815835892078
YAL017W	YLR182W	0.0349444007244086	-1	-0.154392395602811
YAL017W	YLR183C	0.198688971702081	-1	-0.0776225262398215
YAL017W	YLR228C	0.764587944021453	-1	-0.0133312523966231
YAL017W	YLR256W	0.00036561202721822	-1	-0.326789278814526
YAL017W	YLR266C	0.155525592643085	-1	-0.088849551576959
YAL017W	YLR278C	0.293694718548073	1	0.0594220207866413
YAL017W	YLR403W	0.414359967711579	1	0.0430948552983614
YAL017W	YLR451W	0.594583378478439	1	0.0256597621338688
YAL017W	YML007W	0.00466849988329346	-1	-0.235356734979971
YAL017W	YML027W	0.955762291997947	-1	-0.00225974519220941
YAL017W	YML051W	0.965280130022275	-1	-0.0017652865251609
YAL017W	YML076C	0.0386122485985875	1	0.150161788122351
YAL017W	YML081W	0.669714763123072	-1	-0.0198456004796406
YAL017W	YML099C	0.567431576529119	1	0.0279341747308977
YAL017W	YML113W	0.997069486725449	1	0.000146730015900651
YAL017W	YMR016C	2.27572346563977e-05	-1	-0.414056184982963
YAL017W	YMR019W	0.841446789673528	1	0.00859447948022968
YAL017W	YMR021C	0.704489930971237	1	0.01736158230296
YAL017W	YMR037C	7.50792012025527e-09	-1	-0.607557546532483
YAL017W	YMR042W	0.0642518016068592	1	0.128245364304438
YAL017W	YMR043W	0.0908847900674653	1	0.112998078948336
YAL017W	YMR053C	0.992245909017301	-1	-0.000389139778613683
YAL017W	YMR070W	0.527662037660291	1	0.0314594847492948
YAL017W	YMR075W	0.663402266024299	1	0.0203096110092489
YAL017W	YMR164C	0.139398223839219	1	0.0938233609559992
YAL017W	YMR172W	0.0144056151619947	-1	-0.19104085217935
YAL017W	YMR182C	0.975542395290458	-1	-0.00123731688152391
YAL017W	YMR280C	0.0689851214243566	-1	-0.12514158877275
YAL017W	YNL027W	0.00105781456537437	-1	-0.290061911110853
YAL017W	YNL068C	0.0391315820769892	-1	-0.149593892965836
YAL017W	YNL139C	0.546740321077205	1	0.0297379274712629
YAL017W	YNL167C	6.36680260947483e-07	-1	-0.510000012126985
YAL017W	YNL199C	0.59726823077407	-1	-0.0254402500153103
YAL017W	YNL216W	0.00909814854277994	1	0.209416672811541
YAL017W	YNL257C	0.856012830865927	1	0.00774336020018405
YAL017W	YNL309W	0.760358152781369	-1	-0.0136048905791567
YAL017W	YNL314W	0.052044765345537	1	0.137381331552891
YAL017W	YNR063W	0.581609288207302	1	0.0267339671782953
YAL017W	YOL028C	0.0308842211728506	1	0.159598473283002
YAL017W	YOL067C	0.917493297680903	-1	-0.00429624482477815
YAL017W	YOL089C	0.999208755826344	-1	-3.95770854339507e-05
YAL017W	YOL108C	7.97774782283739e-08	1	0.558333952007211
YAL017W	YOL116W	0.359304947971832	1	0.0498915953034242
YAL017W	YOR028C	7.1020764075411e-05	-1	-0.379746438009009
YAL017W	YOR032C	0.800534933025967	-1	-0.0110621152256427
YAL017W	YOR038C	0.239753882524912	-1	-0.0689172461186469
YAL017W	YOR113W	0.00457533592623841	1	0.236127018197437
YAL017W	YOR140W	0.0501007149122226	1	0.139021718890172
YAL017W	YOR162C	0.663007631337948	1	0.0203387584146052
YAL017W	YOR229W	0.675814975600818	1	0.0194011252297931
YAL017W	YOR230W	0.968517879833118	1	0.00159813836164974
YAL017W	YOR337W	0.214645542559878	1	0.0740530751271427
YAL017W	YOR344C	0.718754765990297	1	0.0163761810087991
YAL017W	YOR358W	0.234910619011373	-1	-0.0698668295845318
YAL017W	YOR363C	0.124498753823221	-1	-0.0989305818128644
YAL017W	YOR380W	0.58728925893678	1	0.0262609141944877
YAL017W	YPL038W	0.92325176673729	-1	-0.00398470549052782
YAL017W	YPL049C	0.417871463938161	1	0.0426910135764077
YAL017W	YPL075W	0.840873890685321	1	0.00862824031889528
YAL017W	YPL089C	0.416219909153804	1	0.0428805484205422
YAL017W	YPL133C	1.46906952691794e-06	-1	-0.489080924670388
YAL017W	YPL139C	0.973223006447309	-1	-0.00135618097194258
YAL017W	YPL177C	0.288465259380257	-1	-0.0602665717634526
YAL017W	YPL202C	0.509320767053267	1	0.0331712211835358
YAL017W	YPL230W	0.351485121032549	-1	-0.0509363337774079
YAL017W	YPL248C	0.997237635020357	-1	-0.00013829980323014
YAL017W	YPR008W	0.579727714130818	-1	-0.0268916410829281
YAL017W	YPR009W	0.284689029273016	-1	-0.0608855206732195
YAL017W	YPR022C	0.352559373492641	1	0.0507915116016453
YAL017W	YPR065W	0.0141494750373471	1	0.191766185362776
YAL017W	YPR196W	0.534102417344694	-1	-0.0308718085096655
YAL017W	YPR199C	0.901425821972831	1	0.00517543716748022
YAR018C	YAL051W	8.85854968693116e-06	1	0.441056215311984
YAR018C	YBL005W	0.83094431002767	1	0.00921688678596581
YAR018C	YBL008W	0.64673399416253	1	0.021555301466952
YAR018C	YBL021C	0.208631184367055	-1	-0.0753679114506761
YAR018C	YBL054W	0.983628754064682	-1	-0.000824996281952477
YAR018C	YBL103C	0.453100452545224	1	0.0388089355686333
YAR018C	YBR033W	0.93596283509052	1	0.00330350684381938
YAR018C	YBR049C	0.871194306871137	1	0.00687079948820564
YAR018C	YBR083W	1.8857523859652e-06	-1	-0.482662174507613
YAR018C	YBR112C	0.129866614194134	1	0.0970267685247921
YAR018C	YBR150C	0.254621636875056	-1	-0.0661120638247812
YAR018C	YBR182C	0.406882374560676	-1	-0.0439657661115771
YAR018C	YBR239C	0.721744162073752	1	0.0161720329538752
YAR018C	YBR240C	0.924569028465637	-1	-0.00391369969710776
YAR018C	YBR297W	0.909197380322191	1	0.0047483442148089
YAR018C	YCL055W	0.174978066038356	1	0.0834647331250642
YAR018C	YCR065W	0.0300808779796507	-1	-0.160705213476462
YAR018C	YCR084C	0.159733987254452	-1	-0.0876323739136206
YAR018C	YCR106W	0.697528574737347	1	0.0178493686110839
YAR018C	YDL020C	0.99400462045601	1	0.000300626002458823
YAR018C	YDL048C	0.757751195974135	1	0.013774263832409
YAR018C	YDL056W	3.45158501412393e-05	-1	-0.401724899032398
YAR018C	YDL106C	0.0201222134010961	-1	-0.177409314497552
