KP_reg	p.value	estimate	sign	KP
YAL009W	0.0186507710404684	0.00400494634852912	1	YDR436W
YAL017W	1.36019702597301e-10	0.00896065869688501	1	YDR466W
YAR018C	3.00327488672753e-10	0.00798259985893897	1	YDR466W
YBL009W	2.94207052867686e-09	0.00716133905394416	1	YDR466W
YBL016W	9.02196715896058e-11	0.00786739939366321	1	YDR466W
YBL056W	0.000113688754440642	0.00578278161521529	1	YDR466W
YBL088C	8.37091613876920e-09	0.00737971785974395	1	YDR466W
YBR028C	1.53314133262314e-05	0.00536529428074489	1	YDR466W
YBR059C	5.3326889547966e-12	0.00944720091144819	1	YDR466W
YBR097W	5.00504753797362e-13	0.00931446704043447	1	YDR466W
YBR125C	1.25069794754451e-09	0.00803483845032976	1	YDR466W
YBR274W	1.71693638335154e-06	0.00736447224820084	-1	YDR466W
YBR276C	5.23987942641661e-08	0.00837590206580382	1	YDR466W
YCL024W	2.74688801708133e-10	0.00782733448472473	1	YDR466W
YCR008W	2.19953437915489e-11	0.00787866624024392	1	YDR466W
YCR073C	1.81444371950771e-05	0.00639689358814825	1	YDR466W
YCR079W	0.01079945645349	0.00969706265888566	1	YDR466W
YCR091W	1.20437375195936e-09	0.00793783905694156	1	YDR466W
YDL006W	3.19710681837728e-14	0.00910939427225891	1	YDR466W
YDL025C	0.000104142817733599	0.00582071690045468	1	YDR466W
YDL047W	6.90811379642339e-11	0.00783849850627303	1	YDR466W
YDL079C	6.20739981784892e-10	0.00773914593848511	1	YDR466W
YDL101C	2.59382634831976e-11	0.0078019941471846	1	YDR466W
YDL127W	2.1821640392138e-10	0.00859298051195954	1	YDR466W
YDL134C	8.5536634792347e-08	0.0066999459572663	1	YDR466W
YDL159W	2.9952629040545e-14	0.00939141283289719	1	YDR466W
YDL188C	4.7902105226325e-10	0.00808013048937558	1	YDR466W
YDL214C	2.00077038947823e-11	0.00840329405901605	1	YDR466W
YDL230W	1.6869782903267e-10	0.00757354563242535	1	YDR466W
YDR028C	5.17452544406366e-14	0.00925121876620887	1	YDR466W
YDR075W	1.37617630319624e-11	0.00813731866113659	1	YDR466W
YDR122W	8.34543190580261e-11	0.00787136997128815	1	YDR466W
YDR147W	8.68769662612332e-06	0.00549064050889956	1	YDR466W
YDR247W	3.46290721735169e-10	0.00777511315638691	1	YDR466W
YDR283C	0.000864159110323746	0.00676065789453697	1	YDR466W
YDR436W	0.00183190275203499	0.00472372681746147	1	YDR466W
YDR466W	1.87015754969516e-10	0.00839388833616152	1	YDR466W
YDR477W	1.88001913283618e-06	0.00664793817987047	1	YDR466W
YDR490C	1.58125123535155e-08	0.00786808345921084	1	YDR466W
YDR507C	1.96621516361029e-11	0.00810306530250084	1	YDR466W
YDR523C	4.39230245271316e-06	0.00690650125962685	1	YDR466W
YER075C	1.15103217460585e-10	0.00809893228921146	1	YDR466W
YER089C	1.36141494904419e-09	0.00717037941344261	1	YDR466W
YER123W	3.6896509086784e-13	0.00884456083954011	1	YDR466W
YER129W	2.62035795409858e-12	0.00942214976033741	1	YDR466W
YFL029C	6.28694622647803e-11	0.00780763971839117	1	YDR466W
YFL033C	6.78076682354805e-07	0.00813572325237743	1	YDR466W
YFR014C	0.00238634861862657	0.00665296725224152	1	YDR466W
YFR019W	1.84210419692919e-07	0.00649476982948634	1	YDR466W
YGL019W	8.76283619135105e-11	0.00785587961069863	1	YDR466W
YGL021W	7.22692655348985e-10	0.00754956793462792	1	YDR466W
YGL059W	2.26465102241557e-10	0.00859869614670846	1	YDR466W
YGL083W	3.40480424757779e-09	0.00823316461574827	1	YDR466W
YGL119W	6.32583829161381e-12	0.00866852400393636	1	YDR466W
YGL124C	1.53275957265136e-11	0.00811461846749894	1	YDR466W
YGL134W	2.18325042219447e-06	0.00801225795987365	1	YDR466W
YGL158W	1.47810024023857e-07	0.00738569250296461	1	YDR466W
YGL179C	1.23424395900763e-09	0.00805146100583312	1	YDR466W
YGL180W	7.17035381784976e-10	0.00807104597054382	1	YDR466W
YGR040W	7.31154040286781e-10	0.00823250831643616	1	YDR466W
YGR052W	2.71240002947479e-09	0.00713053862996045	1	YDR466W
YGR080W	6.07520990100994e-14	0.00918752920793924	1	YDR466W
YGR092W	1.05138549440092e-07	0.0062745759843348	1	YDR466W
YGR109C	1.29141582317305e-06	0.00765223902869876	1	YDR466W
YGR123C	3.37464481933224e-12	0.00844273509319859	1	YDR466W
YGR188C	1.43770267601875e-07	0.00628895912546025	1	YDR466W
YGR203W	3.71772183164405e-11	0.00788704214709999	1	YDR466W
YGR262C	0.00779958130799652	0.0116852222301898	1	YDR466W
YHL007C	2.19078183842541e-11	0.00806073258959291	1	YDR466W
YHR004C	2.57354671009115e-10	0.00797791504417506	1	YDR466W
YHR030C	3.95610437182051e-10	0.00761263671899333	1	YDR466W
YHR071W	1.28682335958495e-08	0.00700724860383456	1	YDR466W
YHR076W	4.6276268503144e-09	0.00712738612784797	1	YDR466W
YHR079C	4.22927130173792e-07	0.00868488155424127	-1	YDR466W
YHR082C	4.80608575831055e-10	0.00768192137687472	1	YDR466W
YHR135C	1.57028402072828e-08	0.00690838948420053	1	YDR466W
YIL035C	2.11729381534326e-13	0.00881719308233467	1	YDR466W
YIL042C	1.37103235617262e-06	0.00692392447859601	1	YDR466W
YIL095W	4.0943591812669e-08	0.00674099879812299	1	YDR466W
YIL113W	1.84161116204426e-07	0.00637738713625019	1	YDR466W
YIR026C	6.32532275828983e-13	0.0088453730468793	1	YDR466W
YJL057C	1.3756673419066e-06	0.00691584598352478	1	YDR466W
YJL095W	6.15732148642829e-07	0.00658106181543794	1	YDR466W
YJL106W	5.07100863309352e-07	0.00615514987088156	1	YDR466W
YJL128C	3.20116699394516e-10	0.00802254371399284	1	YDR466W
YJL141C	4.5219063686955e-06	0.00668970609648911	1	YDR466W
YJL164C	1.00025735572623e-08	0.00765229830364631	1	YDR466W
YJL165C	2.55055321022287e-11	0.00842785945110975	1	YDR466W
YJL187C	4.76365852003428e-11	0.00877091800161925	1	YDR466W
YJR059W	1.06708824978011e-09	0.00853598036212718	1	YDR466W
YJR066W	3.05131774779749e-08	0.00709152592935387	1	YDR466W
YKL025C	2.32324276258876e-05	0.00679906952452058	1	YDR466W
YKL048C	2.12724165030472e-10	0.00768720584198914	1	YDR466W
YKL101W	5.09582720958852e-11	0.0086138577702997	1	YDR466W
YKL116C	5.87922713284341e-06	0.00609246301491476	1	YDR466W
YKL126W	3.79670087443628e-09	0.00773802348230918	1	YDR466W
YKL139W	4.85282304780082e-06	0.00617645895471116	1	YDR466W
YKL161C	1.94964495669375e-08	0.00761178354282037	-1	YDR466W
YKL166C	7.96624866292808e-10	0.00835999311835848	1	YDR466W
YKL168C	2.48148230370417e-12	0.00838827928460741	1	YDR466W
YKL171W	1.42104228261479e-08	0.00722648712203204	1	YDR466W
YKL190W	7.20136502331447e-06	0.0060499933303701	1	YDR466W
YKL198C	7.8397289685831e-13	0.00883044088772891	1	YDR466W
YLL010C	2.254419474067e-11	0.00804466967217654	1	YDR466W
YLL019C	7.25123409096418e-12	0.00895936766914324	1	YDR466W
YLR019W	3.62242450751367e-12	0.00860854797926761	1	YDR466W
YLR096W	5.87218003595123e-09	0.0074159471277377	1	YDR466W
YLR113W	2.32040432979852e-11	0.00890291699054747	1	YDR466W
YLR133W	4.76282645270727e-09	0.00699984224197	1	YDR466W
YLR210W	4.45969163303997e-08	0.00736845139298688	1	YDR466W
YLR226W	1.15705189480114e-06	0.00689697109943682	1	YDR466W
YLR240W	2.43913424309903e-07	0.00617662759375742	1	YDR466W
YLR248W	5.19052763862032e-12	0.00861571436429868	1	YDR466W
YLR253W	1.17841058411029e-07	0.00755022792650611	1	YDR466W
YLR260W	5.95336869218209e-07	0.00697657040606068	1	YDR466W
YLR361C	6.20293850551245e-10	0.00865059902881649	1	YDR466W
YLR362W	4.73758067514966e-09	0.00729416555298019	1	YDR466W
YLR433C	2.13229406731256e-11	0.00796822814748479	1	YDR466W
YML016C	3.95162182492145e-14	0.00933804906067828	1	YDR466W
YML057W	1.53199627007826e-11	0.00837556273586984	1	YDR466W
YMR036C	2.46024286443702e-09	0.00718947199591672	1	YDR466W
YMR104C	1.99486654498213e-12	0.00851018537135129	1	YDR466W
YMR139W	6.67320755733362e-07	0.00641471533243402	-1	YDR466W
YMR216C	8.75231000363733e-10	0.00793482466937583	1	YDR466W
YMR291W	2.10096650643034e-05	0.00707796733295516	1	YDR466W
YNL020C	4.56214894983926e-07	0.00754193703104821	1	YDR466W
YNL025C	4.64711793396253e-14	0.00905753288814293	1	YDR466W
YNL032W	1.62916126318681e-10	0.00803258910404876	1	YDR466W
YNL053W	1.66360610486057e-09	0.00786831919387562	1	YDR466W
YNL056W	2.81107998165101e-10	0.0077956382284826	1	YDR466W
YNL099C	5.89014329251914e-13	0.00882689878933357	1	YDR466W
YNL154C	0.0658450076841913	0.00212172768559076	1	YDR466W
YNL183C	2.93345703099825e-08	0.00721046852395352	1	YDR466W
YNL201C	8.48954988439826e-10	0.00757115053851161	1	YDR466W
YNL289W	1.65312159657111e-11	0.00886291584507099	1	YDR466W
YNL298W	8.72083907172944e-09	0.00792424067367057	1	YDR466W
YNL307C	1.21875014022007e-08	0.00732484431431677	1	YDR466W
YNR031C	1.84270301718604e-11	0.0087220838147861	1	YDR466W
YNR032W	4.13468724637719e-11	0.00791456581178821	1	YDR466W
YNR047W	2.74922054269963e-08	0.00696385753545023	1	YDR466W
YOL001W	1.05570094729106e-10	0.00824998644241407	1	YDR466W
YOL016C	2.00530512169351e-10	0.0121519619720973	1	YDR466W
YOL045W	7.54813831864334e-08	0.00721378247596452	1	YDR466W
YOL100W	0.00771184503798304	0.0116711726583529	1	YDR466W
YOL113W	2.69146679832399e-10	0.00806046373509703	1	YDR466W
YOL128C	7.82931333442409e-06	0.0083386027958985	1	YDR466W
YOR014W	1.19324220994068e-12	0.00844570241686233	1	YDR466W
YOR039W	3.83847641187575e-12	0.008457569993294	1	YDR466W
YOR061W	1.36431791402099e-10	0.0078534922271083	1	YDR466W
YOR090C	1.00637568403625e-11	0.00812257045416224	1	YDR466W
YOR171C	8.77662018510694e-09	0.00732350245554745	1	YDR466W
YOR208W	6.85422602430272e-09	0.00717576561506786	1	YDR466W
YOR231W	1.7360887045738e-11	0.00865084436705803	1	YDR466W
YOR233W	1.25861787364394e-10	0.00788511775507133	1	YDR466W
YOR267C	2.57752193169683e-13	0.0087702105818947	1	YDR466W
YOR351C	3.30821115667971e-06	0.00629636181049535	1	YDR466W
YPL026C	6.40673661533883e-10	0.00841242042550503	1	YDR466W
YPL031C	1.58041243731662e-09	0.00805971335682207	1	YDR466W
YPL042C	1.00045295595464e-12	0.0087635803583347	1	YDR466W
YPL109C	1.51034786185771e-09	0.00784617192491427	1	YDR466W
YPL140C	6.45872436603903e-09	0.00700823430491711	1	YDR466W
YPL141C	3.02471078803313e-10	0.00783910527868601	1	YDR466W
YPL150W	2.74750798207076e-06	0.00609298739995666	1	YDR466W
YPL179W	3.41686534536415e-08	0.0080316398146862	1	YDR466W
YPL203W	1.86007479770527e-11	0.00850622807433704	1	YDR466W
YPL236C	9.36179344767572e-06	0.00568106339600685	1	YDR466W
YPL256C	3.39533967737345e-13	0.00845082595451443	1	YDR466W
YPR054W	1.34620122464854e-08	0.00801255145104591	1	YDR466W
YPR073C	1.10894744224187e-05	0.00633193952160435	1	YDR466W
YPR106W	8.46386615882477e-06	0.006872210862267	1	YDR466W
YPR111W	5.75651419328806e-10	0.00881159781498767	-1	YDR466W
YPR119W	1.29266479641675e-09	0.00718512376755608	1	YDR466W
YPR120C	5.93217525439536e-10	0.00755757791133225	1	YDR466W
YAL009W	2.2757527133709e-11	0.00812710438244911	1	YDR466W
YAL017W	7.03947776418489e-07	0.00819905627408189	1	YDR477W
YAR018C	0.000295732844100267	0.0051984806885346	1	YDR477W
YBL009W	0.000533786551400055	0.00473033571172217	1	YDR477W
YBL016W	5.56513224433284e-06	0.00648414391797252	1	YDR477W
YBL056W	0.000865373735570949	0.00601847071854768	1	YDR477W
YBL088C	0.00188484719953669	0.00448414576826633	1	YDR477W
YBR028C	5.92877738439221e-05	0.00604221646823451	1	YDR477W
YBR059C	0.000595874979985338	0.00523273185660646	1	YDR477W
YBR097W	1.03177292427543e-06	0.00730177251236703	1	YDR477W
YBR125C	8.02197932780243e-05	0.00599009794727509	1	YDR477W
YBR274W	2.1869572153756e-05	0.00781750559151097	1	YDR477W
YBR276C	6.04328317976437e-06	0.00817875972815107	1	YDR477W
YCL024W	7.74814614722856e-06	0.00651346873546312	1	YDR477W
YCR008W	1.30830961181792e-05	0.00597244614864399	1	YDR477W
YCR073C	0.000157610459524235	0.00677235102871936	1	YDR477W
YCR079W	0.165233543804029	0.00436467086796971	1	YDR477W
YCR091W	0.000520126567664982	0.00510891106531144	1	YDR477W
YDL006W	0.000173346862966514	0.0050706865776884	1	YDR477W
YDL025C	0.053099967904458	0.00297955907769851	1	YDR477W
YDL047W	0.000223420758941807	0.0050500163869568	1	YDR477W
YDL079C	0.000188233671099288	0.005369032444787	1	YDR477W
YDL101C	0.000650331874844522	0.00451626958156246	1	YDR477W
YDL127W	1.57778968415402e-05	0.00675325760341748	1	YDR477W
YDL134C	2.25170912149784e-05	0.00627171061212917	1	YDR477W
YDL159W	3.98031887418531e-06	0.00658500368812795	1	YDR477W
YDL188C	0.000680995430841643	0.00496361451147528	1	YDR477W
YDL214C	0.00153080177073689	0.00436591555972233	1	YDR477W
YDL230W	0.000153050939264993	0.0051822546526999	1	YDR477W
YDR028C	0.000170571150493295	0.00515949758710612	1	YDR477W
YDR075W	7.88370794746093e-05	0.00543756200512495	1	YDR477W
YDR122W	9.05998396728556e-06	0.00629292267111599	1	YDR477W
YDR147W	0.0213164475087235	0.00309093391184924	1	YDR477W
YDR247W	0.000624938226464307	0.00475551619860864	1	YDR477W
YDR283C	0.0164531442426361	0.00566028811307572	1	YDR477W
YDR436W	7.72670813955691e-06	0.00886697038370707	1	YDR477W
YDR466W	9.97549352194665e-05	0.00586644815764235	1	YDR477W
YDR477W	7.1964802232809e-10	0.0106917208371088	1	YDR477W
YDR490C	2.04006039473815e-05	0.00699665351517256	1	YDR477W
YDR507C	0.000230725537983929	0.00503509795183193	1	YDR477W
YDR523C	3.31784034027445e-06	0.00859309293218988	1	YDR477W
YER075C	0.000632152285080814	0.00482337224386866	1	YDR477W
YER089C	0.000337782417268991	0.00489490430922598	1	YDR477W
YER123W	1.33583386604071e-05	0.0061392722913121	1	YDR477W
YER129W	5.27439200200449e-05	0.00609745874570058	1	YDR477W
YFL029C	3.08213153259547e-05	0.00576402555405264	1	YDR477W
YFL033C	1.55531793530134e-08	0.0116326094024665	1	YDR477W
YFR014C	4.40095232143227e-05	0.0113334431748256	1	YDR477W
YFR019W	3.61772034679811e-05	0.00606815056742055	1	YDR477W
YGL019W	0.000225449047936766	0.00505982021062581	1	YDR477W
YGL021W	0.000531801034557236	0.00479493917103038	1	YDR477W
YGL059W	0.000204922743397104	0.00566113906241965	1	YDR477W
YGL083W	3.99072200471264e-06	0.00756513806595608	1	YDR477W
YGL119W	0.000103022050291052	0.0055512252482813	1	YDR477W
YGL124C	5.3235458029983e-06	0.00639451228597029	1	YDR477W
YGL134W	0.0274250307064299	0.00388308994692041	1	YDR477W
YGL158W	1.37713651975122e-06	0.00815882813277602	1	YDR477W
YGL179C	5.13577292648769e-06	0.00704840874438092	1	YDR477W
YGL180W	0.000668158319462931	0.00500987704663885	1	YDR477W
YGR040W	2.0999811237671e-05	0.0065080238781126	1	YDR477W
YGR052W	0.000134743700196886	0.00531554619895056	1	YDR477W
YGR080W	3.04922371354877e-05	0.00581801667648878	1	YDR477W
YGR092W	0.00201390367657039	0.00415754247506099	1	YDR477W
YGR109C	0.000600539363781401	0.00626857928683285	1	YDR477W
YGR123C	0.000159641959056511	0.00519900994810523	1	YDR477W
YGR188C	0.0058126425408953	0.0036816529403965	1	YDR477W
YGR203W	0.000132677379925632	0.0052654434389717	1	YDR477W
YGR262C	0.16766886196886	0.00501357990683114	1	YDR477W
YHL007C	0.000128756987920454	0.00524243369122882	1	YDR477W
YHR004C	0.0011903812428606	0.00460143404387822	1	YDR477W
YHR030C	0.000515988230889047	0.00477252235553302	1	YDR477W
YHR071W	0.000145455472449073	0.0054533196254345	1	YDR477W
YHR076W	2.03408690275213e-06	0.00694425660688322	1	YDR477W
YHR079C	2.66064416811785e-06	0.00988000725967124	1	YDR477W
YHR082C	5.19137463021194e-06	0.00663707642293097	1	YDR477W
YHR135C	2.35344857529295e-05	0.00605173802735308	1	YDR477W
YIL035C	9.85170838370234e-05	0.00528255049566231	1	YDR477W
YIL042C	0.000150491786970092	0.00628305708561033	1	YDR477W
YIL095W	0.000389024709207797	0.00504439730725496	1	YDR477W
YIL113W	2.46768895944148e-05	0.00611910043488106	1	YDR477W
YIR026C	0.00022176083955364	0.00508752761403291	1	YDR477W
YJL057C	2.34931396790864e-06	0.00817213645395308	1	YDR477W
YJL095W	0.00079507964762015	0.0050896618106129	1	YDR477W
YJL106W	0.00095911421271169	0.00469438424317259	1	YDR477W
YJL128C	9.48815851760093e-06	0.00656195729705048	1	YDR477W
YJL141C	1.91023215280248e-05	0.00754514847047877	1	YDR477W
YJL164C	0.00080818128813339	0.0050823967344361	1	YDR477W
YJL165C	4.68121331263351e-05	0.00588210084208197	1	YDR477W
YJL187C	7.37791109457707e-06	0.00678664817754279	1	YDR477W
YJR059W	4.31949251722827e-05	0.00660425289364311	1	YDR477W
YJR066W	2.80954503416076e-05	0.00628498466726882	1	YDR477W
YKL025C	1.65243893866301e-05	0.00849854966441584	1	YDR477W
YKL048C	0.000125637171152726	0.00532449387796192	1	YDR477W
YKL101W	3.17798729481462e-05	0.00618351617482168	1	YDR477W
YKL116C	0.00071565263033675	0.0052412955003139	1	YDR477W
YKL126W	0.000600287276705385	0.00505453793306794	1	YDR477W
YKL139W	0.000467435908782008	0.00553397033005032	1	YDR477W
YKL161C	6.98294675376377e-05	0.00625015835193653	1	YDR477W
YKL166C	2.23392319620536e-05	0.00663012164863633	1	YDR477W
YKL168C	0.00010983990361696	0.00527391205241284	1	YDR477W
YKL171W	2.3276257227113e-06	0.00723620788007744	1	YDR477W
YKL190W	0.000189281151028158	0.0060863336295528	1	YDR477W
YKL198C	4.4240812775899e-05	0.00571203920052067	1	YDR477W
YLL010C	0.000695477503658298	0.00457169152297325	1	YDR477W
YLL019C	0.00014527319847546	0.00560737679511797	1	YDR477W
YLR019W	0.00074779027088799	0.00468396837443136	1	YDR477W
YLR096W	0.000375416912214275	0.00521046431346341	1	YDR477W
YLR113W	1.23789466141639e-06	0.00744741443020948	1	YDR477W
YLR133W	0.000340540782662434	0.00493552784972799	1	YDR477W
YLR210W	6.56269117638238e-05	0.00616516922095701	1	YDR477W
YLR226W	1.00678358872319e-05	0.00762404300127335	1	YDR477W
YLR240W	0.00666836890599788	0.00361800627058606	1	YDR477W
YLR248W	2.05080416274568e-05	0.00608322151125208	1	YDR477W
YLR253W	0.0023700315091662	0.00483350311901904	1	YDR477W
YLR260W	0.00613710444786378	0.0041640580211165	1	YDR477W
YLR361C	0.0042433879419649	0.00432383086127087	1	YDR477W
YLR362W	9.8204357827003e-05	0.0056044022319784	1	YDR477W
YLR433C	6.74176081823164e-05	0.00547205977629707	1	YDR477W
YML016C	3.38201309912264e-05	0.00578102161843569	1	YDR477W
YML057W	2.14838000351422e-05	0.00608481583610484	1	YDR477W
YMR036C	5.432074196848e-05	0.00567625948697833	1	YDR477W
YMR104C	0.00123533670584575	0.00429542340668537	1	YDR477W
YMR139W	0.000171480412923014	0.00565317590370058	1	YDR477W
YMR216C	4.85782770212568e-08	0.00846776617986725	1	YDR477W
YMR291W	0.00171864373901278	0.00599398056261344	1	YDR477W
YNL020C	5.69729486515463e-05	0.00710737169660526	1	YDR477W
YNL025C	0.000278381498428502	0.00486517122966241	1	YDR477W
YNL032W	0.000119792796096812	0.00552820860371681	1	YDR477W
YNL053W	0.00311394476399598	0.00425750633530219	1	YDR477W
YNL056W	0.000114944666590226	0.00548088394757739	1	YDR477W
YNL099C	1.98018861651186e-05	0.005994395628423	1	YDR477W
YNL154C	0.0858309197629416	0.00237179392939681	1	YDR477W
YNL183C	8.35874416846447e-07	0.00771391078878297	1	YDR477W
YNL201C	0.00140090651089182	0.00438590756796302	1	YDR477W
YNL289W	4.03393914095731e-05	0.00618119222211629	1	YDR477W
YNL298W	4.23702428902029e-06	0.0074707517562638	1	YDR477W
YNL307C	6.27907545552111e-05	0.00597749408699313	1	YDR477W
YNR031C	7.13629651669554e-05	0.00581217954659277	1	YDR477W
YNR032W	0.000308930624898997	0.00491991807850398	1	YDR477W
YNR047W	5.55848447703097e-05	0.00590015780806015	1	YDR477W
YOL001W	1.10554720063131e-05	0.00650816178718464	1	YDR477W
YOL016C	3.63346968874554e-06	0.0101492818607114	1	YDR477W
YOL045W	0.000101926643366296	0.00604772119546859	1	YDR477W
YOL100W	0.166691170534394	0.00503483672018174	1	YDR477W
YOL113W	1.40381829501862e-05	0.00646943607808498	1	YDR477W
YOL128C	2.82934485216889e-08	0.0132443904169604	1	YDR477W
YOR014W	0.000191294182692137	0.00505454271446293	1	YDR477W
YOR039W	0.000854467802356128	0.00448833088895134	1	YDR477W
YOR061W	5.58732552593635e-05	0.00571735677582468	1	YDR477W
YOR090C	0.0015323067293509	0.00418705267659888	1	YDR477W
YOR171C	3.38324886380789e-05	0.00622281629917296	1	YDR477W
YOR208W	0.00358611111580228	0.00402827982061217	1	YDR477W
YOR231W	8.85071896382288e-06	0.00660916615941445	1	YDR477W
YOR233W	7.77123251194924e-05	0.00557844428956816	1	YDR477W
YOR267C	0.000206889605379855	0.00498155332461543	1	YDR477W
YOR351C	0.00389906941561266	0.00436539068037794	1	YDR477W
YPL026C	0.000184128802320026	0.00572744045235792	1	YDR477W
YPL031C	0.00199688378977779	0.00454268483165728	1	YDR477W
YPL042C	4.72081044348202e-06	0.00651578401469298	1	YDR477W
YPL109C	0.00065640564933737	0.00501058708688453	1	YDR477W
YPL140C	0.000696464710036914	0.00464336446492333	1	YDR477W
YPL141C	5.87267293810657e-05	0.00576156930371025	1	YDR477W
YPL150W	3.95524274861219e-07	0.008067544100378	1	YDR477W
YPL179W	0.000175916636868338	0.0064895136017679	1	YDR477W
YPL203W	4.1037269020798e-05	0.00594917537087118	1	YDR477W
YPL236C	0.00294076476751102	0.0044010065454973	1	YDR477W
YPL256C	8.81703804461125e-05	0.00524523054825362	1	YDR477W
YPR054W	2.73530722538545e-07	0.00869429254610944	1	YDR477W
YPR073C	0.213917654809914	0.00135214348182507	1	YDR477W
YPR106W	7.98194611638897e-08	0.0102827063500948	1	YDR477W
YPR111W	0.00013877690491704	0.00620124055153178	1	YDR477W
YPR119W	0.000758782450676338	0.00452231759773061	1	YDR477W
YPR120C	1.29196669502287e-05	0.00624324010901798	1	YDR477W
YAL009W	3.71643207099567e-05	0.00576296046902321	1	YDR477W
YAL017W	3.73124313846928e-05	0.00490567914857936	1	YDR490C
YAR018C	1.36186212173864e-05	0.00482077792118614	-1	YDR490C
YBL009W	0.000240867557434581	0.00381006148724069	1	YDR490C
YBL016W	4.00623808495032e-05	0.00433831727978202	1	YDR490C
YBL056W	0.022156635951022	0.00280317238639099	1	YDR490C
YBL088C	0.0013454587459632	0.0034758618998362	1	YDR490C
YBR028C	0.000347545696976043	0.00389634299289273	1	YDR490C
YBR059C	1.08209197523812e-06	0.00583497136289572	1	YDR490C
YBR097W	1.79088850863096e-06	0.00532158399431867	1	YDR490C
YBR125C	5.44213528369844e-06	0.00531885708384603	-1	YDR490C
YBR274W	2.84112517652132e-05	0.0057101031693383	1	YDR490C
YBR276C	3.5307909046607e-05	0.00552864049172617	1	YDR490C
YCL024W	1.56022066319479e-05	0.00469575286270925	1	YDR490C
YCR008W	2.25531825842425e-06	0.00488827118038603	-1	YDR490C
YCR073C	3.45619202296294e-06	0.00645247241225732	1	YDR490C
YCR079W	0.0666659252643708	0.00525203476527118	1	YDR490C
YCR091W	0.000244471054977464	0.00409493012366067	1	YDR490C
YDL006W	2.47651062072706e-05	0.00433313632272588	1	YDR490C
YDL025C	0.0179758787944244	0.00291337329474731	1	YDR490C
YDL047W	4.88814990436879e-05	0.00424872287888176	-1	YDR490C
YDL079C	2.43218960346028e-05	0.00464471749145017	1	YDR490C
YDL101C	1.30023544266959e-05	0.00446223086388913	-1	YDR490C
YDL127W	3.4538036783071e-06	0.00548781852147043	1	YDR490C
YDL134C	3.77930193041907e-05	0.0045734718347038	1	YDR490C
YDL159W	2.86877756423792e-05	0.00443201908700006	-1	YDR490C
YDL188C	3.13348747740219e-05	0.00470136847988786	1	YDR490C
YDL214C	2.29885822896613e-05	0.00456611323766019	1	YDR490C
YDL230W	3.39729465852322e-05	0.00428141905435326	-1	YDR490C
YDR028C	5.63575995999332e-06	0.00480959484826023	-1	YDR490C
YDR075W	1.66468311333544e-06	0.00507299815707811	-1	YDR490C
YDR122W	2.8348388396823e-05	0.0043998079200679	1	YDR490C
YDR147W	0.00993885999292128	0.00266007473703812	1	YDR490C
YDR247W	3.4744077841373e-05	0.00444696227961885	1	YDR490C
YDR283C	0.0188242846695849	0.00397372438740016	1	YDR490C
YDR436W	0.0274220050439802	0.0027626823155162	-1	YDR490C
YDR466W	1.15057425905584e-05	0.00507050021582533	-1	YDR490C
YDR477W	1.31313175585282e-06	0.00608560494476314	1	YDR490C
YDR490C	2.39515598706429e-08	0.00706660870443553	-1	YDR490C
YDR507C	9.42765246795807e-05	0.00405601082806015	1	YDR490C
YDR523C	0.000997520381624036	0.00426742753578792	1	YDR490C
YER075C	5.68451471180768e-05	0.0043712573340175	1	YDR490C
YER089C	5.70669470867163e-06	0.004767237725877	-1	YDR490C
YER123W	2.34014786077517e-05	0.00443992087588226	-1	YDR490C
YER129W	3.29428559097476e-07	0.00601941289474815	-1	YDR490C
YFL029C	3.26868283865958e-06	0.00487654937193737	-1	YDR490C
YFL033C	8.23924707792833e-08	0.00794900975107195	1	YDR490C
YFR014C	0.00125205677072502	0.00634549437576565	1	YDR490C
YFR019W	2.79091627101654e-05	0.00465898059445617	1	YDR490C
YGL019W	2.09064653151322e-06	0.00507356648049087	-1	YDR490C
YGL021W	3.0940154673899e-05	0.00444829455275105	1	YDR490C
YGL059W	5.29930487787794e-05	0.00474929927282061	-1	YDR490C
YGL083W	0.000184843769716046	0.00444484154734219	1	YDR490C
YGL119W	6.5674848113611e-06	0.00491072686425504	1	YDR490C
YGL124C	3.54678394278049e-06	0.00488356577955315	-1	YDR490C
YGL134W	0.00293058788486773	0.00426151160739451	1	YDR490C
YGL158W	3.55259025848634e-05	0.00510073191403788	1	YDR490C
YGL179C	1.0979025898457e-06	0.00571266407703856	1	YDR490C
YGL180W	0.000214524435393953	0.00415086466400712	1	YDR490C
YGR040W	2.61117654303753e-06	0.00545726741298515	1	YDR490C
YGR052W	2.8459154275195e-05	0.00444144915195332	-1	YDR490C
YGR080W	1.69169427122156e-05	0.00449552304591188	-1	YDR490C
YGR092W	0.000803773398480388	0.00341282724709389	1	YDR490C
YGR109C	7.03441518180929e-05	0.00550694447452667	1	YDR490C
YGR123C	5.27922232738589e-05	0.00420759415974019	-1	YDR490C
YGR188C	0.000688508471327832	0.00350892224769882	1	YDR490C
YGR203W	3.47582405955965e-05	0.00428747021059883	-1	YDR490C
YGR262C	0.293213522453852	0.00199844686999811	1	YDR490C
YHL007C	9.45193410077423e-05	0.00401144168553126	-1	YDR490C
YHR004C	0.000140211565766035	0.00414751532992541	-1	YDR490C
YHR030C	8.44352048864657e-05	0.00414469768968896	1	YDR490C
YHR071W	4.31596521329142e-06	0.0050594202260763	-1	YDR490C
