KP_reg	p.value	estimate	sign	KP
YPR120C	4.28284704698931e-11	0.00851782977692649	1	YAL009W
YAL017W	2.02702163426364e-08	0.00815013069571726	1	YAL009W
YAL017W	6.95103795475881e-10	0.00710758386639326	1	YAL017W
YAR018C	2.96283973965765e-10	0.00653463632134391	1	YAL017W
YBL009W	5.95004395328877e-10	0.00612887123980039	1	YAL017W
YBL016W	1.31251491322629e-10	0.00645630104184463	1	YAL017W
YBL056W	1.83040055590005e-08	0.0073435551268508	-1	YAL017W
YBL088C	7.18754557236813e-10	0.00651125991376742	1	YAL017W
YBR028C	8.70742402633943e-07	0.00507410670731828	1	YAL017W
YBR059C	3.51402642240053e-14	0.00870775593836939	1	YAL017W
YBR097W	6.65540514777638e-13	0.00771923225469948	1	YAL017W
YBR125C	8.28524572176837e-11	0.0072027192768291	1	YAL017W
YBR274W	9.57676068505303e-09	0.00748412296747043	1	YAL017W
YBR276C	1.00672548015269e-06	0.00592735261000152	1	YAL017W
YCL024W	1.65945895414425e-10	0.00656386554889877	1	YAL017W
YCR008W	8.07741945790575e-09	0.00545124474432478	1	YAL017W
YCR073C	3.29969003892147e-07	0.00648100176768165	1	YAL017W
YCR079W	0.0781125124974793	0.00434832042113431	1	YAL017W
YCR091W	6.08871445728682e-10	0.00668333995964816	1	YAL017W
YDL006W	4.92941704409287e-10	0.00597607205632554	1	YAL017W
YDL025C	0.000111404505684305	0.00469328335213831	1	YAL017W
YDL047W	1.43475287640648e-09	0.00592708003388086	1	YAL017W
YDL079C	9.78941463588036e-09	0.00584724351800865	1	YAL017W
YDL101C	1.5609305127217e-07	0.00486654540746854	1	YAL017W
YDL127W	7.54993803685611e-10	0.00677832692642092	1	YAL017W
YDL134C	3.43913366341801e-08	0.00570730323353066	1	YAL017W
YDL159W	8.45225491714639e-10	0.00604635143545696	1	YAL017W
YDL188C	5.2869542103006e-09	0.00616336402457912	1	YAL017W
YDL214C	1.26745420047853e-11	0.00693774537900907	1	YAL017W
YDL230W	8.82905149436234e-08	0.00510964789769761	1	YAL017W
YDR028C	1.47375224232252e-09	0.00589742061895223	1	YAL017W
YDR075W	4.09416782688037e-08	0.00529365816076896	1	YAL017W
YDR122W	1.08581827595569e-10	0.00643061639419297	1	YAL017W
YDR147W	2.44347689677944e-07	0.00532679789874199	1	YAL017W
YDR247W	6.25167265147082e-10	0.00625494261186495	1	YAL017W
YDR283C	8.68215964013438e-06	0.00788858351424356	1	YAL017W
YDR436W	1.98907944590723e-05	0.00552434773052518	1	YAL017W
YDR466W	4.01836751405433e-11	0.00721277329700032	1	YAL017W
YDR477W	5.11893141466131e-09	0.00684319330975001	1	YAL017W
YDR490C	7.18289920345222e-09	0.00671515979005342	1	YAL017W
YDR507C	3.34151105777181e-09	0.00574743251257268	1	YAL017W
YDR523C	2.01165285527285e-07	0.00646339974924663	-1	YAL017W
YER075C	1.41521537306855e-09	0.00620357282253654	1	YAL017W
YER089C	6.39919364852945e-09	0.00560044273614634	1	YAL017W
YER123W	1.37314598620121e-08	0.00553359182106855	1	YAL017W
YER129W	5.31185218443469e-11	0.00722695814660085	1	YAL017W
YFL029C	1.13922751185807e-09	0.00592813354159095	1	YAL017W
YFL033C	1.2403574201115e-08	0.0078300563722439	1	YAL017W
YFR014C	0.0001899931955706	0.00678554532236065	1	YAL017W
YFR019W	2.73752875869921e-09	0.00618010423804537	1	YAL017W
YGL019W	8.09625525805514e-08	0.00519213931749351	1	YAL017W
YGL021W	2.11406551473965e-09	0.00600144340832921	1	YAL017W
YGL059W	1.33742166767079e-10	0.00713575174912928	-1	YAL017W
YGL083W	2.43846114561974e-09	0.00682578171762986	1	YAL017W
YGL119W	3.40218761472001e-09	0.00600963931973799	1	YAL017W
YGL124C	2.85000376368247e-08	0.00537682682153287	1	YAL017W
YGL134W	9.66314464926427e-11	0.00942971396742929	-1	YAL017W
YGL158W	5.73909415716286e-10	0.0073287289168165	1	YAL017W
YGL179C	1.89288865900646e-07	0.00552033937241939	1	YAL017W
YGL180W	1.44295024926835e-07	0.00549181361569425	1	YAL017W
YGR040W	5.23806930214774e-10	0.00676368144313756	1	YAL017W
YGR052W	1.87618904589409e-08	0.00550460070395843	1	YAL017W
YGR080W	3.243072015163e-08	0.00535191723299042	1	YAL017W
YGR092W	1.84023951383839e-05	0.00403934938908225	1	YAL017W
YGR109C	1.5174896969723e-06	0.00619007188287928	1	YAL017W
YGR123C	4.34402529910161e-08	0.00525443187744314	1	YAL017W
YGR188C	2.7992562551482e-07	0.00498419472741139	1	YAL017W
YGR203W	4.27186773694923e-09	0.00565737114087375	1	YAL017W
YGR262C	0.314226780251612	0.00157431769455656	1	YAL017W
YHL007C	4.2686269504292e-08	0.00525616439055734	1	YAL017W
YHR004C	1.78316831227624e-08	0.00576471260412461	1	YAL017W
YHR030C	1.05227039472925e-08	0.00562411890369713	1	YAL017W
YHR071W	7.90524218478591e-06	0.00436855597426782	1	YAL017W
YHR076W	9.08593641943068e-07	0.00477248964003732	1	YAL017W
YHR079C	3.96327572333769e-12	0.0106715989080663	-1	YAL017W
YHR082C	2.06340460797959e-06	0.00464250751051951	1	YAL017W
YHR135C	2.50476570676274e-08	0.00561067462852015	1	YAL017W
YIL035C	1.21343189412514e-08	0.00542341101745172	1	YAL017W
YIL042C	3.17363986871811e-06	0.00539604439530557	1	YAL017W
YIL095W	1.02061762464055e-08	0.0058442866610408	1	YAL017W
YIL113W	1.25230182449514e-07	0.00526704595902795	1	YAL017W
YIR026C	1.4170032830229e-08	0.00551490853222537	1	YAL017W
YJL057C	2.16861453402924e-06	0.00549601588143551	1	YAL017W
YJL095W	2.33826516139159e-08	0.00611063335668959	1	YAL017W
YJL106W	0.000346083538482824	0.00341687840744814	1	YAL017W
YJL128C	2.34230700051992e-10	0.00665334614194613	1	YAL017W
YJL141C	5.90351180681611e-06	0.00537839202793245	1	YAL017W
YJL164C	4.32536254675889e-10	0.0069944076281513	-1	YAL017W
YJL165C	6.56614742621651e-08	0.00544353149076533	1	YAL017W
YJL187C	6.33661614371905e-10	0.00670411732863026	1	YAL017W
YJR059W	5.103970278336e-09	0.00675972633524805	1	YAL017W
YJR066W	8.93528931470672e-08	0.005612990269824	1	YAL017W
YKL025C	6.60809903286228e-06	0.00594018804017408	1	YAL017W
YKL048C	2.02149057814652e-09	0.0058759751888044	1	YAL017W
YKL101W	8.60683528842832e-10	0.00654303468930232	1	YAL017W
YKL116C	3.50479438148215e-06	0.00505881622803757	1	YAL017W
YKL126W	1.75465204795196e-08	0.00602976578746723	1	YAL017W
YKL139W	4.96759709009722e-06	0.00503912415982895	1	YAL017W
YKL161C	1.91892946333928e-08	0.00624425371212382	1	YAL017W
YKL166C	1.72421755566911e-09	0.00667831928838062	1	YAL017W
YKL168C	2.61948323964813e-09	0.00572196214016872	1	YAL017W
YKL171W	1.22708845030255e-07	0.00547603646500745	1	YAL017W
YKL190W	7.50999827251063e-05	0.00434958987071422	-1	YAL017W
YKL198C	5.09917558848364e-08	0.00532593985389152	1	YAL017W
YLL010C	3.75226739603247e-08	0.00528354230641876	1	YAL017W
YLL019C	1.90099153588849e-10	0.00678214147377948	1	YAL017W
YLR019W	3.6535221161747e-10	0.00629026319686697	1	YAL017W
YLR096W	4.37406740510103e-06	0.00462379016888384	1	YAL017W
YLR113W	2.27239855537851e-10	0.00685135327438809	1	YAL017W
YLR133W	5.15955745519156e-06	0.00433810320704033	1	YAL017W
YLR210W	4.45257385830087e-08	0.00596415935634732	1	YAL017W
YLR226W	4.55380307669734e-05	0.00458468899877206	1	YAL017W
YLR240W	1.48675376015269e-06	0.00468001276627218	1	YAL017W
YLR248W	1.34039396582784e-10	0.00656530962202921	1	YAL017W
YLR253W	6.40468123796225e-09	0.00688623182710661	1	YAL017W
YLR260W	4.38723768808456e-07	0.00579273650992648	1	YAL017W
YLR361C	5.01675950010714e-08	0.00613511729809864	-1	YAL017W
YLR362W	5.14604646429904e-09	0.005981896662937	1	YAL017W
YLR433C	1.56720419730905e-08	0.00537574644903724	1	YAL017W
YML016C	1.02569597933918e-09	0.00599253111283753	1	YAL017W
YML057W	4.32097084935779e-07	0.00494218553428977	1	YAL017W
YMR036C	5.01091714740677e-09	0.00578006686473365	1	YAL017W
YMR104C	3.58400623099205e-08	0.00525961260288706	1	YAL017W
YMR139W	6.066608168203e-08	0.00586119316835692	1	YAL017W
YMR216C	6.02931042151892e-08	0.0056055668197108	1	YAL017W
YMR291W	3.4027484290535e-05	0.0056211756778369	-1	YAL017W
YNL020C	4.71068541251108e-10	0.0078569401531528	1	YAL017W
YNL025C	1.17580724763961e-09	0.00579286963776761	1	YAL017W
YNL032W	1.50736087284204e-08	0.00570254089712441	1	YAL017W
YNL053W	5.22006492031993e-07	0.00521219386709764	1	YAL017W
YNL056W	9.10330700976801e-10	0.00622812114469342	1	YAL017W
YNL099C	3.12275835667159e-09	0.00582966381174254	1	YAL017W
YNL154C	4.51159771171799e-05	0.00476232173323749	1	YAL017W
YNL183C	1.27815319761762e-09	0.00654087061997391	1	YAL017W
YNL201C	1.02102393410854e-08	0.00569391186549498	1	YAL017W
YNL289W	2.23174775820096e-10	0.00679201145590698	1	YAL017W
YNL298W	6.30526016644881e-09	0.00650922657706359	1	YAL017W
YNL307C	2.55066439830047e-09	0.00635303332641343	1	YAL017W
YNR031C	5.5951801486397e-09	0.00608618363508297	1	YAL017W
YNR032W	2.49230942394071e-10	0.00619878024384286	1	YAL017W
YNR047W	1.19209286341831e-09	0.00632051753197828	1	YAL017W
YOL001W	1.40004990041447e-05	0.00428309303916986	1	YAL017W
YOL016C	1.04110562597006e-09	0.00965802788992667	1	YAL017W
YOL045W	1.36735227867734e-07	0.00580072477821901	1	YAL017W
YOL100W	0.312650441740375	0.00163155240630106	1	YAL017W
YOL113W	7.6842858565659e-12	0.00730535598875686	1	YAL017W
YOL128C	7.84255812043574e-13	0.0119051110917816	-1	YAL017W
YOR014W	4.6091643084496e-09	0.00558123590331412	1	YAL017W
YOR039W	1.1941097652233e-08	0.00555847122926238	1	YAL017W
YOR061W	2.08986931527633e-09	0.00597841243448027	1	YAL017W
YOR090C	6.11440512037561e-08	0.0051420292889278	1	YAL017W
YOR171C	2.47272269266563e-10	0.00672960189205999	1	YAL017W
YOR208W	2.82787365451193e-07	0.00511837183755202	1	YAL017W
YOR231W	8.62403882889979e-09	0.00598978327601842	1	YAL017W
YOR233W	1.51744278828569e-09	0.00603519497264635	1	YAL017W
YOR267C	2.39265124800174e-09	0.00571143035156793	1	YAL017W
YOR351C	2.18971583750367e-06	0.00525152360908434	1	YAL017W
YPL026C	1.72806194374633e-07	0.00570450253956348	1	YAL017W
YPL031C	2.04085224258306e-10	0.00716686092355177	1	YAL017W
YPL042C	6.74006357122783e-13	0.00725686200853123	1	YAL017W
YPL109C	9.54154890029616e-07	0.00502711722962442	1	YAL017W
YPL140C	2.00688002883488e-09	0.00591858578047599	1	YAL017W
YPL141C	1.19178405966708e-06	0.00476952863066667	1	YAL017W
YPL150W	6.70161761943599e-10	0.00676542206261572	1	YAL017W
YPL179W	2.08592473887461e-07	0.00616779725501175	1	YAL017W
YPL203W	4.08274921107835e-09	0.0060174148970982	1	YAL017W
YPL236C	9.04633810970516e-09	0.00629227280263333	1	YAL017W
YPL256C	1.76301006311491e-10	0.00602448983975554	1	YAL017W
YPR054W	2.05036771229055e-09	0.00696618733516485	1	YAL017W
YPR073C	1.01510987659909e-05	0.00517170120675903	1	YAL017W
YPR106W	0.000114472093166631	0.00463715292447559	-1	YAL017W
YPR111W	1.7874678029945e-09	0.00701752322756586	1	YAL017W
YPR119W	1.04896852011292e-08	0.00550714531255005	1	YAL017W
YPR120C	5.44023928866922e-07	0.00481828028758589	1	YAL017W
YAL009W	2.72108069191121e-08	0.00541129146757922	1	YAL017W
YAL017W	2.95665414131145e-09	0.0118123637388253	-1	YAR018C
YAR018C	4.01572797568962e-13	0.0135061492434827	-1	YAR018C
YBL009W	7.42056643987072e-10	0.0105986716383738	1	YAR018C
YBL016W	1.99382481210903e-12	0.0123985055063083	-1	YAR018C
YBL056W	1.84103449800944e-10	0.0150570641656726	-1	YAR018C
YBL088C	4.73826333617822e-08	0.00994453031444717	1	YAR018C
YBR028C	6.26335339466179e-07	0.00890681025748212	-1	YAR018C
YBR059C	1.00199251800318e-11	0.0133279457009823	-1	YAR018C
YBR097W	9.01675811486251e-13	0.0132694636978491	-1	YAR018C
YBR125C	2.69892243495408e-10	0.0120332121260479	-1	YAR018C
YBR274W	1.32865566167531e-11	0.0158486240069355	-1	YAR018C
YBR276C	5.36100828574653e-11	0.0145798809296372	-1	YAR018C
YCL024W	7.85361902234689e-09	0.010146054054207	-1	YAR018C
YCR008W	7.19667396453541e-09	0.00955543330975772	-1	YAR018C
YCR073C	2.54293454858716e-12	0.0162211996277471	-1	YAR018C
YCR079W	5.61848609222334e-05	0.0247517865518438	1	YAR018C
YCR091W	2.5170237881417e-09	0.0111319585891208	-1	YAR018C
YDL006W	1.01552679004614e-09	0.0102333703814054	-1	YAR018C
YDL025C	6.70182834132362e-06	0.00994843666093089	1	YAR018C
YDL047W	2.85637005252469e-08	0.00936509366918509	-1	YAR018C
YDL079C	2.42477187914255e-09	0.0106527624715464	1	YAR018C
YDL101C	1.3442214386096e-09	0.0100795284410772	-1	YAR018C
YDL127W	3.56862089308059e-12	0.0135632959829469	-1	YAR018C
YDL134C	2.07824336952034e-09	0.0108744697690518	-1	YAR018C
YDL159W	1.08730197553118e-09	0.0105015010514552	-1	YAR018C
YDL188C	1.07362236915911e-09	0.0112534716170093	-1	YAR018C
YDL214C	1.97416900323319e-12	0.0127469499513752	-1	YAR018C
YDL230W	8.01746029679622e-07	0.00809716651203023	-1	YAR018C
YDR028C	7.24600480546822e-09	0.00978373132248774	-1	YAR018C
YDR075W	8.55001934238573e-11	0.0110509274684541	-1	YAR018C
YDR122W	1.66554100545188e-11	0.0117278766527818	-1	YAR018C
YDR147W	8.0408794519067e-09	0.0104848944280296	1	YAR018C
YDR247W	3.4545652121111e-11	0.0117818434551578	-1	YAR018C
YDR283C	1.17360355622017e-09	0.0199973937830063	-1	YAR018C
YDR436W	3.30429227710002e-05	0.00928584949526655	-1	YAR018C
YDR466W	1.15000846223406e-09	0.0114793792229952	-1	YAR018C
YDR477W	9.31796930409136e-12	0.0143864235512784	-1	YAR018C
YDR490C	2.73296353056852e-10	0.0127274738911362	-1	YAR018C
YDR507C	5.93606384778825e-11	0.0112232229336905	-1	YAR018C
YDR523C	1.96439498639894e-13	0.0170498507029324	-1	YAR018C
YER075C	2.17247661969073e-10	0.0113675564050069	-1	YAR018C
YER089C	7.08950308444392e-11	0.0111853836342015	-1	YAR018C
YER123W	3.24143277340619e-08	0.0093424733090201	-1	YAR018C
YER129W	1.03165714411094e-10	0.0124231366769581	-1	YAR018C
YFL029C	7.18075406139937e-09	0.00966388084684502	-1	YAR018C
YFL033C	5.6736274862938e-09	0.0140359598836073	-1	YAR018C
YFR014C	4.19347944895594e-07	0.0182506521627874	-1	YAR018C
YFR019W	1.4797051730693e-10	0.0116393475125283	-1	YAR018C
YGL019W	1.23632700397274e-07	0.0088638506268117	-1	YAR018C
YGL021W	2.26188523001413e-10	0.0111521739759802	-1	YAR018C
YGL059W	4.63804177001374e-11	0.0128702209912406	-1	YAR018C
YGL083W	1.11880688662653e-11	0.0138324634004926	-1	YAR018C
YGL119W	3.36779125038087e-11	0.0118484699026438	-1	YAR018C
YGL124C	3.45385690520381e-09	0.00995957352167966	-1	YAR018C
YGL134W	1.0771948878779e-07	0.0129389868312284	1	YAR018C
YGL158W	2.10856490990825e-11	0.0140163959783725	-1	YAR018C
YGL179C	1.10782335577066e-11	0.0130393174700456	-1	YAR018C
YGL180W	2.61091603167565e-12	0.0132504374192116	-1	YAR018C
YGR040W	2.17140503617781e-13	0.0142686598720548	-1	YAR018C
YGR052W	5.26132052178598e-08	0.00923239369675991	-1	YAR018C
YGR080W	3.20485069960038e-10	0.0107370003762472	-1	YAR018C
