KP	Target	p
YFL033C	YKL020C	0.841648625706878
YFL033C	YKL032C	0.94310292263271
YFL033C	YKL038W	0.604909522177358
YFL033C	YKL043W	0.299101735086377
YFL033C	YKL062W	0.428218546932221
YFL033C	YKL072W	0.993727212130097
YFL033C	YKL109W	0.991134322829386
YFL033C	YKL112W	0.050268710726318
YFL033C	YKL185W	0.00699885607556097
YFL033C	YKL222C	0.942053697544597
YFL033C	YKR034W	0.976354379124929
YFL033C	YKR064W	0.63632435026436
YFL033C	YKR099W	0.957438412147835
YFL033C	YLR013W	0.99646512072825
YFL033C	YLR014C	0.627322314268746
YFL033C	YLR098C	0.928072752942056
YFL033C	YLR131C	0.121016066297673
YFL033C	YLR176C	0.84490560831474
YFL033C	YLR182W	0.0564679403237309
YFL033C	YLR183C	0.38990865140867
YFL033C	YLR228C	0.38682263770517
YFL033C	YLR256W	0.390990606271488
YFL033C	YLR266C	0.0953512889982535
YFL033C	YLR278C	0.837290483915478
YFL033C	YLR403W	0.868155720939187
YFL033C	YLR451W	0.78917206877829
YFL033C	YML007W	0.938474492410176
YFL033C	YML027W	0.296331533714003
YFL033C	YML051W	0.620274264934196
YFL033C	YML076C	0.651538129600047
YFL033C	YML081W	0.905108832434569
YFL033C	YML099C	0.990181173779281
YFL033C	YML113W	0.996721655569648
YFL033C	YMR016C	0.80612689185219
YFL033C	YMR019W	0.432093613679055
YFL033C	YMR021C	0.602986121792511
YFL033C	YMR037C	0.000956051982769125
YFL033C	YMR042W	0.707561428436521
YFL033C	YMR043W	0.824100527666589
YFL033C	YMR053C	0.908784573659617
YFL033C	YMR070W	0.509377687114971
YFL033C	YMR075W	0.973361632806617
YFL033C	YMR164C	0.894272050785842
YFL033C	YMR172W	4.26162888829328e-09
YFL033C	YMR182C	0.934989356362852
YFL033C	YMR280C	0.245010802529962
YFL033C	YNL027W	0.709242462535374
YFL033C	YNL068C	0.000101130349777892
YFL033C	YNL139C	0.933941120332352
YFL033C	YNL167C	0.0101533426216692
YFL033C	YNL199C	0.75623004515394
YFL033C	YNL216W	0.663454703500259
YFL033C	YNL257C	0.736356686554783
YFL033C	YNL309W	0.699270581620094
YFL033C	YNL314W	0.391581402752072
YFL033C	YNR063W	0.739915915338464
YFL033C	YOL028C	0.115960003572305
YFL033C	YOL067C	0.995025226779134
YFL033C	YOL089C	0.964123442913551
YFL033C	YOL108C	8.21332334629009e-07
YFL033C	YOL116W	0.991052571380576
YFL033C	YOR028C	0.060139469089158
YFL033C	YOR032C	0.857482502560532
YFL033C	YOR038C	0.871990462019238
YFL033C	YOR113W	0.17166672431708
YFL033C	YOR140W	0.992696774466946
YFL033C	YOR162C	0.899536942014466
YFL033C	YOR229W	0.962184173477851
YFL033C	YOR230W	0.670621850009782
YFL033C	YOR337W	0.0539661545009074
YFL033C	YOR344C	0.53545960375894
YFL033C	YOR358W	0.655516603422539
YFL033C	YOR363C	0.333606513217608
YFL033C	YOR380W	0.750485226949758
YFL033C	YPL038W	0.986430537389906
YFL033C	YPL049C	0.870235838349379
YFL033C	YPL075W	0.986854877301325
YFL033C	YPL089C	0.777647504478274
YFL033C	YPL133C	1.01836733730831e-06
YFL033C	YPL139C	0.989718890087256
YFL033C	YPL177C	0.791830929079518
YFL033C	YPL202C	0.870934766860813
YFL033C	YPL230W	0.320751704090757
YFL033C	YPL248C	0.999830635481722
YFL033C	YPR008W	0.566818973476864
YFL033C	YPR009W	0.0429277470216444
YFL033C	YPR022C	0.795251486383057
YFL033C	YPR065W	0.0336957912340103
YFL033C	YPR196W	0.870861800118377
YFL033C	YPR199C	0.931557231410176
YFR014C	YAL051W	0.779610016131151
YFR014C	YBL005W	0.164107819783798
YFR014C	YBL008W	0.610956598205628
YFR014C	YBL021C	0.230173088269071
YFR014C	YBL054W	0.576064550394343
YFR014C	YBL103C	0.827449981015084
YFR014C	YBR033W	0.751914883003626
YFR014C	YBR049C	0.624754168452178
YFR014C	YBR083W	0.99975067603116
YFR014C	YBR112C	0.0992668733022811
YFR014C	YBR150C	0.362573836236723
YFR014C	YBR182C	0.812464193526778
YFR014C	YBR239C	0.417888559443583
YFR014C	YBR240C	0.802787719544664
YFR014C	YBR297W	0.598292692215741
YFR014C	YCL055W	0.371268947771169
YFR014C	YCR065W	0.305552187388584
YFR014C	YCR084C	0.944565810701916
YFR014C	YCR106W	0.594254608327261
YFR014C	YDL020C	0.927533418508265
YFR014C	YDL048C	0.989793452767588
YFR014C	YDL056W	0.274260814601669
YFR014C	YDL106C	0.276362959321236
YFR014C	YDL170W	0.903248357421793
YFR014C	YDR009W	0.556102666271505
YFR014C	YDR026C	0.269337100150799
YFR014C	YDR034C	0.541904126339759
YFR014C	YDR043C	0.255944427046975
YFR014C	YDR049W	0.890367395157922
YFR014C	YDR123C	0.0756933910690006
YFR014C	YDR146C	0.953215814344882
YFR014C	YDR174W	0.492751344535544
YFR014C	YDR207C	0.00734105659551588
YFR014C	YDR213W	0.629579206603678
YFR014C	YDR216W	0.983686606702314
YFR014C	YDR253C	0.575714308359512
YFR014C	YDR259C	0.970290872654073
YFR014C	YDR266C	0.817312521260945
YFR014C	YDR277C	0.241853754915118
YFR014C	YDR310C	0.963910725919853
YFR014C	YDR421W	0.739210207830252
YFR014C	YDR423C	0.867013332396886
YFR014C	YDR451C	0.560424480875843
YFR014C	YDR463W	0.643425730537002
YFR014C	YDR501W	0.130204033583684
YFR014C	YDR520C	0.921631611175734
YFR014C	YEL009C	0.334605125572994
YFR014C	YER028C	0.981980209103269
YFR014C	YER040W	0.393679499942228
YFR014C	YER045C	0.920707923548644
YFR014C	YER051W	0.763449764679191
YFR014C	YER068W	0.572568050407362
YFR014C	YER088C	0.0113922497927262
YFR014C	YER109C	0.132745022108411
YFR014C	YER111C	0.087852263469136
YFR014C	YER130C	0.927209724313641
YFR014C	YER161C	0.851038783474881
YFR014C	YER169W	0.98507369440371
YFR014C	YER184C	0.967560124036856
YFR014C	YFL021W	0.739329426123774
YFR014C	YFL031W	0.936516102998904
YFR014C	YFL044C	0.966076708118628
YFR014C	YFL052W	0.555003349778891
YFR014C	YFR034C	0.916059312797205
YFR014C	YGL013C	0.788147471882072
YFR014C	YGL035C	0.662341282104101
YFR014C	YGL071W	0.465027258294698
YFR014C	YGL073W	0.0569953984328817
YFR014C	YGL096W	0.244337208869691
YFR014C	YGL131C	0.860518407555327
YFR014C	YGL162W	0.336591724190265
YFR014C	YGL166W	0.389462519379544
YFR014C	YGL181W	0.968880174602095
YFR014C	YGL192W	0.749319973134118
YFR014C	YGL197W	0.54667280319248
YFR014C	YGL209W	0.665695213624979
YFR014C	YGL237C	0.346485319458294
YFR014C	YGL252C	0.3896627083851
YFR014C	YGL254W	0.88367710379376
YFR014C	YGR044C	0.970749046788464
YFR014C	YGR067C	0.672525352018106
YFR014C	YGR089W	0.404672482279975
YFR014C	YGR097W	0.944451117746269
YFR014C	YGR249W	0.664458216349765
YFR014C	YGR288W	0.626445952056871
YFR014C	YHL009C	0.545710281349776
YFR014C	YHL020C	0.908141965924442
YFR014C	YHL027W	0.694614987484852
YFR014C	YHR006W	0.840339574794481
YFR014C	YHR084W	0.187065980407265
YFR014C	YHR124W	0.915671628136939
YFR014C	YHR178W	0.982461868068787
YFR014C	YHR206W	0.0014194146849773
YFR014C	YIL036W	0.995585457328402
YFR014C	YIL101C	0.404465343882508
YFR014C	YIL119C	0.545785063228599
YFR014C	YIL122W	0.653596351539501
YFR014C	YIL128W	0.986599561338467
YFR014C	YIL131C	0.00425978228324341
YFR014C	YIR017C	0.230746892745105
YFR014C	YIR018W	0.6691254670658
YFR014C	YIR023W	0.145015478963053
YFR014C	YIR033W	0.580025718823788
YFR014C	YJL056C	0.94699824339646
YFR014C	YJL089W	0.574306524555376
YFR014C	YJL103C	0.417140652344242
YFR014C	YJL110C	0.966453990498158
YFR014C	YJL127C	0.531796232364641
YFR014C	YJL206C	0.987934662556913
YFR014C	YJR060W	0.317497590267587
YFR014C	YJR094C	0.348716532257936
YFR014C	YJR127C	0.900464311204851
YFR014C	YJR140C	0.837938875421352
YFR014C	YJR147W	0.647274786115439
YFR014C	YKL005C	0.52007338596633
YFR014C	YKL015W	0.394826658445818
YFR014C	YKL020C	0.54699375520636
YFR014C	YKL032C	0.0706714642545048
YFR014C	YKL038W	0.133000983519258
YFR014C	YKL043W	0.633028164761416
YFR014C	YKL062W	0.273171242070438
YFR014C	YKL072W	0.827340445513489
YFR014C	YKL109W	0.6101719274284
YFR014C	YKL112W	0.0182170508455174
YFR014C	YKL185W	0.0132977006143436
YFR014C	YKL222C	0.745880635163822
YFR014C	YKR034W	0.559947290679154
YFR014C	YKR064W	0.393183204605416
YFR014C	YKR099W	0.684990870248301
YFR014C	YLR013W	0.884342566932509
YFR014C	YLR014C	0.320572953291421
YFR014C	YLR098C	0.686487889757477
YFR014C	YLR131C	0.325855237121541
YFR014C	YLR176C	0.267640647223852
YFR014C	YLR182W	0.315749556991617
YFR014C	YLR183C	0.234090606163595
YFR014C	YLR228C	0.750582471397731
YFR014C	YLR256W	0.127341976906395
YFR014C	YLR266C	0.402843301773404
YFR014C	YLR278C	0.207316905912811
YFR014C	YLR403W	0.659719098169731
YFR014C	YLR451W	0.30919446123306
YFR014C	YML007W	0.0740065559742659
YFR014C	YML027W	0.93991739937511
YFR014C	YML051W	0.569974845347881
YFR014C	YML076C	0.492913933329148
YFR014C	YML081W	0.937794829972028
YFR014C	YML099C	0.775647087137935
YFR014C	YML113W	0.94467497579638
YFR014C	YMR016C	0.627184738314361
YFR014C	YMR019W	0.705426711347053
YFR014C	YMR021C	0.452599006773253
YFR014C	YMR037C	0.0622375132779017
YFR014C	YMR042W	0.74845124076389
YFR014C	YMR043W	0.403327393303195
YFR014C	YMR053C	0.514449243293748
YFR014C	YMR070W	0.8136498215838
YFR014C	YMR075W	0.944140425024712
YFR014C	YMR164C	0.937300955630403
YFR014C	YMR172W	0.0142973076514498
YFR014C	YMR182C	0.896354303791878
YFR014C	YMR280C	0.122678000246722
YFR014C	YNL027W	0.775180425365708
YFR014C	YNL068C	0.000107223099712821
YFR014C	YNL139C	0.641283132067843
YFR014C	YNL167C	0.171982141781745
YFR014C	YNL199C	0.787941959475829
YFR014C	YNL216W	0.118545547716649
YFR014C	YNL257C	0.307971401740096
YFR014C	YNL309W	0.810899141513539
YFR014C	YNL314W	0.471288300201214
YFR014C	YNR063W	0.808897241563593
YFR014C	YOL028C	0.0831194532781673
YFR014C	YOL067C	0.865857765443424
YFR014C	YOL089C	0.656357521224472
YFR014C	YOL108C	0.00311061579217707
YFR014C	YOL116W	0.3539003669374
YFR014C	YOR028C	0.0524114733951322
YFR014C	YOR032C	0.981294716872457
YFR014C	YOR038C	0.678238035412596
YFR014C	YOR113W	0.391439669152747
YFR014C	YOR140W	0.894771885973227
YFR014C	YOR162C	0.901736820958241
YFR014C	YOR229W	0.985696248493908
YFR014C	YOR230W	0.564697119164588
YFR014C	YOR337W	0.165286115225729
YFR014C	YOR344C	0.812740317884677
YFR014C	YOR358W	0.199957315836322
YFR014C	YOR363C	0.308589374188387
YFR014C	YOR380W	0.681254265285321
YFR014C	YPL038W	0.958525401580859
YFR014C	YPL049C	0.146384292778016
YFR014C	YPL075W	0.919669960792235
YFR014C	YPL089C	0.930912717653943
YFR014C	YPL133C	0.081241546875514
YFR014C	YPL139C	0.581850878414887
YFR014C	YPL177C	0.284339323204793
YFR014C	YPL202C	0.989619615624987
YFR014C	YPL230W	0.428385345626675
YFR014C	YPL248C	0.990796760482181
YFR014C	YPR008W	0.715485327196182
YFR014C	YPR009W	0.532340406708683
YFR014C	YPR022C	0.579834076441072
YFR014C	YPR065W	0.212842590137358
YFR014C	YPR196W	0.949434213472338
YFR014C	YPR199C	0.718148147185506
YFR019W	YAL051W	0.618107003740826
YFR019W	YBL005W	0.791223325179067
YFR019W	YBL008W	0.906543104006446
YFR019W	YBL021C	0.99990326991432
YFR019W	YBL054W	0.761490710729608
YFR019W	YBL103C	0.702028807438109
YFR019W	YBR033W	0.989971643377106
YFR019W	YBR049C	0.99993877933114
YFR019W	YBR083W	0.931590638651115
YFR019W	YBR112C	0.167213728106693
YFR019W	YBR150C	0.26450889012254
YFR019W	YBR182C	0.178229056584649
YFR019W	YBR239C	0.367162127791239
YFR019W	YBR240C	0.651208508929059
YFR019W	YBR297W	0.84544614184594
YFR019W	YCL055W	0.160069155622213
YFR019W	YCR065W	0.069383131832984
YFR019W	YCR084C	0.281593010402117
YFR019W	YCR106W	0.96822735842885
YFR019W	YDL020C	0.999954558181214
YFR019W	YDL048C	0.430689646479767
YFR019W	YDL056W	0.0016853519513623
YFR019W	YDL106C	0.0275642113873648
YFR019W	YDL170W	0.964490031155482
YFR019W	YDR009W	0.995414013901054
YFR019W	YDR026C	0.747085256483408
YFR019W	YDR034C	0.173007318987629
YFR019W	YDR043C	5.75958575130275e-06
YFR019W	YDR049W	0.989386430571062
YFR019W	YDR123C	0.00738752132418953
YFR019W	YDR146C	0.634432318134842
YFR019W	YDR174W	0.44670560450322
YFR019W	YDR207C	1.18387119273518e-08
YFR019W	YDR213W	0.875244911791657
YFR019W	YDR216W	0.999999751603091
YFR019W	YDR253C	0.832751657240442
YFR019W	YDR259C	0.0533830785128258
YFR019W	YDR266C	0.979197529595299
YFR019W	YDR277C	0.0152904836894275
YFR019W	YDR310C	0.69377694990227
YFR019W	YDR421W	0.971949939543686
YFR019W	YDR423C	0.899099632067083
YFR019W	YDR451C	0.851044849403124
YFR019W	YDR463W	0.43328281943819
YFR019W	YDR501W	0.720854068562212
YFR019W	YDR520C	0.978414665592562
YFR019W	YEL009C	0.063448547097892
YFR019W	YER028C	0.999402094343009
YFR019W	YER040W	0.0642822575656047
YFR019W	YER045C	0.97724452899231
YFR019W	YER051W	0.826320868135501
YFR019W	YER068W	0.965711183468235
YFR019W	YER088C	0.198316034587197
YFR019W	YER109C	0.000306520689484697
YFR019W	YER111C	2.69008993824895e-08
YFR019W	YER130C	0.997373908156178
YFR019W	YER161C	0.989392405067499
YFR019W	YER169W	0.707274032691314
YFR019W	YER184C	0.879910827671696
YFR019W	YFL021W	0.304163293659942
YFR019W	YFL031W	0.975219637896778
YFR019W	YFL044C	0.991152265074331
YFR019W	YFL052W	0.819759324888222
YFR019W	YFR034C	0.259716512694749
YFR019W	YGL013C	0.998400349322591
YFR019W	YGL035C	0.277676001777675
YFR019W	YGL071W	0.999810576107082
YFR019W	YGL073W	0.0206093826990649
YFR019W	YGL096W	0.618851684308833
YFR019W	YGL131C	0.683231102814872
YFR019W	YGL162W	1.47060115995147e-05
YFR019W	YGL166W	0.310097288139197
YFR019W	YGL181W	0.810615696232692
YFR019W	YGL192W	0.860510547404104
YFR019W	YGL197W	0.92847915898627
YFR019W	YGL209W	0.999987504466352
YFR019W	YGL237C	0.898450661969638
YFR019W	YGL252C	0.0456239439460851
YFR019W	YGL254W	0.999460974503286
YFR019W	YGR044C	0.493099616163533
YFR019W	YGR067C	0.536278212949118
YFR019W	YGR089W	0.786944054607577
YFR019W	YGR097W	0.984636844099657
YFR019W	YGR249W	0.999769074407792
YFR019W	YGR288W	0.334103691707409
YFR019W	YHL009C	0.452670503725741
YFR019W	YHL020C	0.865781295160652
YFR019W	YHL027W	0.676271246927633
YFR019W	YHR006W	0.990713607803865
YFR019W	YHR084W	0.0320535397469452
YFR019W	YHR124W	0.928057280433458
YFR019W	YHR178W	0.984524169514332
YFR019W	YHR206W	4.03369680778657e-10
YFR019W	YIL036W	0.999884025080362
YFR019W	YIL101C	0.0125143354325438
YFR019W	YIL119C	0.936399377622277
YFR019W	YIL122W	0.0462095436430568
YFR019W	YIL128W	0.99962509559371
YFR019W	YIL131C	0.00178809454802178
YFR019W	YIR017C	0.777243647702624
YFR019W	YIR018W	0.952681133750457
YFR019W	YIR023W	4.81647392962321e-07
YFR019W	YIR033W	0.0335245171783553
YFR019W	YJL056C	0.959867764411115
YFR019W	YJL089W	0.901462948175763
YFR019W	YJL103C	0.00171549421491793
YFR019W	YJL110C	0.99636861640839
YFR019W	YJL127C	0.473181901823852
YFR019W	YJL206C	0.993631938766863
YFR019W	YJR060W	0.13007177773585
YFR019W	YJR094C	0.942928659365163
YFR019W	YJR127C	0.956037410766412
YFR019W	YJR140C	0.909039842659735
YFR019W	YJR147W	0.991776429098293
YFR019W	YKL005C	0.988706694570615
YFR019W	YKL015W	0.257832019463361
YFR019W	YKL020C	0.777759227330027
YFR019W	YKL032C	0.692006746368278
YFR019W	YKL038W	0.791588577384112
YFR019W	YKL043W	0.297481873122915
YFR019W	YKL062W	0.174000421156812
YFR019W	YKL072W	0.82450464074783
YFR019W	YKL109W	0.999265597083387
YFR019W	YKL112W	0.787935624735461
YFR019W	YKL185W	4.8383795056305e-09
YFR019W	YKL222C	0.783426365299129
YFR019W	YKR034W	0.999940617891297
YFR019W	YKR064W	0.78023796943634
YFR019W	YKR099W	0.191569700736344
YFR019W	YLR013W	0.995673661986116
YFR019W	YLR014C	0.963023245833502
YFR019W	YLR098C	0.938203633441022
YFR019W	YLR131C	0.00305395938662288
YFR019W	YLR176C	0.904187905434789
YFR019W	YLR182W	5.23387735569207e-09
YFR019W	YLR183C	0.776370708834696
YFR019W	YLR228C	0.989221293074656
YFR019W	YLR256W	0.0536891239485722
YFR019W	YLR266C	0.726044714232676
YFR019W	YLR278C	0.884932720904419
YFR019W	YLR403W	0.680977184716278
YFR019W	YLR451W	0.848279822622965
YFR019W	YML007W	0.92920630230233
YFR019W	YML027W	0.809643000970313
YFR019W	YML051W	0.944051508557991
YFR019W	YML076C	0.864431114338585
YFR019W	YML081W	0.861668113812026
YFR019W	YML099C	0.657815729357172
YFR019W	YML113W	0.999511619465745
YFR019W	YMR016C	0.000548179070329113
YFR019W	YMR019W	0.989508920378441
YFR019W	YMR021C	0.644745083892032
YFR019W	YMR037C	0.00038400735086188
YFR019W	YMR042W	0.12990538571368
YFR019W	YMR043W	0.359956140606413
YFR019W	YMR053C	0.999784260034393
YFR019W	YMR070W	0.610879286191965
YFR019W	YMR075W	0.36587383652222
YFR019W	YMR164C	0.625009885208145
YFR019W	YMR172W	7.90131784682562e-14
YFR019W	YMR182C	0.983487300164596
YFR019W	YMR280C	0.0792731085838524
YFR019W	YNL027W	0.905432423438484
YFR019W	YNL068C	3.11324601077837e-09
YFR019W	YNL139C	0.953179436678854
YFR019W	YNL167C	0.0383342856006199
YFR019W	YNL199C	0.794168742489293
YFR019W	YNL216W	0.00420415003049923
YFR019W	YNL257C	0.999671438767313
YFR019W	YNL309W	0.19308153205186
YFR019W	YNL314W	0.17256875035778
YFR019W	YNR063W	0.905245163639637
YFR019W	YOL028C	0.275761815176474
YFR019W	YOL067C	0.987784209523266
YFR019W	YOL089C	0.555242000407928
YFR019W	YOL108C	1.034516347963e-06
YFR019W	YOL116W	0.647894278990125
YFR019W	YOR028C	7.66684939896853e-05
YFR019W	YOR032C	0.931723931114057
YFR019W	YOR038C	0.378077638205198
YFR019W	YOR113W	0.225818604340103
YFR019W	YOR140W	0.632270314345961
YFR019W	YOR162C	0.99975958276161
YFR019W	YOR229W	0.457159660808545
YFR019W	YOR230W	0.999744678899263
YFR019W	YOR337W	0.0427155845920981
YFR019W	YOR344C	0.867759012292875
YFR019W	YOR358W	0.30896173016703
YFR019W	YOR363C	0.596491671785795
YFR019W	YOR380W	0.70741061067243
YFR019W	YPL038W	0.933237519927872
YFR019W	YPL049C	0.913877249898524
YFR019W	YPL075W	0.988040958919574
YFR019W	YPL089C	0.516916445696366
YFR019W	YPL133C	9.25388576513863e-09
YFR019W	YPL139C	0.997633068241402
YFR019W	YPL177C	0.246580946116057
YFR019W	YPL202C	0.613306953209824
YFR019W	YPL230W	0.790565629365338
YFR019W	YPL248C	0.999928074086119
YFR019W	YPR008W	0.890858974747497
YFR019W	YPR009W	0.830287199008377
YFR019W	YPR022C	0.798682441876059
YFR019W	YPR065W	0.0119287947803637
YFR019W	YPR196W	0.987904941956156
YFR019W	YPR199C	0.931596209152221
YGL019W	YAL051W	0.167797258635797
YGL019W	YBL005W	0.260491918361531
YGL019W	YBL008W	0.472081767701363
YGL019W	YBL021C	0.967322356238534
YGL019W	YBL054W	0.693024132282948
YGL019W	YBL103C	0.513059859173899
YGL019W	YBR033W	0.954322533544019
YGL019W	YBR049C	0.9830768538024
YGL019W	YBR083W	0.999999453796297
YGL019W	YBR112C	0.0672600817608633
YGL019W	YBR150C	0.196296293623524
YGL019W	YBR182C	0.792151303438285
YGL019W	YBR239C	0.990810033086626
YGL019W	YBR240C	0.422663055356881
YGL019W	YBR297W	0.989870461419002
YGL019W	YCL055W	0.651307459652921
YGL019W	YCR065W	0.0731447939219329
YGL019W	YCR084C	0.00951068212435401
YGL019W	YCR106W	0.842442483199977
YGL019W	YDL020C	0.99248102524861
YGL019W	YDL048C	0.838704056496658
YGL019W	YDL056W	0.43377867402673
YGL019W	YDL106C	7.55218443212076e-06
YGL019W	YDL170W	0.999929662901075
YGL019W	YDR009W	0.999584082942042
YGL019W	YDR026C	0.999057575183062
YGL019W	YDR034C	0.00913024079739399
YGL019W	YDR043C	0.000675992703628019
YGL019W	YDR049W	0.601924618731144
YGL019W	YDR123C	0.0132818516840353
YGL019W	YDR146C	0.999818128121385
YGL019W	YDR174W	0.310846372812902
YGL019W	YDR207C	0.000389609224455935
YGL019W	YDR213W	0.616160798764567
YGL019W	YDR216W	0.99994991031947
YGL019W	YDR253C	0.145704897903816
YGL019W	YDR259C	0.0317361786987718
YGL019W	YDR266C	0.925069358596566
YGL019W	YDR277C	0.00180249175861198
YGL019W	YDR310C	0.882349179735018
YGL019W	YDR421W	0.993014564579781
YGL019W	YDR423C	0.370954511616084
YGL019W	YDR451C	0.84987205221883
YGL019W	YDR463W	0.458072220234359
YGL019W	YDR501W	0.0564352639517162
YGL019W	YDR520C	0.788303043900499
YGL019W	YEL009C	3.82806127418825e-16
YGL019W	YER028C	0.993782198519202
YGL019W	YER040W	0.286652305144149
YGL019W	YER045C	0.924265874848464
YGL019W	YER051W	0.993792612046316
YGL019W	YER068W	0.915408608741968
YGL019W	YER088C	0.14279395060733
YGL019W	YER109C	5.47463266010496e-05
YGL019W	YER111C	0.0798066852794371
YGL019W	YER130C	0.650749874620355
YGL019W	YER161C	0.631420789585332
YGL019W	YER169W	0.668579060603883
YGL019W	YER184C	0.994031011802346
YGL019W	YFL021W	0.0767812357572056
YGL019W	YFL031W	0.7486251635404
YGL019W	YFL044C	0.997029227350437
YGL019W	YFL052W	0.99996405985514
YGL019W	YFR034C	0.0919113805236774
YGL019W	YGL013C	0.990034543119421
YGL019W	YGL035C	0.514399841579854
YGL019W	YGL071W	0.990223402930116
YGL019W	YGL073W	0.087558578326974
YGL019W	YGL096W	0.403113499511751
YGL019W	YGL131C	0.991195658553411
YGL019W	YGL162W	0.000606472364532932
YGL019W	YGL166W	0.723686846689431
YGL019W	YGL181W	0.885558084144807
YGL019W	YGL192W	0.99941997066976
YGL019W	YGL197W	0.707982391468578
YGL019W	YGL209W	0.999382809622807
YGL019W	YGL237C	0.395093928440629
YGL019W	YGL252C	0.0557554260447663
YGL019W	YGL254W	0.995081789595985
YGL019W	YGR044C	0.126876784026617
YGL019W	YGR067C	0.975356216707101
YGL019W	YGR089W	0.978103172986793
YGL019W	YGR097W	0.983014934072179
YGL019W	YGR249W	0.905786165231298
YGL019W	YGR288W	0.938863091003052
YGL019W	YHL009C	0.962802917955348
YGL019W	YHL020C	0.726509923274023
YGL019W	YHL027W	0.926363030992394
YGL019W	YHR006W	0.999999474701448
YGL019W	YHR084W	0.489244153007419
YGL019W	YHR124W	0.600345881143707
YGL019W	YHR178W	0.675324171567336
YGL019W	YHR206W	6.75450165266639e-11
YGL019W	YIL036W	0.9997580453286
YGL019W	YIL101C	0.17400619631807
YGL019W	YIL119C	0.998844771639862
YGL019W	YIL122W	0.105358245278386
YGL019W	YIL128W	0.999970478696455
YGL019W	YIL131C	0.00486466709379972
YGL019W	YIR017C	0.8719586508026
YGL019W	YIR018W	0.655516598608754
YGL019W	YIR023W	0.000378052612892277
YGL019W	YIR033W	0.0260195610411937
YGL019W	YJL056C	0.885981600043289
YGL019W	YJL089W	0.850591160225638
YGL019W	YJL103C	0.0615050947564479
YGL019W	YJL110C	0.999885950851217
YGL019W	YJL127C	0.666493577199875
YGL019W	YJL206C	0.98341263599068
YGL019W	YJR060W	4.20315826036052e-06
YGL019W	YJR094C	0.00874139579684173
YGL019W	YJR127C	0.955985994487712
YGL019W	YJR140C	0.828935718908852
YGL019W	YJR147W	0.997057350405035
YGL019W	YKL005C	0.997752905673391
YGL019W	YKL015W	0.0240056280139493
YGL019W	YKL020C	0.936608003623899
YGL019W	YKL032C	0.757865021962331
YGL019W	YKL038W	0.916379809958352
YGL019W	YKL043W	0.152173743319708
YGL019W	YKL062W	0.360013827759031
YGL019W	YKL072W	0.996698322477093
YGL019W	YKL109W	0.857482943515938
YGL019W	YKL112W	0.712314323336127
YGL019W	YKL185W	5.5292017594984e-09
YGL019W	YKL222C	0.998010503139149
YGL019W	YKR034W	0.999608772185629
YGL019W	YKR064W	0.999991593334423
YGL019W	YKR099W	0.420690019301463
YGL019W	YLR013W	0.991337212221854
YGL019W	YLR014C	0.752525652070538
YGL019W	YLR098C	0.999529134795105
YGL019W	YLR131C	0.736399163383648
YGL019W	YLR176C	0.979411870318304
YGL019W	YLR182W	0.158899984505271
YGL019W	YLR183C	0.208913995986367
YGL019W	YLR228C	0.513594653272114
YGL019W	YLR256W	0.0456799232567336
YGL019W	YLR266C	0.0752655413907096
YGL019W	YLR278C	0.954734100232528
YGL019W	YLR403W	0.333976504080957
YGL019W	YLR451W	0.156880140224577
YGL019W	YML007W	0.00437669976811109
YGL019W	YML027W	0.556646984730676
YGL019W	YML051W	0.998849163164178
YGL019W	YML076C	0.990231335754512
YGL019W	YML081W	0.619500245876856
YGL019W	YML099C	0.797086324142542
YGL019W	YML113W	0.999871405797255
YGL019W	YMR016C	0.12114030191733
YGL019W	YMR019W	0.651281614762871
YGL019W	YMR021C	0.959019236740047
YGL019W	YMR037C	9.13723424811818e-05
YGL019W	YMR042W	0.125778787784725
YGL019W	YMR043W	0.373298651573534
YGL019W	YMR053C	0.996754514713681
YGL019W	YMR070W	0.788365926119619
YGL019W	YMR075W	0.797855527455086
YGL019W	YMR164C	0.995823406010313
YGL019W	YMR172W	0.00215431699259197
YGL019W	YMR182C	0.992438325125658
YGL019W	YMR280C	0.190494193222566
YGL019W	YNL027W	0.999980046590504
YGL019W	YNL068C	0.00122957474670621
YGL019W	YNL139C	0.956261197510286
YGL019W	YNL167C	0.684900942884826
YGL019W	YNL199C	0.216898165978997
YGL019W	YNL216W	0.00294860287032037
YGL019W	YNL257C	0.998817490699274
YGL019W	YNL309W	0.781279658829918
YGL019W	YNL314W	0.336220552645545
YGL019W	YNR063W	0.991261399557341
YGL019W	YOL028C	9.10444986970997e-05
YGL019W	YOL067C	0.952665293055395
YGL019W	YOL089C	0.654436727805934
YGL019W	YOL108C	5.31281759076449e-09
YGL019W	YOL116W	0.243271927966944
YGL019W	YOR028C	8.28614801454931e-07
YGL019W	YOR032C	0.908431788607994
YGL019W	YOR038C	0.357534212878187
YGL019W	YOR113W	0.139030962017656
YGL019W	YOR140W	0.490391797774109
YGL019W	YOR162C	0.995165506993912
YGL019W	YOR229W	0.989509309729286
YGL019W	YOR230W	0.887306094640191
YGL019W	YOR337W	0.018015193916068
YGL019W	YOR344C	0.773760665251883
YGL019W	YOR358W	0.0222299989248474
YGL019W	YOR363C	0.322552656244164
YGL019W	YOR380W	0.999984844761061
YGL019W	YPL038W	0.205166571003595
YGL019W	YPL049C	0.999312810201174
YGL019W	YPL075W	0.837709161663678
