KP	Target	p
YBL009W	YDR043C	0.000101712161396862
YBL009W	YDR049W	0.987914529158102
YBL009W	YDR123C	0.0155396268337524
YBL009W	YDR146C	0.867639598397239
YBL009W	YDR174W	0.281103264581579
YBL009W	YDR207C	0.00255187414027309
YBL009W	YDR213W	0.90989325327367
YBL009W	YDR216W	0.996441230534997
YBL009W	YDR253C	0.411754876379633
YBL009W	YDR259C	0.000100020555368199
YBL009W	YDR266C	0.938020441586226
YBL009W	YDR277C	0.0105645463665952
YBL009W	YDR310C	0.991065786416746
YBL009W	YDR421W	0.710704595366431
YBL009W	YDR423C	0.91506824712841
YBL009W	YDR451C	0.46553687150633
YBL009W	YDR463W	0.529819431852202
YBL009W	YDR501W	0.584995622122976
YBL009W	YDR520C	0.955438599596039
YBL009W	YEL009C	0.014166495469155
YBL009W	YER028C	0.999663950861485
YBL009W	YER040W	0.0160462721826424
YBL009W	YER045C	0.840145090949858
YBL009W	YER051W	0.956567480244917
YBL009W	YER068W	0.902151096426619
YBL009W	YER088C	0.000707312486944963
YBL009W	YER109C	0.00183176065674204
YBL009W	YER111C	4.82094423081278e-05
YBL009W	YER130C	0.998370937186937
YBL009W	YER161C	0.588771795738135
YBL009W	YER169W	0.779029703379419
YBL009W	YER184C	0.882102743795639
YBL009W	YFL021W	0.604129299850665
YBL009W	YFL031W	0.482588765636811
YBL009W	YFL044C	0.891415546836329
YBL009W	YFL052W	0.825269494040866
YBL009W	YFR034C	0.0430228134478655
YBL009W	YGL013C	0.973047369023973
YBL009W	YGL035C	0.19166573857922
YBL009W	YGL071W	0.899654892144816
YBL009W	YGL073W	0.0169644256606965
YBL009W	YGL096W	0.319230350775373
YBL009W	YGL131C	0.868800301529913
YBL009W	YGL162W	0.0100649533238711
YBL009W	YGL166W	0.554450706250439
YBL009W	YGL181W	0.549325884968751
