TF	p.value	estimate	sign	KP
YCL055W	0.0274654613756201	0.069435484875955	-1	YCR091W
YCR065W	0.783196791270622	-0.00128258816581706	1	YCR091W
YCR084C	0.00451694494021567	0.00836907444404211	1	YCR091W
YCR106W	0.633738561445327	-0.000701922554898443	-1	YCR091W
YDL020C	0.551937182777246	-0.000150885417657841	1	YCR091W
YDL048C	0.897348256361712	-0.00364885061520453	-1	YCR091W
YDL056W	0.394997288297569	0.000298802993687908	-1	YCR091W
YDL106C	0.000921240960013671	0.0054839764531595	-1	YCR091W
YDL170W	0.99986971404836	-0.00745185787717921	-1	YCR091W
YDR009W	0.9997623975145	-0.00823001696732195	-1	YCR091W
YDR026C	0.956613618277718	-0.0038625188096203	-1	YCR091W
YDR034C	0.562930574429399	-0.00349648124125249	1	YCR091W
YDR043C	0.0264513497880358	0.00355199479169319	-1	YCR091W
YDR049W	0.997070375743903	-0.00547573338775395	-1	YCR091W
YDR123C	6.2574338311277e-14	0.0129567233341358	-1	YCR091W
YDR146C	0.534653900979395	-3.19637337042244e-05	1	YCR091W
YDR174W	0.00496087526615141	0.205650108330083	1	YCR091W
YDR207C	2.86047540907553e-05	0.0067794427486806	-1	YCR091W
YDR213W	0.9923518010464	-0.00547935212418567	-1	YCR091W
YDR216W	0.897191169344207	-0.0019516394321069	-1	YCR091W
YDR253C	7.3293493128122e-05	0.00704711590216151	1	YCR091W
YDR259C	3.26851569940327e-13	0.0117905859228816	1	YCR091W
YDR266C	0.988097741123606	-0.00525600853135493	-1	YCR091W
YDR277C	0.0253080543433086	0.00329396691759817	-1	YCR091W
YDR310C	0.860909988291583	-0.0024406846079518	-1	YCR091W
YDR421W	0.959379204160082	-0.00333330968947732	1	YCR091W
YDR423C	0.181465976075755	0.00183677164412765	-1	YCR091W
YDR451C	0.948313403804233	-0.00307450120014065	-1	YCR091W
YDR463W	0.811548312675216	-0.00171638527024952	1	YCR091W
YDR501W	0.361127006014703	0.000617417692283473	1	YCR091W
YDR520C	0.955746598444401	-0.00555451575786608	1	YCR091W
YEL009C	0.00308838153912652	0.00419597833685934	-1	YCR091W
YER028C	0.999919408191206	-0.0138382378908478	1	YCR091W
YER040W	0.600945916049572	-0.000435899955087056	1	YCR091W
YER045C	0.964106863325664	-0.0061558885791386	1	YCR091W
YER051W	0.99172656445428	-0.00510165673772563	-1	YCR091W
YER068W	0.944577174091552	-0.00351232522601211	-1	YCR091W
YER088C	0.0153975642444635	0.00671197919204913	1	YCR091W
YER109C	0.005791096853861	0.00648773902325296	-1	YCR091W
YER111C	0.00649143493216137	0.00448881729176596	-1	YCR091W
YER130C	0.996078579725087	-0.00517952174696482	-1	YCR091W
YER161C	0.845061815433229	-0.00276962439937661	1	YCR091W
YER169W	0.722789776339165	-0.00125506507255588	1	YCR091W
YER184C	0.999306857347074	-0.00967553610696151	1	YCR091W
YFL021W	0.866540842686373	-0.00250266141742079	-1	YCR091W
YFL031W	0.99713522817303	-0.00760251489211761	-1	YCR091W
YFL044C	0.999699632656266	-0.00805765332469378	1	YCR091W
YFL052W	0.925971094548527	-0.00295788697272295	1	YCR091W
YFR034C	0.0848909002055102	0.00242061144021304	-1	YCR091W
YGL013C	0.184550703623888	0.00172640326765511	1	YCR091W
YGL035C	0.920759016145925	-0.00278676615166509	-1	YCR091W
YGL071W	0.338695402046567	0.00065336640355746	-1	YCR091W
YGL073W	2.65384617549499e-05	0.00774871713322985	-1	YCR091W
YGL096W	0.603520420108811	-0.000306898639537349	1	YCR091W
YGL131C	0.920396442220286	-0.00403940882026442	-1	YCR091W
YGL162W	0.00502492900522209	0.00607989745606209	-1	YCR091W
YGL166W	0.299147409271918	0.00453719223664436	1	YCR091W
YGL181W	0.639180498789693	-0.000684365683961049	-1	YCR091W
YGL192W	0.999606152379614	-0.00748912473016308	1	YCR091W
YGL197W	0.998847946842858	-0.00762228309496666	-1	YCR091W
YGL209W	0.940201774665861	-0.00355780851221071	-1	YCR091W
YGL237C	0.86482651265075	-0.0023852061916198	-1	YCR091W
YGL252C	0.517834799051772	-0.00115616123994909	1	YCR091W
YGL254W	0.983833469080197	-0.00467884289050227	-1	YCR091W
YGR044C	0.198042065779006	0.00218348292808196	1	YCR091W
YGR067C	0.997581033749304	-0.00588150491521879	-1	YCR091W
YGR089W	0.969933302941734	-0.00434983987710488	1	YCR091W
YGR097W	0.999998788103946	-0.0117984510242847	-1	YCR091W
YGR249W	0.208075531838163	0.00137938259379434	-1	YCR091W
YGR288W	0.870492166338147	-0.00323821163738185	1	YCR091W
YHL009C	0.990337321101677	-0.00585165937981568	1	YCR091W
YHL020C	0.992275101817601	-0.00926262766856656	1	YCR091W
YHL027W	0.836141305650242	-0.00182251845667296	-1	YCR091W
YHR006W	0.957872178060907	-0.0042335804195442	1	YCR091W
YHR084W	4.48001489159031e-14	0.00896325963970443	-1	YCR091W
YHR124W	1.48698824361948e-12	0.00827926651068044	-1	YCR091W
YHR178W	0.791914807924927	-0.00164309612083838	-1	YCR091W
YHR206W	4.72037559362066e-09	0.00980704963708148	-1	YCR091W
YIL036W	0.964518069171821	-0.00423368660139449	1	YCR091W
YIL101C	0.00483438493093918	0.00445290430623009	-1	YCR091W
YIL119C	0.878023476761908	-0.00245919111831237	-1	YCR091W
YIL122W	0.364184517184933	0.000721029910558559	-1	YCR091W
YIL128W	0.99999919191445	-0.0141165540058844	-1	YCR091W
YIL131C	5.35817936402078e-08	0.00597650525584687	-1	YCR091W
YIR017C	0.912274043117754	-0.00357027320392597	-1	YCR091W
YIR018W	0.0241982094015934	0.0035272396635269	-1	YCR091W
YIR023W	0.000624910301412786	0.00643833361798335	1	YCR091W
YIR033W	0.0871192850096862	0.0136525542198834	1	YCR091W
YJL056C	0.67404266944803	-0.000970963556210441	1	YCR091W
YJL089W	0.92935582991854	-0.0033016354771297	-1	YCR091W
YJL103C	0.00863397067415846	0.0311436164344759	1	YCR091W
YJL110C	0.999981623296071	-0.00895280063312311	-1	YCR091W
YJL127C	0.956351476053242	-0.00510707576501333	1	YCR091W
YJL206C	0.995798495133849	-0.00470321037073948	-1	YCR091W
YJR060W	0.00333130023315319	0.00426128510462942	1	YCR091W
YJR094C	0.814407902490376	-0.00254728910837552	1	YCR091W
YJR127C	0.970111413970936	-0.00467233073804958	1	YCR091W
YJR140C	0.935319893029771	-0.00369284126095983	1	YCR091W
YJR147W	0.977903184590347	-0.00448831098731172	-1	YCR091W
YKL005C	0.96497086241233	-0.00478179828199797	-1	YCR091W
YKL015W	0.00273277698592267	0.00665263568456039	-1	YCR091W
YKL020C	1.09133074813546e-16	0.0105577102516212	-1	YCR091W
YKL032C	0.0786895122663549	0.00232957577435579	-1	YCR091W
YKL038W	0.953394447484008	-0.00425197351744342	1	YCR091W
YKL043W	8.8606233224922e-05	0.00739266050223051	-1	YCR091W
YKL062W	6.33471416631143e-10	0.00839967902153901	-1	YCR091W
YKL072W	0.993518888161859	-0.0070950885661112	1	YCR091W
YKL109W	0.998975734861638	-0.00581071805535194	1	YCR091W
YKL112W	0.0147369586339443	0.00336870762147519	-1	YCR091W
YKL185W	0.0027599784198458	0.00591602368684046	-1	YCR091W
YKL222C	0.99772831545229	-0.00566772081550236	-1	YCR091W
YKR034W	0.973198567661571	-0.00426357153348258	1	YCR091W
YKR064W	0.857323134668775	-0.0020406872911922	1	YCR091W
YKR099W	0.749473635198597	-0.00147132559973284	-1	YCR091W
YLR013W	0.00459125754988081	0.00901403558951761	1	YCR091W
YLR014C	0.981689972517916	-0.00466009087334409	-1	YCR091W
YLR098C	0.905597165883224	-0.0024685397049831	1	YCR091W
YLR131C	0.0524064598596194	0.00335181080843425	-1	YCR091W
YLR176C	0.360927027968897	0.000586221306934963	-1	YCR091W
YLR182W	0.0383812670635696	0.00341781858070917	-1	YCR091W
YLR183C	0.363237498560445	0.00058030857355069	-1	YCR091W
YLR228C	0.970380523151775	-0.00443736122632924	-1	YCR091W
YLR256W	1.67726337235852e-07	0.0108673922170647	-1	YCR091W
YLR266C	0.121808205051224	0.0713079735025661	1	YCR091W
YLR278C	0.975247910283514	-0.00381379901451721	1	YCR091W
YLR403W	2.54900074201442e-07	0.0103676093904365	1	YCR091W
YLR451W	0.00026368186674487	0.00828184056001684	1	YCR091W
YML007W	0.0309379459090843	0.00314300827328292	-1	YCR091W
YML027W	0.409868152124443	0.000234220487041513	1	YCR091W
YML051W	0.999261416746569	-0.00722811777202669	-1	YCR091W
YML076C	0.462567196646677	0.000121647565401214	-1	YCR091W
YML081W	0.427549453455318	0.000494576707090864	1	YCR091W
YML099C	0.985120524623358	-0.00531755954009134	1	YCR091W
YML113W	0.999916788690644	-0.0106846819738552	1	YCR091W
YMR016C	0.000197457230264242	0.00548594461764805	-1	YCR091W
YMR019W	0.605639126824856	-0.000563011732855006	1	YCR091W
YMR021C	0.94168196161067	-0.00356847637631154	1	YCR091W
YMR037C	1.19648189720126e-19	0.011081270026533	-1	YCR091W
YMR042W	0.00568526351818351	0.00665261924877792	1	YCR091W
YMR043W	0.0355066291757619	0.00334192754963773	-1	YCR091W
YMR053C	0.99685457475041	-0.00584084101080937	-1	YCR091W
YMR070W	0.0325190746325003	0.00405050128697647	-1	YCR091W
YMR075W	0.955474880495383	-0.00497596182725003	-1	YCR091W
YMR164C	0.991993979302432	-0.00531217354252383	1	YCR091W
YMR172W	2.92994345244379e-07	0.0500676875243649	-1	YCR091W
YMR182C	0.011024414393119	0.00724419842302234	1	YCR091W
YMR280C	0.0891323253522914	0.00868098603601526	-1	YCR091W
YNL027W	0.00822721820812407	0.00676144229426725	-1	YCR091W
YNL068C	1.24430596710017e-08	0.00692558764864744	1	YCR091W
YNL139C	0.991842986758309	-0.00682209598252383	-1	YCR091W
YNL167C	1.05005891038855e-05	0.00833175516935327	-1	YCR091W
YNL199C	0.146419021904102	0.00226657122741295	1	YCR091W
YNL216W	6.19380640555802e-18	0.0116972387073645	1	YCR091W
YNL257C	0.864766284739742	-0.00299997279408981	-1	YCR091W
YNL309W	0.884869157046308	-0.00291137029659918	-1	YCR091W
YNL314W	0.753549463024821	-0.00125895931273078	-1	YCR091W
YNR063W	0.834690098204709	-0.00192353724178469	1	YCR091W
YOL028C	0.0553146931913487	0.00303582630651548	-1	YCR091W
YOL067C	0.997745151962985	-0.00537626861974856	-1	YCR091W
YOL089C	0.844489416806657	-0.00239504182893533	1	YCR091W
YOL108C	6.89869639683762e-12	0.0097542392095901	1	YCR091W
YOL116W	0.189064176216559	0.00242958840319271	1	YCR091W
YOR028C	6.58669822792892e-06	0.0064687088702516	-1	YCR091W
YOR032C	0.101840252079942	0.00376643717473794	1	YCR091W
YOR038C	0.216006401011678	0.00242265737964158	1	YCR091W
YOR113W	0.247411544423681	0.00151943922423966	1	YCR091W
YOR140W	0.960952911902004	-0.00365039735806988	-1	YCR091W
YOR162C	0.000338171533298526	0.00543092620387423	1	YCR091W
YOR229W	0.998296145107281	-0.00947836623321742	1	YCR091W
YOR230W	0.988032970420021	-0.00772809126654673	-1	YCR091W
YOR337W	0.0597021193088319	0.0141864407775627	1	YCR091W
YOR344C	0.176308577954065	0.00181401820495751	-1	YCR091W
YOR358W	0.0143415477362941	0.00498493078432609	1	YCR091W
YOR363C	0.00052733152633332	0.00678449217909136	-1	YCR091W
YOR380W	0.873092162882632	-0.00230309100797816	-1	YCR091W
YPL038W	0.389291227541858	0.000563556753641062	1	YCR091W
YPL049C	0.914372236251971	-0.00257406335040335	-1	YCR091W
YPL075W	0.434993469403777	0.000271041614440888	1	YCR091W
YPL089C	0.563402526392187	-0.000290036877346015	1	YCR091W
YPL133C	7.9569420055096e-14	0.0318081048496086	-1	YCR091W
YPL139C	0.999841759574382	-0.00688403176855843	-1	YCR091W
YPL177C	0.570237357103795	-0.000346571899091938	-1	YCR091W
YPL202C	0.874741006862263	-0.00207478326459189	-1	YCR091W
YPL230W	0.80739318019926	-0.00208072383347189	-1	YCR091W
YPL248C	0.999946742046362	-0.00775076478060051	1	YCR091W
YPR008W	0.651040366767407	-0.0014733498365348	-1	YCR091W
YPR009W	0.763370640256595	-0.00290856602835488	1	YCR091W
YPR022C	0.777171543052324	-0.00143050455123127	-1	YCR091W
YPR065W	0.167097907966891	0.00182671652518102	1	YCR091W
YPR196W	0.906810940308344	-0.00363522722543123	1	YCR091W
YPR199C	0.980195788183969	-0.00547048494215017	-1	YCR091W
YAL051W	0.000731038271889855	0.017695360790655	1	YDL006W
YBL005W	0.608513879259685	-0.001934062479536	-1	YDL006W
YBL008W	0.929897499163035	-0.0110516119921201	-1	YDL006W
YBL021C	0.791555620633198	-0.00543545006797718	-1	YDL006W
YBL054W	0.990881739163235	-0.0186288923799584	-1	YDL006W
YBL103C	0.21824405178431	0.00458425510485379	1	YDL006W
YBR033W	0.978652671740095	-0.0139317717679832	-1	YDL006W
YBR049C	0.598401753314884	-0.00110987615726733	-1	YDL006W
YBR083W	0.0886563990444457	0.00726840063205323	1	YDL006W
YBR112C	0.907429167331384	-0.045498472734235	1	YDL006W
YBR150C	0.43130514551716	0.00159791564759018	-1	YDL006W
YBR182C	0.177585660169836	0.00618186432694407	1	YDL006W
YBR239C	0.137225678689003	0.00797028410533835	-1	YDL006W
YBR240C	0.997711854148493	-0.0216602755617744	1	YDL006W
YBR297W	0.8860699836169	-0.00698263053770887	1	YDL006W
YCL055W	0.0539555033810617	0.19773048731562	-1	YDL006W
YCR065W	0.119738082372617	0.00656513833866985	1	YDL006W
YCR084C	0.725566279197252	-0.00475005989767174	1	YDL006W
YCR106W	0.620099912911616	-0.00192516536220204	-1	YDL006W
YDL020C	0.950468408944552	-0.00834755732319823	-1	YDL006W
YDL048C	0.957397242938805	-0.0153547821541082	1	YDL006W
YDL056W	0.0269729152727731	0.0101538717324256	-1	YDL006W
YDL106C	0.00375621190000793	0.0146455765951444	1	YDL006W
YDL170W	0.998434849187867	-0.0189354020064772	-1	YDL006W
YDR009W	0.936270563747789	-0.0116059134843957	-1	YDL006W
YDR026C	0.220542147886526	0.00555792449003964	-1	YDL006W
YDR034C	0.230972686035982	0.0639176270048995	-1	YDL006W
YDR043C	0.0144095282169889	0.0127242188556462	1	YDL006W
YDR049W	0.993352315683315	-0.0154282941432514	-1	YDL006W
YDR123C	6.02087820685726e-13	0.0396092054386447	1	YDL006W
YDR146C	0.760376222633918	-0.00383886855819677	1	YDL006W
YDR174W	0.0995301174732676	0.136763677245072	-1	YDL006W
YDR207C	5.37670771014199e-07	0.0270548367709123	1	YDL006W
YDR213W	0.987784195706094	-0.0160023904791968	-1	YDL006W
YDR216W	0.00492420044067457	0.0133665751449228	1	YDL006W
YDR253C	9.55392418826615e-05	0.0215231988009148	1	YDL006W
YDR259C	1.26894160542931e-08	0.0281027885763921	1	YDL006W
YDR266C	0.98466875698128	-0.0159401003881081	-1	YDL006W
YDR277C	0.0013339384752824	0.0168533278729463	1	YDL006W
YDR310C	0.915889314606255	-0.00960586173928807	-1	YDL006W
YDR421W	0.723071737991559	-0.00331907382578195	-1	YDL006W
YDR423C	0.000393686460834825	0.0239147138833506	1	YDL006W
YDR451C	0.752102369334312	-0.00393076527672255	-1	YDL006W
YDR463W	0.954946382119053	-0.01055524646755	-1	YDL006W
YDR501W	0.562446458129441	-0.000722040170367065	1	YDL006W
YDR520C	0.972776597060192	-0.0196537917911588	-1	YDL006W
YEL009C	4.32548295870128e-08	0.0279016163551551	1	YDL006W
YER028C	0.999992959541264	-0.0496414479909667	1	YDL006W
YER040W	0.0204994797917319	0.0145431662036848	1	YDL006W
YER045C	0.998911331047012	-0.0324059020013279	-1	YDL006W
YER051W	0.893923816763746	-0.0084289388335244	-1	YDL006W
YER068W	0.998309824759839	-0.0201895723159073	-1	YDL006W
YER088C	0.167495890491103	0.00883847021496574	1	YDL006W
YER109C	0.00591440514638696	0.020702556038595	1	YDL006W
YER111C	2.43210011476091e-07	0.0323272038255404	1	YDL006W
YER130C	0.967479043275864	-0.0112673608310808	-1	YDL006W
YER161C	0.863563303266476	-0.00907258388553869	-1	YDL006W
YER169W	0.794912421322924	-0.00556398982709921	1	YDL006W
YER184C	0.996118280642543	-0.025748220032282	-1	YDL006W
YFL021W	0.353406088089576	0.00256409319542315	1	YDL006W
YFL031W	0.991743776726176	-0.0204661831536187	1	YDL006W
YFL044C	0.97386444314551	-0.0147095997738752	-1	YDL006W
YFL052W	0.794542769879651	-0.0052626250279747	-1	YDL006W
YFR034C	0.00429484961245464	0.0152333586775468	1	YDL006W
YGL013C	0.774005141791501	-0.00397705940871728	-1	YDL006W
YGL035C	0.686289270750812	-0.00288067869016147	1	YDL006W
YGL071W	0.683598282138791	-0.00229443765246628	1	YDL006W
YGL073W	0.000393973224237021	0.0198193432966727	1	YDL006W
YGL096W	0.408839576586757	0.000870555394863499	1	YDL006W
YGL131C	0.900001278473969	-0.0109600113465126	1	YDL006W
YGL162W	0.00168056706203146	0.0224229330187828	1	YDL006W
YGL166W	0.430736594789488	0.00439200017089522	-1	YDL006W
YGL181W	0.936592739810431	-0.0103749208453321	-1	YDL006W
YGL192W	0.986433539018544	-0.0155315247216197	-1	YDL006W
YGL197W	0.904864525777708	-0.0105126106285284	-1	YDL006W
YGL209W	0.996081066357598	-0.0189855026835353	-1	YDL006W
YGL237C	0.764362475437724	-0.00465991711920135	-1	YDL006W
YGL252C	0.0482283914061548	1.0023424104741	1	YDL006W
YGL254W	0.976841058320668	-0.0136100152685508	-1	YDL006W
YGR044C	0.210255885940717	0.00648622952268559	-1	YDL006W
YGR067C	0.877837783482783	-0.00754507188742246	-1	YDL006W
YGR089W	0.974985060841435	-0.0142149659229033	-1	YDL006W
YGR097W	0.999812465981045	-0.0290138672044057	-1	YDL006W
YGR249W	0.830698005354711	-0.00495191936651207	1	YDL006W
YGR288W	0.968488000935395	-0.0164424488367854	1	YDL006W
YHL009C	0.69098770945149	-0.00372740404287783	-1	YDL006W
YHL020C	0.788773511852722	-0.00947747979234384	1	YDL006W
YHL027W	0.80075270022652	-0.00492037983113288	1	YDL006W
YHR006W	0.970527925412839	-0.0144903307358035	-1	YDL006W
YHR084W	1.68986586472e-14	0.0289002823116655	1	YDL006W
YHR124W	4.00295080849069e-12	0.0255947734941515	1	YDL006W
YHR178W	0.0496082551794017	0.0108745670615581	1	YDL006W
YHR206W	2.76823143109378e-11	0.037143615126979	1	YDL006W
YIL036W	0.86359845490755	-0.00772106334639501	1	YDL006W
YIL101C	0.000542098443054063	0.0178148295767078	1	YDL006W
YIL119C	0.792211780616747	-0.00546066263094528	-1	YDL006W
YIL122W	0.0764768149313333	0.00968914581866405	-1	YDL006W
YIL128W	0.999973588385296	-0.0375469145765375	1	YDL006W
YIL131C	7.28108465406615e-06	0.0151623897688473	1	YDL006W
YIR017C	0.711274919253293	-0.0045740571524648	-1	YDL006W
YIR018W	6.33205683443026e-05	0.0231566554081251	1	YDL006W
YIR023W	2.22957702898676e-05	0.0265304480959019	1	YDL006W
YIR033W	0.0597772533564406	0.0499394814165649	-1	YDL006W
YJL056C	0.942071434285778	-0.0117355439864554	-1	YDL006W
YJL089W	0.990937727935864	-0.0166049741373271	1	YDL006W
YJL103C	0.0587132264694394	0.0540867175161082	1	YDL006W
YJL110C	0.998654623944401	-0.0206454320596329	-1	YDL006W
YJL127C	0.960560103298382	-0.0167007162466814	-1	YDL006W
YJL206C	0.999874809919638	-0.0204258457089391	-1	YDL006W
YJR060W	0.000136225985542537	0.0186426510659973	1	YDL006W
YJR094C	0.664029028540639	-0.00381045653650723	1	YDL006W
YJR127C	0.899097160484394	-0.00985665909595194	-1	YDL006W
YJR140C	0.986029890236162	-0.0166775762680665	-1	YDL006W
YJR147W	0.826696359615346	-0.00647383974789955	1	YDL006W
YKL005C	0.988281300903609	-0.0187202108244367	-1	YDL006W
YKL015W	9.41658714568958e-07	0.0401011617322671	1	YDL006W
YKL020C	1.73349621606294e-28	0.0468569756895745	1	YDL006W
YKL032C	0.00826927721875787	0.013119220458279	1	YDL006W
YKL038W	0.720521348326322	-0.00458973773625353	-1	YDL006W
YKL043W	0.00103491847970709	0.0188722620484506	1	YDL006W
YKL062W	3.06195245879714e-09	0.0254443034723344	1	YDL006W
YKL072W	0.697898822135326	-0.00466816528994088	-1	YDL006W
YKL109W	0.999765915102374	-0.0202539948538567	-1	YDL006W
YKL112W	0.117243600165206	0.0055680822149452	-1	YDL006W
YKL185W	1.53155932054525e-11	0.0552494795269585	1	YDL006W
YKL222C	0.991449997557571	-0.0148420349309593	-1	YDL006W
YKR034W	0.96209489147519	-0.0122145490406218	-1	YDL006W
YKR064W	0.924727232791886	-0.00861515091911999	-1	YDL006W
YKR099W	0.755017083747742	-0.00462470829018429	-1	YDL006W
YLR013W	0.994522224395843	-0.01746735515628	-1	YDL006W
YLR014C	0.853628973188323	-0.00745050194905882	-1	YDL006W
YLR098C	0.961261327727509	-0.0103923392225705	-1	YDL006W
YLR131C	0.00062260641655265	0.0229119810525385	1	YDL006W
YLR176C	0.262002949435307	0.00328352381098937	-1	YDL006W
YLR182W	6.22608941798256e-07	0.034484382974799	-1	YDL006W
YLR183C	0.157522540240531	0.00533927369788583	-1	YDL006W
YLR228C	0.122855026109673	0.00892592088371249	1	YDL006W
YLR256W	3.40963085131768e-07	0.0338118065233853	1	YDL006W
YLR266C	0.581236625546584	-0.0260652701147973	-1	YDL006W
YLR278C	0.657745078444887	-0.0023378346002772	-1	YDL006W
YLR403W	0.142113467804818	0.00577062242183459	-1	YDL006W
YLR451W	0.00855852858801644	0.016772430206296	-1	YDL006W
YML007W	6.1098121414358e-09	0.0333427408343024	1	YDL006W
YML027W	0.444764455841887	0.000345530464826008	-1	YDL006W
YML051W	0.990773746179242	-0.0171184367725729	-1	YDL006W
YML076C	0.502142318650629	-1.12950313153773e-07	-1	YDL006W
YML081W	0.943117738082475	-0.0145427057862537	-1	YDL006W
YML099C	0.940745384545472	-0.0118700798632696	-1	YDL006W
YML113W	0.999991196343442	-0.0374513527796609	1	YDL006W
YMR016C	6.51253152726559e-07	0.0246453877967286	1	YDL006W
YMR019W	0.879775546181903	-0.00785884142895632	-1	YDL006W
YMR021C	0.674496575223357	-0.00304085276436725	-1	YDL006W
YMR037C	6.49623035272466e-21	0.0370614234925358	1	YDL006W
YMR042W	0.338425594153033	0.00289612595023108	-1	YDL006W
YMR043W	0.00425936397214397	0.0160604709817525	1	YDL006W
YMR053C	0.986506348604781	-0.0147775709622668	1	YDL006W
YMR070W	0.178149662229378	0.00591180035345803	1	YDL006W
YMR075W	0.962959165179076	-0.016405028030099	-1	YDL006W
YMR164C	0.292209311384594	0.0035817047674633	-1	YDL006W
YMR172W	1.60402744342507e-13	0.277287678123549	1	YDL006W
YMR182C	0.851637102365882	-0.00668694337359641	1	YDL006W
YMR280C	0.0141701215019041	0.0495128672595806	1	YDL006W
YNL027W	4.22577807668002e-07	0.0476296097208005	1	YDL006W
YNL068C	2.43059440298716e-08	0.0210997743803967	-1	YDL006W
YNL139C	0.993296360352026	-0.0219830704011197	-1	YDL006W
YNL167C	2.28478865610207e-13	0.0503293518270339	1	YDL006W
YNL199C	0.652868977265834	-0.00245291041232367	1	YDL006W
YNL216W	2.7494042388003e-06	0.0182776240980521	1	YDL006W
YNL257C	0.969444687294496	-0.0162047270227379	-1	YDL006W
YNL309W	0.183488730898429	0.00713348643521015	1	YDL006W
YNL314W	0.0674542542867669	0.00920216715787384	1	YDL006W
YNR063W	0.871715628892672	-0.00712635226096152	-1	YDL006W
YOL028C	0.000149138491909175	0.02304649413755	1	YDL006W
YOL067C	0.867606242860888	-0.00655870897339532	1	YDL006W
YOL089C	0.895727577943328	-0.00920588811940741	-1	YDL006W
YOL108C	5.87227386937671e-11	0.0297143390592381	1	YDL006W
YOL116W	0.100662587418741	0.0113993309778589	-1	YDL006W
YOR028C	2.12856448704617e-07	0.0242902593467951	1	YDL006W
YOR032C	0.967067879729978	-0.014831008638078	-1	YDL006W
YOR038C	0.406440153528183	0.00171893374042478	-1	YDL006W
YOR113W	0.129768977492461	0.00806354000158495	1	YDL006W
YOR140W	0.775702035731971	-0.00490961881734112	-1	YDL006W
YOR162C	0.0529918924035587	0.00753346280197367	-1	YDL006W
YOR229W	0.776432032561011	-0.00770001345292941	-1	YDL006W
YOR230W	0.999289560402911	-0.0335745006375651	-1	YDL006W
YOR337W	0.0693899114174639	0.0394658924537897	1	YDL006W
YOR344C	0.158216683940969	0.00632227133052772	-1	YDL006W
YOR358W	0.715725622828535	-0.00351332534701686	-1	YDL006W
YOR363C	0.00108133421780127	0.0197472111336974	1	YDL006W
YOR380W	0.671755895161977	-0.00277835916334473	-1	YDL006W
YPL038W	0.733182258609272	-0.0039797125170304	-1	YDL006W
YPL049C	0.893228276817082	-0.0071401624751222	1	YDL006W
YPL075W	0.972293401037455	-0.0140542441776018	1	YDL006W
YPL089C	0.0782073960255382	0.0123406318653482	1	YDL006W
YPL133C	1.41622085992255e-13	0.107837313553902	1	YDL006W
YPL139C	0.997213745993099	-0.0165715976164186	1	YDL006W
YPL177C	0.171225596366445	0.00751551686769748	-1	YDL006W
YPL202C	0.63813273459247	-0.00160362089376596	1	YDL006W
YPL230W	0.968689229509871	-0.0137672590733114	-1	YDL006W
YPL248C	0.999947930145154	-0.0241871233039058	-1	YDL006W
YPR008W	0.682486871437183	-0.00551616387906924	-1	YDL006W
YPR009W	0.847375684657265	-0.0127599487559395	1	YDL006W
YPR022C	0.809633328480068	-0.00504910201554722	-1	YDL006W
YPR065W	0.00428010398943877	0.0174217254885819	1	YDL006W
YPR196W	0.969982658494061	-0.016080889637562	-1	YDL006W
YPR199C	0.860016887530815	-0.00889114554304782	1	YDL006W
YAL051W	0.00287971011367415	0.00508067585064029	-1	YDL025C
YBL005W	0.852005531508519	-0.00249302071833376	1	YDL025C
YBL008W	0.816971486175188	-0.00229796259890301	1	YDL025C
YBL021C	0.0313385064180025	0.0046602467105338	1	YDL025C
YBL054W	0.65203912992178	-0.00105880033182359	1	YDL025C
YBL103C	0.333240410968854	0.000782038699258753	1	YDL025C
YBR033W	0.985197429945478	-0.00502884708311066	1	YDL025C
YBR049C	0.000130161017045069	0.00599228121270122	-1	YDL025C
YBR083W	0.495851777362706	5.91778933623005e-05	-1	YDL025C
YBR112C	0.624928064940988	-0.00410206835948754	-1	YDL025C
YBR150C	0.162466710803468	0.0033163796960124	1	YDL025C
YBR182C	0.994294627607539	-0.00499484890834843	-1	YDL025C
YBR239C	0.804414265235912	-0.00206773135730931	1	YDL025C
YBR240C	0.547443695826831	-0.000137830955014006	1	YDL025C
YBR297W	0.484858964565339	1.70696542393324e-05	-1	YDL025C
YCL055W	0.496607928163297	0.00025061830448356	-1	YDL025C
YCR065W	0.184644198757745	0.00167354724524424	-1	YDL025C
YCR084C	0.904667702889882	-0.00359940724343317	-1	YDL025C
YCR106W	0.0735243609244186	0.00327093562640705	1	YDL025C
YDL020C	0.651399555698982	-0.000604756173320149	1	YDL025C
YDL048C	0.640840133012562	-0.000941032550313967	-1	YDL025C
YDL056W	0.236733606668491	0.00111132172854537	-1	YDL025C
YDL106C	0.00939963660452688	0.00436000194341001	-1	YDL025C
YDL170W	0.557237386565474	-0.000217080622347017	1	YDL025C
YDR009W	0.411244957571488	0.000483285320389359	1	YDL025C
YDR026C	0.775431711516636	-0.00182567095567917	1	YDL025C
YDR034C	0.888526606881489	-0.026239323412629	-1	YDL025C
YDR043C	0.417262641380046	0.000285032838228678	-1	YDL025C
YDR049W	0.82836689545898	-0.00202343566807717	1	YDL025C
YDR123C	5.07725923201319e-05	0.00650906949094031	-1	YDL025C
YDR146C	0.815692080715056	-0.00169341567191636	-1	YDL025C
YDR174W	0.217773407085055	0.021851160088329	1	YDL025C
YDR207C	0.000414980135148647	0.00587359053681641	-1	YDL025C
