loss	sse	Lp	epoch	time
8507035.40113	8505465.23998	14403.12720	68	2020-02-06T04:41:07.02
8399876.03238	8398314.35314	14403.78867	69	2020-02-06T04:55:55.311
8296567.96574	8295014.63746	14404.40507	70	2020-02-06T05:10:36.685
8196884.32688	8195339.18450	14404.98720	71	2020-02-06T05:25:26.964
8100584.03743	8099046.92218	14405.53446	72	2020-02-06T05:40:12.074
8007415.92386	8005886.66057	14406.06353	73	2020-02-06T05:54:52.902
7917123.72926	7915602.22288	14406.55325	74	2020-02-06T06:09:50.213
7829452.36057	7827938.49181	14407.00761	75	2020-02-06T06:24:39.757
7744154.48986	7742648.11454	14407.43915	76	2020-02-06T06:39:28.036
7660997.48808	7659498.47042	14407.84388	77	2020-02-06T06:54:08.945
7579770.25612	7578278.41890	14408.21951	78	2020-02-06T07:08:54.842
7500289.10727	7498804.30648	14408.57794	79	2020-02-06T07:23:41.262
7422402.47486	7420924.67927	14408.90799	80	2020-02-06T07:38:29.788
7345994.14115	7344523.23820	14409.22123	81	2020-02-06T07:53:14.635
7270983.77352	7269519.67997	14409.53558	82	2020-02-06T08:07:55.75
7197325.61658	7195868.29220	14409.84621	83	2020-02-06T08:22:58.88
7125005.02681	7123554.38161	14410.15423	84	2020-02-06T08:37:47.717
7054032.91186	7052588.85320	14410.48200	85	2020-02-06T08:52:33.956
6984439.10176	6983001.45679	14410.80797	86	2020-02-06T09:07:31.729
6916264.62649	6914833.30016	14411.14607	87	2020-02-06T09:22:27.693
6849554.52748	6848129.38526	14411.50014	88	2020-02-06T09:37:24.771
6784350.76181	6782931.73055	14411.86696	89	2020-02-06T09:52:15.45
6720686.61959	6719273.64723	14412.25968	90	2020-02-06T10:07:08.963
6658582.48486	6657175.49315	14412.68967	91	2020-02-06T10:21:46.813
6598043.13569	6596642.07551	14413.13495	92	2020-02-06T10:36:42.642
6539056.90164	6537661.68886	14413.59513	93	2020-02-06T10:51:29.187
6481596.10935	6480206.64270	14414.08388	94	2020-02-06T11:06:15.154
6425618.77812	6424235.00701	14414.58381	95	2020-02-06T11:20:56.547
6371071.37929	6369693.23670	14415.09758	96	2020-02-06T11:35:44.877
6317891.90818	6316519.35521	14415.62424	97	2020-02-06T11:50:32.926
6266013.39182	6264646.33862	14416.16112	98	2020-02-06T12:05:33.75
6215367.03001	6214005.41993	14416.71460	99	2020-02-06T12:20:29.356
6165885.39321	6164529.05640	14417.27666	100	2020-02-06T12:35:11.409
6117504.54676	6116153.39853	14417.84545	101	2020-02-06T12:49:06.786
6070166.11345	6068820.13383	14418.41953	102	2020-02-06T13:03:11.557
6023818.51224	6022477.65847	14419.00147	103	2020-02-06T13:17:53.617
5978417.33004	5977081.56457	14419.58940	104	2020-02-06T13:33:00.83
5933925.20999	5932594.50151	14420.17835	105	2020-02-06T13:48:31.232
5890311.26740	5888985.48884	14420.77412	106	2020-02-06T14:03:47.493
5847549.74547	5846228.79871	14421.37256	107	2020-02-06T14:19:12.62
5805618.66881	5804302.52321	14421.96551	108	2020-02-06T14:34:20.949
5764498.35684	5763187.01839	14422.55317	109	2020-02-06T14:51:07.911
5724170.05495	5722863.36088	14423.12905	110	2020-02-06T15:07:37.081
5684614.00184	5683311.96032	14423.69390	111	2020-02-06T15:24:21.69
5645808.88778	5644511.47061	14424.24553	112	2020-02-06T15:40:28.112
5607730.97259	5606438.10768	14424.78963	113	2020-02-06T15:56:28.873
5570353.74760	5569065.43157	14425.32384	114	2020-02-06T16:11:53.873
5533648.36534	5532364.59952	14425.84834	115	2020-02-06T16:27:32.843
5497584.33240	5496305.05500	14426.36217	116	2020-02-06T16:43:01.799
5462130.33235	5460855.53780	14426.86166	117	2020-02-06T16:59:06.623
5427255.63417	5425985.28118	14427.35228	118	2020-02-06T17:15:01.081
5392931.16558	5391665.21919	14427.83294	119	2020-02-06T17:30:50.642
5359130.53752	5357869.03849	14428.30315	120	2020-02-06T17:46:30.621
5325831.03710	5324573.92620	14428.75775	121	2020-02-06T18:02:06.912
5293013.67521	5291760.92669	14429.19956	122	2020-02-06T18:17:43.843
5260663.25433	5259414.87712	14429.63795	123	2020-02-06T18:33:11.447
5228768.00637	5227523.96810	14430.06948	124	2020-02-06T18:48:38.752
5197318.78307	5196079.02383	14430.49207	125	2020-02-06T19:04:14.855
5166308.14118	5165072.63353	14430.90861	126	2020-02-06T19:19:44.314
5135729.51104	5134498.28204	14431.32083	127	2020-02-06T19:35:29.79
5105576.59208	5104349.60779	14431.73335	128	2020-02-06T19:51:09.402
5075842.62444	5074619.87472	14432.14254	129	2020-02-06T20:07:04.411
5046520.35330	5045301.71376	14432.54323	130	2020-02-06T20:22:46.57
5017601.74167	5016387.11742	14432.93974	131	2020-02-06T20:38:44.432
4989078.25929	4987867.64551	14433.33497	132	2020-02-06T20:54:27.81
4960941.43473	4959734.77083	14433.73157	133	2020-02-06T21:10:12.87
4933183.03414	4931980.27904	14434.12932	134	2020-02-06T21:25:53.543
4905795.62120	4904596.63011	14434.52428	135	2020-02-06T21:41:49.682
4878772.56167	4877577.22994	14434.91752	136	2020-02-06T21:57:35.113
4852108.29535	4850916.56038	14435.31523	137	2020-02-06T22:13:30.363
4825798.29913	4824610.15487	14435.71266	138	2020-02-06T22:28:43.285
4799839.02683	4798654.43653	14436.11331	139	2020-02-06T22:44:27.767
4774227.62012	4773046.45758	14436.51243	140	2020-02-06T23:00:25.351
4748961.38196	4747783.57694	14436.90856	141	2020-02-06T23:15:47.165
4724037.57802	4722863.14308	14437.30361	142	2020-02-06T23:31:11.895
4699453.33853	4698282.22734	14437.69814	143	2020-02-06T23:46:55.208
4675205.33311	4674037.44221	14438.09555	144	2020-02-07T00:03:09.108
4651289.54627	4650124.86333	14438.49278	145	2020-02-07T00:18:38.559
4627701.49803	4626540.04747	14438.89195	146	2020-02-07T00:34:08.218
4604436.41364	4603278.13513	14439.29010	147	2020-02-07T00:49:44.672
4581489.20118	4580333.99981	14439.68882	148	2020-02-07T01:05:25.446
4558854.54996	4557702.40345	14440.08653	149	2020-02-07T01:20:29.074
4536527.23562	4535378.12565	14440.48602	150	2020-02-07T01:35:58.369
4514502.04916	4513356.04391	14440.88661	151	2020-02-07T01:51:18.049
4492774.07400	4491631.13883	14441.28570	152	2020-02-07T02:06:39.353
4471338.42338	4470198.46136	14441.68546	153	2020-02-07T02:22:02.525
4450190.02253	4449053.04366	14442.08548	154	2020-02-07T02:37:38.811
4429323.84190	4428189.80359	14442.48696	155	2020-02-07T02:52:55.588
4408734.56277	4407603.45496	14442.88936	156	2020-02-07T03:08:26.407
4388416.57754	4387288.45216	14443.29081	157	2020-02-07T03:23:52.817
4368364.15840	4367238.97549	14443.68909	158	2020-02-07T03:39:25.861
4348571.28894	4347448.96067	14444.08673	159	2020-02-07T03:54:56.692
4329031.67202	4327912.16644	14444.48297	160	2020-02-07T04:10:48.051
4309738.94699	4308622.25751	14444.88004	161	2020-02-07T04:26:10.295
4290686.81347	4289572.89284	14445.28095	162	2020-02-07T04:41:30.873
4271868.93909	4270757.80416	14445.68193	163	2020-02-07T04:56:44.236
4253279.22182	4252170.84561	14446.08252	164	2020-02-07T05:12:11.458
4234911.68590	4233806.02210	14446.48202	165	2020-02-07T05:27:42.398
4216760.43188	4215657.48949	14446.88293	166	2020-02-07T05:43:59.84
4198819.81655	4197719.54196	14447.28742	167	2020-02-07T05:59:39.631
4181084.21317	4179986.58759	14447.69456	168	2020-02-07T06:15:28.03
4163548.13682	4162453.13159	14448.10179	169	2020-02-07T06:31:02.014
4146206.15819	4145113.76911	14448.50781	170	2020-02-07T06:47:11.471
4129053.04922	4127963.19136	14448.91419	171	2020-02-07T07:02:43.748
4112083.53138	4110996.20356	14449.32101	172	2020-02-07T07:18:57.655
4095292.54288	4094207.74972	14449.72743	173	2020-02-07T07:34:30.501
4078675.21281	4077592.94013	14450.13419	174	2020-02-07T07:50:26.854
4062226.82751	4061147.07422	14450.53829	175	2020-02-07T08:05:45.99
4045942.92290	4044865.65015	14450.94088	176	2020-02-07T08:21:28.921
4029819.16131	4028744.36590	14451.34342	177	2020-02-07T08:36:49.494
4013851.42192	4012779.10873	14451.74532	178	2020-02-07T08:52:39.37
3998035.79025	3996965.94010	14452.14884	179	2020-02-07T09:07:53.011
3982368.48901	3981301.07800	14452.55334	180	2020-02-07T09:23:19.264
3966845.86633	3965780.88172	14452.95614	181	2020-02-07T09:38:37.421
3951464.41865	3950401.84333	14453.35877	182	2020-02-07T09:54:14.789
3936220.77428	3935160.58534	14453.76289	183	2020-02-07T10:09:39.533
3921111.63671	3920053.86301	14454.16757	184	2020-02-07T10:25:15.004
3906133.96991	3905078.56907	14454.57143	185	2020-02-07T10:40:34.654
3891284.84687	3890231.73875	14454.97739	186	2020-02-07T10:56:00.359
3876561.33275	3875510.55085	14455.38368	187	2020-02-07T11:11:27.302
3861960.76816	3860912.32478	14455.79155	188	2020-02-07T11:27:05.552
3847480.65600	3846434.51363	14456.20005	189	2020-02-07T11:42:41.942
3833118.57680	3832074.69327	14456.60842	190	2020-02-07T11:58:22.669
3818872.18811	3817830.55047	14457.01540	191	2020-02-07T12:14:10.332
3804739.23980	3803699.87409	14457.42224	192	2020-02-07T12:29:43.982
3790717.69580	3789680.54243	14457.82874	193	2020-02-07T12:45:18.889
3776805.45445	3775770.51923	14458.23552	194	2020-02-07T13:00:46.188
3763000.54474	3761967.84904	14458.64335	195	2020-02-07T13:16:18.697
3749301.11113	3748270.65424	14459.05137	196	2020-02-07T13:32:11.875
3735705.37153	3734677.13526	14459.45877	197	2020-02-07T13:47:30.91
3722211.63049	3721185.56498	14459.86577	198	2020-02-07T14:03:07.542
3708818.13174	3707794.28459	14460.27376	199	2020-02-07T14:18:26.151
3695523.31283	3694501.69819	14460.68254	200	2020-02-07T14:33:54.882
