systematicName,geneSymbol,"ctk1-del vs. wt","ctk1-del vs. wt","cak1-del vs. wt","cak1-del vs. wt",
YFL061W,DDI3,0.62200261,0,1.2810572,0,
YFL062W,COS4,0.27824649,1,0.63763807,0,
YFL063W,YFL063W,1.0606631,0,0.16046847,1,
YFL064C,YFL064C,-0.25542553,1,-0.067123951,1,
YFL065C,YFL065C,-0.050859551,1,0.10003572,1,
YFL066C,YFL066C,1.0150479,0,1.0303078,0,
YFL067W,YFL067W,0.36693484,0.149,0.074395826,1,
YDR545C-A,YDR545C-A,0.23204671,1,0.012840382,1,
YFR001W,LOC1,-0.26094171,1,-0.47983627,0,
YFR002W,NIC96,0.039517446,1,-0.50236005,0,
YFR003C,YPI1,0.28938595,0.641,0.3932075,0,
YFR004W,RPN11,0.30855892,0.804,-0.096569864,1,
YFR005C,SAD1,-0.065195177,1,-0.60303169,0,
YFR006W,YFR006W,0.22502808,1,0.18669071,1,
YFR007W,YFR007W,-0.30634846,1,-0.096700988,1,
YFR008W,FAR7,0.010178292,1,-0.15573649,1,
YFR009W,GCN20,-0.25402956,0.998,-0.17765653,1,
YFR010W,UBP6,0.26811096,0.829,0.30595885,0.007,
YFR011C,YFR011C,-0.61014027,0,-0.076878209,1,
YFR012W,YFR012W,-0.19429977,1,0.74942271,0,
YFR012W-A,YFR012W-A,-0.077416977,1,0.59770755,0,
YFR013W,IOC3,-0.19776376,1,0.00083652056,1,
YFR014C,CMK1,-0.15892698,1,-0.010590649,1,
YFR015C,GSY1,0.92570326,0,1.5086568,0,
YFR016C,YFR016C,-0.40922075,0.007,0.4222653,0.006,
YFR017C,YFR017C,0.21098727,1,0.65640484,0,
YFR018C,YFR018C,0.0057305301,1,0.80306994,0,
YFR019W,FAB1,0.66605666,0,0.3303404,0.041,
YFR020W,YFR020W,0.90670592,0,0.41371322,0,
YFR021W,ATG18,-0.25319022,0.999,0.071927382,1,
YFR022W,ROG3,0.39836132,0.008,0.34529417,0,
YFR023W,PES4,0.17494325,1,1.8929427,0,
YFR024C-A,LSB3,-0.095377949,1,0.033285554,1,
YFR024C-A,LSB3,-0.041405248,1,0.15469985,1,
YFR025C,HIS2,-0.24207045,1,0.025850932,1,
YFR026C,YFR026C,1.7775986,0,0.31499808,0.007,
YFR027W,ECO1,0.68337307,0,-0.11845597,1,
YFR028C,CDC14,-0.13115523,1,-0.13687666,1,
YFR029W,PTR3,-0.79811777,0,-0.043471946,1,
YFR030W,MET10,0.66607484,0.005,0.43766453,0,
YFR031C,SMC2,0.62259306,0,-0.18169751,1,
YFR031C-A,RPL2B,0.27350395,1,-0.18343306,1,
YFR032C,YFR032C,-0.13247987,1,0.049895586,1,
YFR032C-A,RPL29,-0.45909984,0.541,0.068175498,1,
YFR033C,QCR6,-0.017427275,1,0.35876758,0,
YFR034C,PHO4,-0.27747802,0.99,-0.32857618,0.007,
YFR035C,YFR035C,-0.14257948,1,-0.15042981,1,
YFR036W,CDC26,-1.1139665,0,-0.19467782,1,
YFR037C,RSC8,-0.29681955,0.488,-0.61803227,0,
YFR038W,IRC5,0.10898605,1,-0.17869633,1,
YFR039C,YFR039C,-0.044849407,1,-0.055176029,1,
YFR040W,SAP155,-0.16535188,1,-0.50016279,0,
YFR041C,ERJ5,0.16088147,1,-0.41817251,0,
YFR042W,KEG1,0.23063342,1,0.0075256326,1,
YFR043C,IRC6,0.97698677,0,0.089281188,1,
YFR044C,DUG1,-0.57407455,0,-0.025002347,1,
YFR045W,YFR045W,-0.21398418,1,0.34994269,0.006,
YFR046C,CNN1,0.10693787,1,-0.21859664,0.898,
YFR047C,BNA6,-1.3945853,0,0.033539293,1,
YFR048W,RMD8,-0.041978457,1,-0.30322271,0.003,
YFR049W,YMR31,-0.14921978,1,0.082729835,1,
YFR050C,PRE4,0.18120435,1,0.035412768,1,
YFR051C,RET2,-0.10642189,1,-0.29845981,0.823,
YFR052W,RPN12,-0.01430868,1,0.083478902,1,
YFR053C,HXK1,1.4479388,0,1.8476522,0,
YFR054C,YFR054C,-0.28474094,0.711,0.48363265,0,
YFR055W,IRC7,0.14815318,1,0.70749829,0,
YFR056C,YFR056C,-0.1552737,1,-0.24350271,0.142,
YFR057W,YFR057W,0.21780148,1,0.0073964599,1,
YGL001C,ERG26,-0.49716431,0.002,0.0020327672,1,
YGL002W,ERP6,-0.070125699,1,-0.11911547,1,
YGL003C,CDH1,-0.026936887,1,0.072284196,1,
YGL004C,RPN14,-1.1546954,0,0.038141151,1,
YGL005C,COG7,0.1359682,1,-0.19573658,1,
YGL006W,PMC1,0.1230172,1,-0.071246904,1,
YGL007W,BRP1,-0.053068561,1,-0.17259556,1,
YGL008C,PMA1,-0.13554481,1,-0.3921068,0,
YGL009C,LEU1,0.21316684,1,-1.2017587,0,
YGL010W,YGL010W,0.58658702,0,0.89707,0,
YGL011C,SCL1,0.20713071,1,-0.0084979266,1,
YGL012W,ERG4,-0.10036185,1,-0.39228478,0,
YGL013C,PDR1,0.20193491,1,-0.10954552,1,
YGL014W,PUF4,-0.32989751,0.714,-0.21714192,1,
YGL015C,YGL015C,-0.060794489,1,0.23354452,0.958,
YGL016W,KAP122,0.43814378,0.004,-0.35788071,0.014,
YGL017W,ATE1,-0.20684823,1,-0.035738897,1,
YGL018C,JAC1,-0.95466328,0,-0.33009518,0.02,
YGL019W,CKB1,-0.11394313,1,0.0011248635,1,
YGL020C,GET1,0.060863642,1,-0.087632188,1,
YGL021W,ALK1,-0.081244361,1,-0.071857873,1,
YGL022W,STT3,0.12208956,1,0.0049687317,1,
YGL023C,PIB2,-0.17537225,1,-0.36189835,0,
YGL024W,YGL024W,0.44364908,0.004,-0.29278622,0.573,
YGL025C,PGD1,-0.15826997,1,-0.10224998,1,
YGL026C,TRP5,0.01306915,1,0.41534765,0,
YGL027C,CWH41,0.14725459,1,-0.168447,1,
YGL028C,SCW11,0.27530509,0.986,-0.33224591,0.003,
YGL029W,CGR1,-0.51115597,0.001,-0.45616959,0,
YGL030W,RPL30,-0.2522981,1,-0.40203888,0,
YGL031C,RPL24A,-0.36912862,1,0.049616829,1,
YGL032C,AGA2,0.76170228,0,0.76547534,0,
YGL033W,HOP2,-0.24399297,1,-0.080376174,1,
YGL034C,YGL034C,-0.24116812,1,-0.16042733,1,
YGL035C,MIG1,0.032030294,1,-0.056731268,1,
YGL036W,YGL036W,0.16652264,1,0.66823715,0,
YGL037C,PNC1,0.46746731,0.003,0.9369978,0,
YGL038C,OCH1,0.028215507,1,0.78454586,0,
YGL039W,YGL039W,-0.97715924,0,-0.72397031,0,
YGL040C,HEM2,-0.13624547,1,-0.29672916,0.185,
YGL041C,YGL041C,0.52055803,1,-0.24957015,0.112,
YGL042C,YGL042C,-0.15806873,1,-0.30054254,0.354,
YGL043W,DST1,-0.16087564,1,-0.19901357,1,
YGL044C,RNA15,-0.053456272,1,0.024135252,1,
YGL045W,RIM8,0.73130491,0,0.20485437,1,
YGL045W,RIM8,-0.09410078,1,-0.060370201,1,
YGL047W,ALG13,-0.14925017,1,0.17084803,1,
YGL048C,RPT6,-0.041247879,1,-0.041023731,1,
YGL049C,TIF4632,0.030957522,1,-0.046445692,1,
YGL050W,TYW3,-0.34648316,0.101,-0.66249213,0,
YGL051W,MST27,-0.43964503,0.003,-0.11206148,1,
YGL052W,YGL052W,0.57514772,1,1.0734844,0,
YGL053W,PRM8,-0.27959019,0.942,1.6090978,0,
YGL054C,ERV14,-0.17257604,1,-0.35563607,0,
YGL055W,OLE1,-0.70906608,0.103,-0.22288206,1,
YGL056C,SDS23,-0.039756689,1,-0.23925956,0.355,
YGL057C,YGL057C,-0.0094850926,1,-0.21411136,0.541,
YGL058W,RAD6,-0.10644208,1,0.0029688949,1,
YGL059W,YGL059W,-0.013788598,1,0.40685228,0,
YGL060W,YBP2,0.070938821,1,0.39084375,0,
YGL061C,DUO1,0.076600139,1,-0.020672628,1,
YGL062W,PYC1,0.80455751,0,0.78646254,0,
YGL063W,PUS2,-0.2892718,0.811,-0.24660769,0.59,
YGL064C,MRH4,-0.37404504,0.018,-0.32013126,0.02,
YGL065C,ALG2,-0.15474522,1,-0.1191233,1,
YGL066W,SGF73,0.32626121,0.196,-0.1214567,1,
YGL067W,NPY1,0.14186436,1,0.084853448,1,
YGL068W,MNP1,-0.34821581,0.21,-0.40502539,0,
YGL069C,YGL069C,0.0008221019,1,-0.33643859,0,
YGL070C,RPB9,-0.099613478,1,-0.39584136,0,
YGL071W,AFT1,0.0096768116,1,-0.28951335,0.014,
YGL072C,YGL072C,-0.28201942,0.928,-1.261227,0,
YGL073W,HSF1,-0.13132114,1,0.094587409,1,
YGL074C,YGL074C,0.0040626743,1,-0.2795324,0.998,
YGL075C,MPS2,0.025978463,1,-0.58064449,0,
YGL076C,RPL7A,-0.031089403,1,-0.76131095,0,
YGL077C,HNM1,-0.45938545,0.003,-0.5025215,0,
YGL078C,DBP3,-0.091492953,1,-0.49521082,0,
YGL079W,YGL079W,-0.035194772,1,-0.084405676,1,
YGL080W,FMP37,0.16240341,1,0.13203717,1,
YGL081W,YGL081W,-0.22484661,1,0.47327779,0,
YGL082W,YGL082W,-0.44648418,0,-0.21891563,0.872,
YGL083W,SCY1,-0.27280968,0.924,-0.78702234,0,
YGL084C,GUP1,-0.27835086,1,-0.52752679,0,
YGL085W,YGL085W,0.092978654,1,-0.066146403,1,
YGL086W,MAD1,0.198821,1,-0.1936116,1,
YGL087C,MMS2,-1.2766913,0,0.32045002,0.035,
YGL088W,YGL088W,1.476729,0,-0.80170451,0,
YGL089C,MF(ALPHA)2,1.3036405,0,0.91008791,0,
YGL090W,LIF1,-0.041546302,1,-0.17533152,1,
YGL091C,NBP35,0.33118926,0.559,0.10810288,1,
YGL092W,NUP145,-0.18374109,1,-0.56342876,0,
YGL093W,SPC105,0.44719831,0.022,-0.2406021,0.25,
YGL094C,PAN2,-0.12692074,1,-0.51113336,0,
YGL095C,VPS45,0.082825193,1,-0.036219613,1,
YGL096W,TOS8,0.47181176,0,0.54771633,0,
YGL097W,SRM1,-0.32717823,0.214,-0.27825813,0.949,
YGL098W,USE1,1.7055445,0,0.32339313,0.158,
YGL099W,LSG1,-0.43468944,0.004,-0.57284226,0,
YGL100W,SEH1,-0.33995309,0.738,-0.082713381,1,
YGL101W,YGL101W,-0.98853585,0,-0.89606332,0,
YGL102C,YGL102C,-0.093742021,1,-0.37431617,0,
YGL103W,RPL28,-0.62510186,0,-0.50535091,0,
YGL104C,VPS73,0.060628496,1,0.75866135,0,
YGL105W,ARC1,-0.1593555,1,-0.17675282,1,
YGL106W,MLC1,-0.13695757,1,0.3914488,0,
YGL107C,RMD9,-0.06401532,1,-0.21927332,1,
YGL108C,YGL108C,-0.61644334,0,-0.37975519,0.011,
YGL109W,YGL109W,-0.096156514,1,-0.19208789,1,
YGL110C,CUE3,0.57286057,0,0.089498151,1,
YGL111W,NSA1,-0.56007479,0,-0.22565275,1,
YGL112C,TAF6,-0.3380042,0.245,-0.47033295,0,
YGL113W,SLD3,0.50463056,0,-0.10852015,1,
YGL114W,YGL114W,0.57412089,0,0.095613912,1,
YGL115W,SNF4,-0.055286955,1,-0.28863021,0.007,
YGL116W,CDC20,0.084363661,1,-0.21682164,1,
YGL117W,YGL117W,-0.82534048,0,0.010951663,1,
YGL118C,YGL118C,-0.10353593,1,-0.13212567,1,
YGL119W,ABC1,-0.07602177,1,-0.13664667,1,
YGL120C,PRP43,-0.54843807,0,-0.35676811,0,
YGL121C,GPG1,1.0418317,0,1.4345455,0,
YGL122C,NAB2,-0.089750875,1,-0.38893718,0,
YGL123W,RPS2,-1.174693,0,-1.3295186,0,
YGL124C,MON1,0.79003799,0,0.26374356,0.079,
YGL125W,MET13,-0.19481322,1,-0.20695813,0.96,
YGL126W,SCS3,0.049867713,1,-0.32935542,0.517,
YGL127C,SOH1,-0.041182561,1,-0.3149605,0.97,
YGL128C,CWC23,-0.24770869,1,0.058330351,1,
YGL129C,RSM23,-0.13408277,1,-0.096842925,1,
YGL130W,CEG1,0.33643193,0.293,-0.15601616,1,
YGL131C,SNT2,-0.3405412,0.116,0.40983081,0,
YGL132W,YGL132W,0.025099687,1,-0.16852645,1,
YGL133W,ITC1,0.034722824,1,-0.16354744,1,
YGL134W,PCL10,-0.14273396,1,-0.44627383,0.022,
YGL135W,RPL1B,-0.41750758,0.033,-0.78244417,0,
YGL136C,MRM2,-0.49783237,0,-0.04425423,1,
YGL137W,SEC27,-0.24661796,0.993,0.0021768264,1,
YGL138C,YGL138C,-0.069830392,1,-0.037855247,1,
YGL139W,FLC3,-0.11349668,1,-0.46164063,0,
YGL140C,YGL140C,0.44635152,0.002,-0.023533711,1,
YGL141W,HUL5,0.85016733,0,0.14963658,1,
YGL142C,GPI10,1.3394909,0,0.087598618,1,
YGL143C,MRF1,-1.3549514,0,-0.24281969,0.402,
YGL144C,ROG1,0.88485577,0,-0.41941647,0,
YGL145W,TIP20,0.25511395,1,0.17462373,1,
YGL146C,YGL146C,-0.72056436,0,-0.42755849,0,
YGL147C,RPL9A,-0.95314019,0,-1.299816,0,
YGL148W,ARO2,-0.27097546,1,-0.28485342,0.735,
YGL149W,YGL149W,-0.39401458,0.253,-0.16240547,1,
YGL150C,INO80,0.014912266,1,-0.059785129,1,
YGL151W,NUT1,0.24917832,1,-0.16704195,1,
YGL152C,YGL152C,0.36934922,0.101,-0.16478411,1,
YGL153W,PEX14,-0.38222007,0.042,-0.29909337,0.037,
YGL154C,LYS5,0.26609688,1,-0.15760359,1,
YGL155W,CDC43,-0.31389485,0.184,-0.027563194,1,
YGL156W,AMS1,0.99091131,0,1.5724241,0,
YGL157W,YGL157W,-0.46070121,1,0.61574586,0,
YGL158W,RCK1,-0.37035708,0.035,0.011524263,1,
YGL159W,YGL159W,-0.60969771,0,0.002493706,1,
YGL160W,YGL160W,-0.16538586,1,-0.20880939,0.466,
YGL161C,YIP5,-0.12474837,1,-0.10992381,1,
YGL162W,SUT1,-0.24432276,1,0.4826831,0,
YGL163C,RAD54,0.65342695,0,-0.14265274,1,
YGL164C,YRB30,0.19905981,1,0.27257268,0.063,
YGL165C,YGL165C,-0.3245038,0.312,-0.36482884,0.022,
YGL166W,CUP2,-0.060355158,1,0.40268944,0,
YGL167C,PMR1,0.085574221,1,-0.050838629,1,
YGL168W,HUR1,0.01981576,1,-0.31376036,0.023,
YGL169W,SUA5,-0.39499313,0.008,-0.34086092,0,
YGL170C,SPO74,-0.026069916,1,0.40714605,0,
YGL171W,ROK1,-0.4330933,0.003,-0.54640551,0,
YGL172W,NUP49,-0.1618437,1,-0.41212428,0,
YGL173C,KEM1,-0.21072981,1,-0.22664164,1,
YGL174W,BUD13,0.12739556,1,-0.093926778,1,
YGL175C,SAE2,0.014712352,1,0.11196609,1,
YGL176C,YGL176C,0.22250783,1,-0.15274226,1,
YGL177W,YGL177W,-0.23552135,1,-0.461438,0,
YGL178W,MPT5,0.37696822,1,0.52242743,0,
YGL179C,TOS3,0.99446387,0,-0.04144979,1,
YGL180W,ATG1,0.38647989,0.422,0.074121763,1,
YGL181W,GTS1,-0.20633547,1,-0.049128509,1,
YGL182C,YGL182C,0.57715084,0,-0.18303664,1,
YGL183C,MND1,0.71835943,0,-0.27654629,0.025,
YGL184C,STR3,0.50154615,0,0.090704412,1,
YGL185C,YGL185C,-0.73423187,0,0.32490275,0.184,
YGL186C,TPN1,-0.052244087,1,0.25815707,0.047,
YGL187C,COX4,-0.38533727,0.318,0.38312088,1,
YGL188C,YGL188C,-0.61988455,0,0.27913844,1,
YGL189C,RPS26A,-0.76730978,0,-0.99923269,0,
YGL190C,CDC55,-0.15686354,1,-0.29813693,0.62,
YGL191W,COX13,0.016624681,1,0.58869905,0,
YGL192W,IME4,0.88859325,0,1.3450614,0,
YGL193C,YGL193C,-0.14554149,1,-0.04760828,1,
YGL194C,HOS2,-0.20968503,1,0.033454718,1,
YGL195W,GCN1,-0.11551773,1,-0.39634636,0,
YGL196W,YGL196W,-0.09844685,1,0.055084567,1,
YGL197W,MDS3,-0.41165786,0.033,-0.3529858,0.453,
YGL198W,YIP4,-1.4922165,0,-0.48690346,0,
YGL199C,YGL199C,0.16101052,1,0.23239061,0.408,
YGL200C,EMP24,0.12309669,1,0.12481777,1,
YGL201C,MCM6,0.013912418,1,-0.9855333,0,
YGL202W,ARO8,-0.20097571,1,0.13489119,1,
YGL203C,KEX1,0.069069689,1,0.10222811,1,
YGL204C,YGL204C,0.067404673,1,-0.36861815,0,
YGL205W,POX1,0.40900526,0.063,0.67164664,0,
YGL206C,CHC1,-0.12436932,1,-0.040933191,1,
YGL207W,SPT16,0.17205221,1,-0.32834792,0,
YGL208W,SIP2,-0.59304109,0,0.19883357,1,
YGL209W,MIG2,-0.66167714,0,-0.44863657,0,
YGL210W,YPT32,0.24528877,0.997,0.059341432,1,
YGL211W,NCS6,-0.60647177,0,-0.27714232,0.303,
YGL212W,VAM7,-0.7222937,0,-0.22371237,1,
YGL213C,SKI8,-0.20831593,1,-0.35983259,0,
YGL214W,YGL214W,-0.11155482,1,-0.31765683,0.001,
YGL215W,CLG1,0.11733599,1,0.68045039,0,
YGL216W,KIP3,0.060490157,1,0.01869114,1,
YGL217C,YGL217C,0.3555576,0.035,-0.16223756,1,
YGL218W,YGL218W,-0.2454032,1,-0.13296704,1,
YGL219C,MDM34,0.24846197,0.996,0.0089170947,1,
YGL220W,YGL220W,-0.1387338,1,-0.03242115,1,
YGL221C,NIF3,-0.86005383,0,-0.19169074,1,
YGL222C,EDC1,-0.23008273,1,-0.48986242,0,
YGL223C,COG1,-0.29563617,1,0.17316582,1,
YGL224C,SDT1,0.1068173,1,0.28578097,0.489,
YGL225W,VRG4,-0.40599424,0.005,-0.23857004,0.604,
YGL226C-A,OST5,0.17173205,1,-0.49075616,0,
YGL226W,YGL226W,0.13817225,1,-0.37656198,0.016,
YGL227W,VID30,-0.017384929,1,0.13899791,1,
YGL228W,SHE10,-0.0052696786,1,-0.069760738,1,
YGL229C,SAP4,-0.10492078,1,-0.29325463,0.007,
YGL230C,YGL230C,-0.46033593,0.024,-0.49511524,0,
YGL231C,YGL231C,-0.46254886,0.003,-0.17578938,1,
YGL232W,TAN1,-0.32893856,0.587,-0.073589092,1,
YGL233W,SEC15,0.25605655,0.952,-0.089853744,1,
YGL234W,"ADE5,7",0.34762031,0.07,0.16009408,1,
YGL235W,YGL235W,0.1678075,1,-0.067231265,1,
YGL236C,MTO1,-0.18163533,1,-0.013421594,1,
YGL237C,HAP2,-0.36104575,0.153,-0.13867503,1,
YGL238W,CSE1,0.10276562,1,-0.23182838,0.499,
YGL239C,YGL239C,-0.014082851,1,-0.10466325,1,
YGL240W,DOC1,-0.035175554,1,-0.00032175687,1,
YGL241W,KAP114,0.17668021,1,-0.40090506,0.014,
YGL242C,YGL242C,0.24815833,0.996,0.53500781,0,
YGL243W,TAD1,0.066784962,1,0.061195547,1,
YGL244W,RTF1,-0.054441736,1,-0.25037478,0.979,
YGL245W,GUS1,0.024390606,1,-0.36599973,0.005,
YGL246C,RAI1,-0.157499,1,-0.30995843,0.003,
YGL247W,BRR6,0.46654882,0.018,-0.34373063,0.01,
YGL248W,PDE1,-0.17591161,1,0.73352789,0,
YGL249W,ZIP2,-0.20294385,1,0.20479179,0.956,
YGL250W,RMR1,-0.14735549,1,-0.49440374,0,
YGL251C,HFM1,-0.09151601,1,0.94583989,0,
YGL252C,RTG2,-0.2793608,1,-0.33147418,0,
YGL253W,HXK2,0.048961537,1,-0.19797888,1,
YGL254W,FZF1,-1.0202058,0,-0.59595142,0,
YGL255W,ZRT1,0.0032999946,1,-0.57558953,0,
YGL256W,ADH4,0.63850948,0,0.16348585,1,
YGL257C,MNT2,-0.076438517,1,0.0089027566,1,
YGL258W,VEL1,-0.18156333,1,-0.10312678,1,
YGL258W-A,YGL258W-A,-0.45930214,0.003,1.6665203,0,
YGL259W,YPS5,-0.21237196,1,0.2182852,1,
YGL260W,YGL260W,-0.58337641,1,-0.0057316564,1,
YGL261C,PAU8,0.41624525,0.003,0.86785694,0,
YGL262W,YGL262W,-0.2708275,0.829,0.9379319,0,
YGL263W,COS12,-0.49517828,0.004,1.1244473,0,
YGR001C,AML1,0.05507068,1,-0.79201222,0,
YGR002C,SWC4,0.38541999,0.056,0.015982763,1,
YGR003W,CUL3,-0.031353295,1,-0.19699951,0.998,
YGR004W,PEX31,0.25236721,0.989,-0.31382491,0.041,
YGR005C,TFG2,0.12293771,1,-0.18955361,1,
YGR006W,PRP18,0.025241461,1,-0.32789695,0,
YGR007W,MUQ1,-0.10989734,1,-0.23348795,0.603,
YGR008C,STF2,1.1807335,0,0.83583517,0,
YGR009C,SEC9,-0.056272171,1,-0.21092183,0.573,
YGR010W,NMA2,-1.0686256,0,-0.092810894,1,
YGR011W,YGR011W,-0.9141267,0,-0.19997442,0.943,
YGR012W,YGR012W,-0.26848133,1,-0.31447781,0.022,
YGR013W,SNU71,-0.08739152,1,0.018420531,1,
YGR014W,MSB2,0.47594609,0.008,0.86657569,0,
YGR015C,YGR015C,-0.65816906,0,-0.24717607,0.144,
YGR016W,YGR016W,-0.12901118,1,-0.20021142,0.822,
YGR017W,YGR017W,-0.65216202,0,-0.26958176,0.067,
YGR018C,YGR018C,0.11696354,1,-0.27645542,0.082,
YGR019W,UGA1,0.11367383,1,0.68950493,0,
YGR020C,VMA7,-0.26559255,0.99,-0.27221544,1,
YGR021W,YGR021W,-0.24455519,1,0.027168209,1,
YGR022C,YGR022C,0.33788232,0.864,0.062757242,1,
YGR023W,MTL1,-0.18696135,1,0.0022344461,1,
YGR024C,THG1,0.10774143,1,0.085356667,1,
YGR025W,YGR025W,-0.080754511,1,0.054945695,1,
YGR026W,YGR026W,0.00044716616,1,0.12532047,1,
YGR027C,RPS25A,-0.61327291,0,-0.77518424,0,
YAR010C,YAR010C,1.040647,0,1.5247909,0,
YAR009C,YAR009C,0.84074923,0,0.96624587,0,
YGR028W,MSP1,-0.26741472,0.962,0.043358505,1,
YGR029W,ERV1,0.24954243,1,0.12521466,1,
YGR030C,POP6,-0.62817576,0,-0.35877214,0.014,
YGR031W,YGR031W,-0.6558328,0,-0.1606805,1,
YGR032W,GSC2,2.5579933,0,2.3981889,0,
YGR033C,TIM21,-0.31452805,0.602,-0.2992265,0,
YGR034W,RPL26B,-0.031760285,1,-0.80689442,0.004,
YGR035C,YGR035C,-0.68372216,0,-0.27745878,0.158,
YGR036C,CAX4,-0.66356349,0.003,-0.33150141,0.001,
YGR037C,ACB1,-0.19572832,1,-0.38326968,0,
YAR010C,YAR010C,1.1069915,0,1.4315534,0,
YBL100W-B,YBL100W-B,1.3772182,0,0.83343257,0,
YGR038W,ORM1,0.20336406,1,-0.18826101,0.996,
YGR039W,YGR039W,1.1128736,0,-0.071063513,1,
YGR040W,KSS1,-0.0028073288,1,0.094141464,1,
YGR041W,BUD9,0.0021912315,1,-0.15654189,1,
YGR042W,YGR042W,0.92640939,0,0.09806915,1,
YGR043C,YGR043C,1.177229,0,2.2316413,0,
YGR044C,RME1,-0.93884317,0,0.28133623,0.022,
YGR045C,YGR045C,-0.51809145,0,0.038534512,1,
YGR046W,TAM41,0.024560818,1,0.50979717,0,
YGR047C,TFC4,0.15476465,1,-0.37755313,0,
YGR048W,UFD1,0.42625402,0.987,0.1592029,1,
YGR049W,SCM4,-0.38311162,0.018,0.22855398,0.976,
YGR050C,YGR050C,0.23456263,1,0.22315067,0.821,
YGR051C,YGR051C,-0.17083076,1,-0.15695683,1,
YGR052W,FMP48,-0.88199385,0,0.023766327,1,
YGR053C,YGR053C,-0.04778424,1,0.21208369,0.687,
YGR054W,YGR054W,-0.20297706,1,-0.27230081,0.014,
YGR055W,MUP1,-0.12143159,1,-0.39108102,0,
YGR056W,RSC1,-0.12528171,1,-0.31443475,0,
YGR057C,LST7,-0.3408463,1,-0.099763431,1,
YGR058W,YGR058W,-0.39425536,0.587,0.034159359,1,
YGR059W,SPR3,-0.22440663,1,0.98316692,0,
YGR060W,ERG25,-0.51598358,0.004,-0.26363931,0.271,
YGR061C,ADE6,-0.15520783,1,-0.18119197,1,
YGR062C,COX18,-0.30649654,0.49,-0.29596026,0.026,
YGR063C,SPT4,-0.18257976,1,-0.42880085,0,
YGR064W,YGR064W,0.28769687,0.999,-0.22236525,1,
YGR065C,VHT1,0.17402284,1,0.27506666,1,
YGR066C,YGR066C,0.43319449,0.008,0.34582781,0,
YGR067C,YGR067C,0.13489119,1,1.0039116,0,
YGR068C,YGR068C,-0.17428274,1,0.14302764,1,
YGR069W,YGR069W,0.007697845,1,-0.12614429,1,
YGR070W,ROM1,0.69616301,0,1.384398,0,
YGR071C,YGR071C,-0.16457873,1,-0.50477763,0,
YGR072W,UPF3,-0.19539128,1,-0.23449411,0.568,
YGR073C,YGR073C,-0.41008506,0.916,-0.65175171,0,
YGR074W,SMD1,-0.053340996,1,-0.50721772,0,
YGR075C,PRP38,-0.15149984,1,-0.2454699,0.598,
YGR076C,MRPL25,0.04661678,1,-0.25579067,0.953,
YGR077C,PEX8,-0.19472736,1,0.0011969402,1,
YGR078C,PAC10,-1.3644666,0,0.12694643,1,
YGR079W,YGR079W,0.60850648,0,0.26350321,0.11,
YGR080W,TWF1,-0.020091729,1,0.18261603,0.998,
YGR081C,SLX9,-0.30308921,0.482,-0.45681694,0,
YGR082W,TOM20,-0.036343886,1,-0.11484425,1,
YGR083C,GCD2,-0.14539947,1,-0.34855744,0.007,
YGR084C,MRP13,0.13212932,1,-0.094313307,1,
YGR085C,RPL11B,-0.70597277,0,-0.87201286,0,
YGR086C,PIL1,-0.43811376,0.007,-0.47117667,0,
YGR087C,PDC6,-0.18841718,1,-0.059305517,1,
YGR088W,CTT1,0.74518569,0,1.5075815,0,
YGR089W,NNF2,0.14941546,1,-0.17407601,1,
YGR090W,UTP22,-0.15152228,1,-0.29062289,0.006,
YGR091W,PRP31,-0.15461995,1,-0.044873219,1,
YGR092W,DBF2,-0.35477609,0.102,0.26817086,0.097,
YGR093W,YGR093W,-0.083936159,1,-0.22197819,0.648,
YGR094W,VAS1,-0.17817552,1,-0.39334932,0.119,
YGR095C,RRP46,0.097866953,1,-0.0868245,1,
YGR096W,TPC1,-0.13915477,1,-0.20856931,0.989,
YGR097W,ASK10,0.71716642,0.307,0.54964946,0.58,
YGR098C,ESP1,0.61971349,0,-0.15494438,1,
YGR099W,TEL2,-0.25864779,1,-0.28472688,0.022,
YGR100W,MDR1,-0.048956862,1,0.070251922,1,
YGR101W,PCP1,0.23845671,1,-0.10977746,1,
YGR102C,YGR102C,0.009390173,1,0.50854021,0,
YGR103W,NOP7,-0.38552195,0.094,-0.74258862,0,
YGR104C,SRB5,0.16533957,1,0.013612328,1,
YGR105W,VMA21,0.12743518,1,0.015154981,1,
YGR106C,YGR106C,-0.34978138,0.293,-0.014996584,1,
YGR107W,YGR107W,-0.27580553,0.888,-0.42293426,0.01,
YGR108W,CLB1,-0.84728439,0,-0.17360731,1,
YGR109C,CLB6,0.49933312,0,0.81540328,0,
YGR109W-A,YGR109W-A,1.5806279,0,3.9732255,0,
YGR109W-B,YGR109W-B,1.6375082,0,3.5781658,0,
YGR110W,YGR110W,0.42614665,0.002,0.38837692,0,
YGR111W,YGR111W,0.03801469,1,0.30825602,0.008,
YGR112W,SHY1,-0.42842609,0.003,0.028724729,1,
YGR113W,DAM1,-0.17756841,1,-0.25214861,1,
YGR114C,YGR114C,-0.3275475,0.592,-0.29327938,0.174,
YGR115C,YGR115C,-0.16538586,1,-0.17860978,1,
YGR116W,SPT6,-0.2619897,0.987,-0.6863896,0,
YGR117C,YGR117C,0.30976991,0.205,0.18159874,1,
YGR118W,RPS23B,0.038941809,1,-0.47902165,0,
