	r	p	ψ
T1	1.0	1.0	0.741036855900304
T2	1.0	1.0	0.3397176650848977
T3	1.0	1.0	0.7384067151548526
T4	1.0	1.0	0.9976343438396104
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.0004648981035290399	0.0005230446400239422	0.0005230446400239422
P4	1.0	1.0	1.0
O1	0.4780156896806576	0.47801594450437707	0.0
O2	0.4019511273276594	0.40206348709940426	0.0
O3	0.5611913134854031	0.5578069122170307	0.0
O4	0.3537146005518064	0.3539233378565629	0.0
