P	Target	Mode
YJL164C	YGL205W	
YJL164C	YCR016W	
YJL164C	YGR135W	
YJL164C	YFL001W	
YJL164C	YJR014W	
YJL164C	YPR091C	
YJL164C	YGR223C	
YJL164C	YJL084C	
YJL164C	YEL015W	
YJL164C	YJL033W	
YJL164C	YNL196C	
YJL164C	YDR293C	
YJL164C	YKL121W	
YJL164C	YFL023W	
YJL164C	YBL057C	
YJL164C	YIL156W	
YJL164C	YOR083W	
YJL164C	YPR171W	
YJL164C	YDL153C	
YJL164C	YMR140W	
YJL164C	YKR009C	
YJL164C	YFR034C	
YJL164C	YBR118W	
YJL164C	YDR439W	
YJL164C	YLR350W	
YJL164C	YNL189W	
YJL164C	YGR129W	
YJL164C	YOR113W	
YJL164C	YER098W	
YJL164C	YDL051W	
YJL164C	YHL033C	
YJL164C	YDR120C	
YJL164C	YPL104W	
YJL164C	YDR113C	
YJL164C	YHL019C	
YJL164C	YMR184W	
YJL164C	YML037C	
YJL164C	YKL042W	
YJL164C	YOR288C	
YJL164C	YNL125C	
YJL164C	YPR143W	
YJL164C	YDR229W	
YJL164C	YMR229C	
YJL164C	YGL105W	
YJL164C	YGR159C	
YJL164C	YOR070C	
YJL164C	YDL001W	
YJL164C	YLL043W	
YJL164C	YOR216C	
YJL164C	YNL227C	
YJL164C	YJR001W	
YJL164C	YKL064W	
YJL164C	YGL207W	
YJL164C	YPR137C-A	
YJL164C	YGR130C	
YJL164C	YLL029W	
YJL164C	YKL093W	
YJL164C	YEL039C	
YJL164C	YBR155W	
YJL164C	YMR316W	
YJL164C	YNR019W	
YJL164C	YML045W-A	
YJL164C	YKL079W	
YJL164C	YDR259C	
YJL164C	YNL045W	
YJL164C	YKR068C	
YJL164C	YDR208W	
YJL164C	YPR115W	
YJL164C	YPL257W-A	
YJL164C	YLR192C	
YJL164C	YLR265C	
YJL164C	YER122C	
YJL164C	YDR070C	
YJL164C	YOR092W	
YJL164C	YLL008W	
YJL164C	YDR273W	
YJL164C	YGR276C	
YJL164C	YLR098C	
YJL164C	YKL008C	
YJL164C	YKR022C	
YJL164C	YDR257C	
YJL164C	YGR008C	
YJL164C	YLR345W	
YJL164C	YOR123C	
YJL164C	YJL080C	
YJL164C	YNL272C	
YJL164C	YGR038W	
YJL164C	YDL099W	
YJL164C	YOR386W	
YJL164C	YIL112W	
YJL164C	YPR019W	
YJL164C	YCL014W	
YJL164C	YNL182C	
YJL164C	YPR029C	
YJL164C	YKL160W	
YJL164C	YDR158W	
YJL164C	YDR035W	
YJL164C	YKL206C	
YJL164C	YGR234W	
YJL164C	YGR235C	
YJL164C	YHR207C	
YJL164C	YKR100C	
YJL164C	YNL157W	
YJL164C	YFL050C	
YJL164C	YMR102C	
YJL164C	YLR173W	
YJL164C	YKL061W	
YJL164C	YPL240C	
YJL164C	YKR021W	
YJL164C	YKR094C	
YJL164C	YGL168W	
YJL164C	YKL171W	
YJL164C	YBL085W	
YJL164C	YIL033C	
YJL164C	YGL184C	
YJL164C	YDR425W	
YJL164C	YER078C	
YJL164C	YLR301W	
YJL164C	YMR099C	
YJL164C	YML118W	
YJL164C	YLL038C	
YJL164C	YLR258W	
YJL164C	YHR182W	
YJL164C	YBR157C	
YJL164C	YKR090W	
YJL164C	YJL167W	
YJL164C	YPL056C	
YJL164C	YDL236W	
YJL164C	YOR276W	
YJL164C	YGL014W	
YJL164C	YHR105W	
YJL164C	YKL191W	
YJL164C	YJR049C	
YJL164C	YPL203W	
YJL164C	YKL127W	
YJL164C	YGL023C	
YJL164C	YER010C	
YJL164C	YKL193C	
YJL164C	YKL062W	
YJL164C	YNR039C	
YJL164C	YHL024W	
YJL164C	YPR040W	
YJL164C	YGL067W	
YJL164C	YOR134W	
YJL164C	YGR266W	
YJL164C	YDR207C	
YJL164C	YIL135C	
YJL164C	YGR267C	
YJL164C	YLL028W	
YJL164C	YDR309C	
YJL164C	YJL020C	
YJL164C	YKL166C	
YJL164C	YFL017W-A	
YJL164C	YNL074C	
YJL164C	YGR210C	
YJL164C	YKL116C	
YJL164C	YBL058W	
YPL203W	YKL093W	
YPL203W	YOR113W	
YPL203W	YKL079W	
YPL203W	YPL077C	
YPL203W	YGR249W	
YPL203W	YMR184W	
YPL203W	YMR081C	
YPL203W	YIL107C	
YPL203W	YJR001W	
YPL203W	YKL064W	
YPL203W	YFR017C	
YPL203W	YDR169C	
YPL203W	YJL141C	
YPL203W	YMR140W	
YPL203W	YML118W	
YPL203W	YKR097W	
YPL203W	YOR250C	
YPL203W	YLR231C	
YPL203W	YKL121W	
YPL203W	YFR014C	
YPL203W	YJL146W	
YPL203W	YHL024W	
YPL203W	YKL166C	
YPL203W	YOL016C	
YPL203W	YNL263C	
YPL203W	YMR120C	
YPL203W	YBR059C	
YKL166C	YMR184W	
YKL166C	YMR081C	
YKL166C	YKL093W	
YKL166C	YFR014C	
YKL166C	YOR334W	
YKL166C	YLR410W	
YKL166C	YJR001W	
YKL166C	YKL064W	
YKL166C	YPL240C	
YKL166C	YHL020C	
YKL166C	YDR023W	
YKL166C	YOR187W	
YKL166C	YAR018C	
YKL166C	YKR072C	
YKL166C	YOR068C	
YKL166C	YPL146C	
YKL166C	YLR443W	
YKL166C	YDR379W	
YKL166C	YHR182W	
YKL166C	YLR113W	
YKL166C	YHR168W	
YKL166C	YML013W	
YKL166C	YEL065W	
YKL166C	YKL114C	
YKL166C	YHR158C	
YKL166C	YBR142W	
YKL166C	YNR006W	
YKL166C	YDR285W	
YKL166C	YMR223W	
YKL166C	YNR042W	
YKL166C	YKL157W	
YKL166C	YJR014W	
YKL166C	YPL056C	
YKL166C	YOR134W	
YKL166C	YHR028C	
YKL166C	YIL033C	
YKL166C	YOL121C	
YKL166C	YGL075C	
YKL166C	YOR163W	
YKL166C	YOL052C	
YKL166C	YDR068W	
YKL166C	YGL184C	
YKL166C	YGR285C	
YKL166C	YDR443C	
YKL166C	YNL117W	
YKL166C	YER168C	
YKL166C	YDL081C	
YKL166C	YNL245C	
YKL166C	YOR266W	
YKL166C	YHR185C	
YKL166C	YPL166W	
YKL166C	YLR043C	
YKL166C	YPL138C	
YKL166C	YDR237W	
YKL166C	YDL165W	
YKL166C	YBR298C-A	
YKL166C	YDR382W	
YKL166C	YLR044C	
YKL166C	YLR440C	
YKL166C	YHR157W	
YKL166C	YBR059C	
YKL166C	YDR158W	
YKL166C	YKL171W	
YKL166C	YAR019C	
YKL166C	YOL016C	
YKL166C	YHR082C	
YKL166C	YNL280C	
YKL166C	YGL180W	
YKL166C	YDR425W	
YKL166C	YNL227C	
YKL166C	YIL172C	
YKL166C	YNL263C	
YKL166C	YMR120C	
YKL166C	YDL179W	
YKL166C	YIL002C	
YKL166C	YPL203W	
YKL166C	YPL232W	
YKL166C	YOR002W	
YDR247W	YIL033C	
YDR247W	YHR063C	
YDR247W	YJR130C	
YDR247W	YNR034W	
YDR247W	YKL093W	
YDR247W	YJR049C	
YDR247W	YIL107C	
YDR247W	YBL066C	
YDR247W	YBR059C	
YDR247W	YBL024W	
YDR247W	YGL184C	
YDR247W	YMR140W	
YDR247W	YCR073W-A	
YDR247W	YGR249W	
YJL141C	YBR273C	
YJL141C	YGR267C	
YJL141C	YBL066C	
YHR135C	YDR190C	
YHR135C	YDL228C	
YHR135C	YER064C	
YHR135C	YDR023W	
YHR135C	YER082C	
YHR135C	YDL166C	
YHR135C	YOR177C	
YHR135C	YML096W	
YHR135C	YAL037W	
YHR135C	YDL243C	
YHR135C	YNL284C-A	
YHR135C	YGR038C-A	
YHR135C	YGL245W	
YHR135C	YNL022C	
YHR135C	YGL256W	
YHR135C	YJL110C	
YHR135C	YPL078C	
YHR135C	YDR134C	
YHR135C	YBL024W	
YHR135C	YDL135C	
YHR135C	YDL153C	
YHR135C	YBR118W	
YHR135C	YBL014C	
YHR135C	YPL071C	
YHR135C	YDR188W	
YHR135C	YBL007C	
YHR135C	YGR231C	
YHR135C	YLR256W	
YHR135C	YDR196C	
YHR135C	YFL031W	
YHR135C	YML037C	
YHR135C	YMR184W	
YHR135C	YPR013C	
YHR135C	YGL105W	
YHR135C	YDL223C	
YHR135C	YBR086C	
YHR135C	YJL108C	
YHR135C	YAL028W	
YHR135C	YOL078W	
YHR135C	YPR137C-A	
YHR135C	YML080W	
YHR135C	YPR169W	
YHR135C	YDL070W	
YHR135C	YAL034W-A	
YHR135C	YBL011W	
YHR135C	YBR090C	
YHR135C	YGL048C	
YHR135C	YGL091C	
YHR135C	YPL257W-A	
YHR135C	YER122C	
YHR135C	YOR092W	
YHR135C	YDL053C	
YHR135C	YPR050C	
YHR135C	YGR276C	
YHR135C	YGR165W	
YHR135C	YML045W-A	
YHR135C	YKL077W	
YHR135C	YCR014C	
YHR135C	YNL186W	
YHR135C	YNL027W	
YHR135C	YML035C	
YHR135C	YOR239W	
YHR135C	YIL141W	
YHR135C	YDL019C	
YHR135C	YMR268C	
YHR135C	YCR073W-A	
YHR135C	YNL073W	
YHR135C	YLR293C	
YHR135C	YJL198W	
YHR135C	YFR014C	
YHR135C	YGL051W	
YHR135C	YPR152C	
YHR135C	YHR117W	
YHR135C	YHL013C	
YHR135C	YJR089W	
YHR135C	YHR073W	
YHR135C	YFR021W	
YHR135C	YHR009C	
YHR135C	YLR244C	
YHR135C	YBR055C	
YHR135C	YNL199C	
YHR135C	YOR260W	
YHR135C	YOR123C	
YHR135C	YDL025C	
YHR135C	YMR049C	
YHR135C	YMR165C	
YHR135C	YKL160W	
YHR135C	YKL146W	
YHR135C	YNL272C	
YHR135C	YNL149C	
YHR135C	YOR254C	
YHR135C	YGL122C	
YHR135C	YGL209W	
YHR135C	YDR362C	
YHR135C	YDR239C	
YHR135C	YJR076C	
YHR135C	YKR048C	
YHR135C	YHR081W	
YHR135C	YNL207W	
YHR135C	YLR375W	
YHR135C	YFL034W	
YHR135C	YOL091W	
YHR135C	YIR003W	
YHR135C	YJR019C	
YHR135C	YOL070C	
YHR135C	YMR275C	
YHR135C	YHR214C-C	
YHR135C	YPL100W	
YHR135C	YDR312W	
YHR135C	YER131W	
YHR135C	YKR092C	
YHR135C	YMR173W	
YHR135C	YBL061C	
YHR135C	YGR249W	
YHR135C	YKR041W	
YHR135C	YML062C	
YHR135C	YBL047C	
YHR135C	YGL079W	
YHR135C	YHR090C	
YHR135C	YHR156C	
YHR135C	YMR290C	
YHR135C	YDR153C	
YHR135C	YFR024C-A	
YHR135C	YFR038W	
YHR135C	YBR108W	
YHR135C	YNL245C	
YHR135C	YMR297W	
YHR135C	YGR126W	
YHR135C	YFL050C	
YHR135C	YBR130C	
YHR135C	YKR071C	
YHR135C	YDL099W	
YHR135C	YDR037W	
YHR135C	YHL009C	
YHR135C	YER125W	
YHR135C	YBL055C	
YHR135C	YKR079C	
YHR135C	YDL115C	
YHR135C	YPR158W-A	
YHR135C	YNL165W	
YHR135C	YJR092W	
YHR135C	YAR014C	
YHR135C	YLR276C	
YHR135C	YJL148W	
YHR135C	YPL181W	
YHR135C	YNL173C	
YHR135C	YLR410W-A	
YHR135C	YIL075C	
YHR135C	YOR344C	
YHR135C	YFR010W	
YHR135C	YOL130W	
YHR135C	YPL146C	
YHR135C	YNL304W	
YHR135C	YDR169C	
YHR135C	YER024W	
YHR135C	YKL048C	
YHR135C	YOL123W	
YHR135C	YLR429W	
YHR135C	YGL248W	
YHR135C	YKR094C	
YHR135C	YMR081C	
YHR135C	YKR022C	
YHR135C	YOR141C	
YHR135C	YOR054C	
YHR135C	YPR083W	
YHR135C	YBL078C	
YHR135C	YHL024W	
YHR135C	YOL153C	
YHR135C	YDR034C-C	
YHR135C	YDR540C	
YHR135C	YLR132C	
YHR135C	YPR091C	
YHR135C	YOL103W-A	
YHR135C	YLR451W	
YHR135C	YJL084C	
YHR135C	YDR293C	
YHR135C	YJL033W	
YHR135C	YKL121W	
YHR135C	YLR030W	
YHR135C	YPR019W	
YHR135C	YER127W	
YHR135C	YCL029C	
YHR135C	YIL156W	
YHR135C	YOR083W	
YHR135C	YNL094W	
YHR135C	YJR044C	
YHR135C	YLR125W	
YHR135C	YML007W	
YHR135C	YCL014W	
YHR135C	YFR034C	
YHR135C	YIL091C	
YHR135C	YPL133C	
YHR135C	YDR439W	
YHR135C	YLR350W	
YHR135C	YKR045C	
YHR135C	YNL189W	
YHR135C	YDR330W	
YHR135C	YGR100W	
YHR135C	YPR158C-C	
YHR135C	YDR113C	
YHR135C	YHL019C	
YHR135C	YKL042W	
YHR135C	YNL125C	
YHR135C	YIL107C	
YHR135C	YPR143W	
YHR135C	YMR229C	
YHR135C	YLR003C	
YHR135C	YOR070C	
YHR135C	YHR014W	
YHR135C	YGR159C	
YHR135C	YLL043W	
YHR135C	YPR129W	
YHR135C	YJR001W	
YHR135C	YNL227C	
YHR135C	YLL022C	
YHR135C	YDR091C	
YHR135C	YOR056C	
YHR135C	YGL207W	
YHR135C	YGR130C	
YHR135C	YKL093W	
YHR135C	YDR346C	
YHR135C	YBR155W	
YHR135C	YFL054C	
YHR135C	YNR019W	
YHR135C	YMR316W	
YHR135C	YKL079W	
YHR135C	YLR323C	
YHR135C	YKL195W	
YHR135C	YLR257W	
YHR135C	YNL314W	
YHR135C	YER034W	
YHR135C	YEL017W	
YHR135C	YGR021W	
YHR135C	YPR115W	
YHR135C	YDR440W	
YHR135C	YNL054W-A	
YHR135C	YDL220C	
YHR135C	YLR192C	
YHR135C	YLR265C	
YHR135C	YLL008W	
YHR135C	YLR410W	
YHR135C	YOR340C	
YHR135C	YLR098C	
YHR135C	YOR078W	
YHR135C	YPL190C	
YHR135C	YGL003C	
YHR135C	YDL051W	
YHR135C	YDR099W	
YHR135C	YJL105W	
YHR135C	YGR026W	
YHR135C	YKL114C	
YHR135C	YGR027W-A	
YHR135C	YFL023W	
YHR135C	YLR183C	
YHR135C	YMR140W	
YHR135C	YDR208W	
YHR135C	YOR042W	
YHR135C	YMR288W	
YHR135C	YNL293W	
YHR135C	YKL023W	
YHR135C	YER139C	
YHR135C	YMR102C	
YHR135C	YDR328C	
YHR135C	YOR119C	
YHR135C	YOR162C	
YHR135C	YDL013W	
YHR135C	YNL007C	
YHR135C	YGL190C	
YHR135C	YIL010W	
YHR135C	YGR259C	
YHR135C	YJR072C	
YHR135C	YNL167C	
YHR135C	YMR039C	
YHR135C	YBR270C	
YHR135C	YIL077C	
YHR135C	YDR229W	
YHR135C	YGR108W	
YHR135C	YER092W	
YHR135C	YJL166W	
YNL154C	YAL034W-A	
YNL154C	YDR099W	
YNL154C	YER013W	
YNL154C	YOR362C	
YNL154C	YBR055C	
YNL154C	YDR170W-A	
YNL154C	YNL155W	
YNL154C	YOR123C	
YNL154C	YKL168C	
YNL154C	YMR165C	
YNL154C	YKL073W	
YNL154C	YPR058W	
YNL154C	YNL284C-A	
YNL154C	YGR038C-A	
YNL154C	YNL272C	
YNL154C	YNL149C	
YNL154C	YGL122C	
YNL154C	YBR237W	
YNL154C	YFR022W	
YNL154C	YIL072W	
YNL154C	YDL236W	
YNL154C	YML083C	
YNL154C	YNL192W	
YNL154C	YOL091W	
YNL154C	YDL019C	
YNL154C	YDL149W	
YNL154C	YBL024W	
YNL154C	YBL010C	
YNL154C	YHR214C-C	
YNL154C	YDR007W	
YNL154C	YPL217C	
YNL154C	YMR144W	
YNL154C	YBR042C	
YNL154C	YBL061C	
YNL154C	YDR152W	
YNL154C	YCR073W-A	
YNL154C	YHR207C	
YNL154C	YDR458C	
YNL154C	YDL128W	
YNL154C	YOL122C	
YNL154C	YHR090C	
YNL154C	YJR048W	
YNL154C	YDL223C	
YNL154C	YBR086C	
YNL154C	YDR153C	
YNL154C	YNL186W	
YNL154C	YNL245C	
YNL154C	YBR108W	
YNL154C	YGR126W	
YNL154C	YJR056C	
YNL154C	YDL201W	
YNL154C	YBR130C	
YNL154C	YKR071C	
YNL154C	YIL016W	
YNL154C	YLR326W	
YNL154C	YNL034W	
YNL154C	YNL027W	
YNL154C	YPL138C	
YNL154C	YDL070W	
YNL154C	YDR037W	
YNL154C	YDR226W	
YNL154C	YBL055C	
YNL154C	YKR079C	
YNL154C	YDL056W	
YNL154C	YJR063W	
YNL154C	YPR158W-A	
YNL154C	YBR247C	
YNL154C	YGL051W	
YNL154C	YNL267W	
YNL154C	YPL181W	
YNL154C	YDR480W	
YNL154C	YNL173C	
YNL154C	YLR410W-A	
YNL154C	YBR225W	
YNL154C	YMR233W	
YNL154C	YER082C	
YNL154C	YPL146C	
YNL154C	YOR177C	
YNL154C	YPR032W	
YNL154C	YDR299W	
YNL154C	YLR429W	
YNL154C	YMR291W	
YNL154C	YDR074W	
YNL154C	YOR141C	
YNL154C	YMR067C	
YNL154C	YNL101W	
YNL154C	YHR114W	
YNL154C	YBR233W	
YNL154C	YDR034C-C	
YNL154C	YMR111C	
YNL154C	YMR285C	
YNL154C	YGR027W-A	
YNL154C	YLR401C	
YNL154C	YOL139C	
YNL154C	YDR184C	
YNL154C	YPR091C	
YNL154C	YOL103W-A	
YNL154C	YLR314C	
YNL154C	YCR024C	
YNL154C	YDR293C	
YNL154C	YDL225W	
YNL154C	YFL023W	
YNL154C	YNL218W	
YNL154C	YMR046C	
YNL154C	YBL064C	
YNL154C	YBR270C	
YNL154C	YLR393W	
YNL154C	YBL057C	
YNL154C	YIL156W	
YNL154C	YDR134C	
YNL154C	YIL135C	
YNL154C	YBL086C	
YNL154C	YDL153C	
YNL154C	YMR140W	
YNL154C	YIL091C	
YNL154C	YBR118W	
YNL154C	YBL014C	
YNL154C	YIL077C	
YNL154C	YBL007C	
YNL154C	YDR330W	
YNL154C	YDL088C	
YNL154C	YLR372W	
YNL154C	YCL008C	
YNL154C	YPR158C-C	
YNL154C	YOR208W	
YNL154C	YMR184W	
YNL154C	YML037C	
YNL154C	YPR013C	
YNL154C	YNL066W	
YNL154C	YDR026C	
YNL154C	YNL125C	
YNL154C	YIL107C	
YNL154C	YBR285W	
YNL154C	YDL125C	
YNL154C	YMR229C	
YNL154C	YLL043W	
YNL154C	YAL028W	
YNL154C	YNL074C	
YNL154C	YDL038C	
YNL154C	YGL207W	
YNL154C	YPR137C-A	
YNL154C	YLR221C	
YNL154C	YEL039C	
YNL154C	YBR025C	
YNL154C	YOR295W	
YNL154C	YML080W	
YNL154C	YBR155W	
YNL154C	YDL002C	
YNL154C	YNR019W	
YNL154C	YML045W-A	
YNL154C	YDR259C	
YNL154C	YOR107W	
YNL154C	YLR257W	
YNL154C	YDR208W	
YNL154C	YDR295C	
YNL154C	YNL054W-A	
YNL154C	YDL220C	
YNL154C	YPL257W-A	
YNL154C	YER063W	
YNL154C	YER122C	
YNL154C	YLR410W	
YNL154C	YGR276C	
YNL154C	YOR078W	
YNL154C	YPR152C	
YNL154C	YNL097C	
YNL154C	YNR006W	
YNL154C	YDR109C	
YNL154C	YOR168W	
YNL154C	YHL009C	
YNL154C	YKL178C	
YNL154C	YDL204W	
YNL154C	YDL051W	
YNL154C	YPL191C	
YNL154C	YML110C	
YNL154C	YHR131C	
YNL154C	YNL045W	
YNL154C	YOR092W	
YNL154C	YML096W	
YNL154C	YOR239W	
YNL154C	YHR082C	
YNL154C	YOR181W	
YNL154C	YHR104W	
YNL154C	YNL033W	
YNL154C	YNL136W	
YNL154C	YDL013W	
YNL154C	YML035C	
YNL154C	YJL084C	
YNL154C	YER098W	
YNL154C	YLR242C	
YNL154C	YNR047W	
YNL154C	YGL105W	
YNL154C	YGR159C	
YNL154C	YDR266C	
YNL154C	YMR295C	
YNL154C	YHR073W	
YNL154C	YNL010W	
YNL154C	YJL051W	
YNL154C	YLR375W	
YNL154C	YOR276W	
YNL154C	YBL105C	
YNL154C	YML026C	
YNL154C	YMR290C	
YNL154C	YJL162C	
YNL154C	YJL111W	
YNL154C	YPR198W	
YNL154C	YDL006W	
YNL154C	YDL043C	
YNL154C	YMR190C	
YNL154C	YDL173W	
YNL154C	YNL116W	
YNL154C	YNL022C	
YNL154C	YDL181W	
YNL154C	YNL080C	
YNL154C	YDR200C	
YNL154C	YDR388W	
YNL154C	YNL073W	
YNL154C	YOL104C	
YNL154C	YNL001W	
YNL154C	YKL079W	
YNL154C	YNL133C	
YER123W	YDR428C	
YDR466W	YLR228C	
YDR466W	YML037C	
YDR466W	YOL139C	
YDR466W	YJL089W	
YDR466W	YNL232W	
YDR466W	YPL246C	
YGL059W	YPL240C	
YGL059W	YKR048C	
YGL059W	YDR068W	
YGL059W	YDL139C	
YGL059W	YGL180W	
YGL059W	YFL050C	
YGL059W	YHR185C	
YGL059W	YKL181W	
YGL059W	YDR099W	
YGL059W	YHR117W	
YGL059W	YGR008C	
YGL059W	YML063W	
YGL059W	YLL038C	
YGL059W	YLR258W	
YGL059W	YPL077C	
YGL059W	YHR157W	
YGL059W	YDR042C	
YGL059W	YBR157C	
YGL059W	YBR059C	
YGL059W	YKL062W	
YGL059W	YMR165C	
YGL059W	YNR039C	
YGL059W	YKR090W	
YGL059W	YGL205W	
YGL059W	YBR142W	
YGL059W	YKL171W	
YGL059W	YGR179C	
YGL059W	YJL164C	
YGL059W	YPL056C	
YGL059W	YJL084C	
YGL059W	YDR293C	
YGL059W	YOR134W	
YGL059W	YGR266W	
YGL059W	YHR028C	
YGL059W	YOL016C	
YGL059W	YHR082C	
YGL059W	YOR083W	
YGL059W	YAL009W	
YGL059W	YDL019C	
YGL059W	YIL135C	
YGL059W	YOL070C	
YGL059W	YGR267C	
YGL059W	YMR140W	
YGL059W	YJL070C	
YGL059W	YGR285C	
YGL059W	YLL028W	
YGL059W	YGR038W	
YGL059W	YOR113W	
YGL059W	YLL018C	
YGL059W	YNL117W	
YGL059W	YKR092C	
YGL059W	YBR028C	
YGL059W	YPL006W	
YGL059W	YCR073W-A	
YGL059W	YGR249W	
YGL059W	YKR100C	
YGL059W	YKL166C	
YGL059W	YHR207C	
YGL059W	YMR086W	
YGL059W	YFL017W-A	
YGL059W	YLR319C	
YGL059W	YIL107C	
YGL059W	YIL070C	
YGL059W	YDR425W	
YGL059W	YGL105W	
YGL059W	YDL223C	
YGL059W	YLR003C	
YGL059W	YGR257C	
YGL059W	YLR195C	
YGL059W	YJR001W	
YGL059W	YJR059W	
YGL059W	YNL186W	
YGL059W	YNL074C	
YGL059W	YHR105W	
YGL059W	YKL064W	
YGL059W	YNL245C	
YGL059W	YFR017C	
YGL059W	YNL263C	
YGL059W	YKL116C	
YGL059W	YLL029W	
YGL059W	YMR120C	
YGL059W	YJR049C	
YGL059W	YKL093W	
YGL059W	YKL079W	
YGL059W	YML048W	
YGL059W	YER078C	
YGL059W	YBR170C	
YGL059W	YPL203W	
YGL059W	YDR070C	
YGL059W	YMR196W	
YGL059W	YOR002W	
YGL059W	YKL008C	
YGR052W	YML037C	
YGR052W	YDL006W	
YGR052W	YAR019C	
YGR052W	YBR107C	
YGR052W	YMR165C	
YGR052W	YJL105W	
YGR052W	YCR017C	
YGR052W	YJL051W	
YGR052W	YDL153C	
YGR052W	YNL186W	
YKL171W	YPR063C	
YKL171W	YDR023W	
YKL171W	YER098W	
YKL171W	YKR097W	
YKL171W	YOL125W	
YKL171W	YMR184W	
YKL171W	YOL104C	
YKL171W	YOL006C	
YKL171W	YMR229C	
YKL171W	YAL028W	
YKL171W	YNL167C	
YKL171W	YIL096C	
YKL171W	YBR212W	
YKL171W	YPL240C	
YKL171W	YIL084C	
YKL171W	YDL228C	
YKL171W	YER064C	
YKL171W	YOL079W	
YKL171W	YGR231C	
YKL171W	YPR203W	
YKL171W	YPL177C	
YKL171W	YML096W	
YKL171W	YOL163W	
YKL171W	YGL105W	
YKL171W	YFL016C	
YKL171W	YGR038C-A	
YKL171W	YDL210W	
YKL171W	YPL172C	
YKL171W	YNL027W	
YKL171W	YHR131C	
YKL171W	YNL022C	
YKL171W	YMR053C	
YKL171W	YAL034W-A	
YKL171W	YFL014W	
YKL171W	YLR455W	
YKL171W	YCL043C	
YKL171W	YPR160W	
YKL171W	YDR134C	
YKL171W	YPR050C	
YKL171W	YBL010C	
YKL171W	YDL153C	
YKL171W	YGR276C	
YMR291W	YJR059W	
YOL128C	YIL033C	
YOL128C	YOL016C	
YOL128C	YLR303W	
YOL128C	YKR055W	
YOL128C	YJR059W	
YOR267C	YNL272C	
YOR267C	YDR023W	
YOR267C	YBR072W	
YOR267C	YAR019C	
YOR267C	YER098W	
YOR267C	YNR019W	
YOR267C	YPR032W	
YOR267C	YBL011W	
YOR267C	YPR160W	
YOR267C	YML096W	
YOR267C	YBR086C	
YOR267C	YGL051W	
YOR267C	YAL028W	
YOR267C	YGR276C	
YOR267C	YDL153C	
YPL141C	YKR072C	
YPL141C	YMR291W	
YPL141C	YMR165C	
YPL141C	YOR239W	
YPL141C	YAR019C	
YPL141C	YKR048C	
YPL141C	YJR141W	
YPL141C	YBR169C	
YPL141C	YMR155W	
YPL141C	YMR173W	
YPL141C	YML037C	
YPL141C	YBL047C	
YPL141C	YBR108W	
YPL141C	YGL207W	
YPL141C	YKR071C	
YPL141C	YDL002C	
YPL141C	YHL009C	
YPL141C	YER122C	
YPL141C	YLL008W	
YPL141C	YGR276C	
YPL141C	YDR023W	
YPL141C	YDR299W	
YPL141C	YML035C	
YPL141C	YGR167W	
YPL141C	YOR123C	
YPL141C	YNL246W	
YPL141C	YOR141C	
YPL141C	YMR190C	
YPL141C	YKL160W	
YPL141C	YFL062W	
YPL141C	YFR033C	
YPL141C	YLR295C	
YPL141C	YNL284C-A	
YPL141C	YOR210W	
YPL141C	YOL139C	
YPL141C	YGL245W	
YPL141C	YPL190C	
YPL141C	YFL023W	
YPL141C	YCL043C	
YPL141C	YMR235C	
YPL141C	YDL135C	
YPL141C	YBL007C	
YPL141C	YDR087C	
YPL141C	YDR152W	
YPL141C	YOL107W	
YPL141C	YOL125W	
YPL141C	YJR142W	
YPL141C	YDL223C	
YPL141C	YDL074C	
YPL141C	YPR137C-A	
YPL141C	YOR281C	
YPL141C	YBR155W	
YPL141C	YJL115W	
YPL141C	YGL084C	
YPL141C	YGR258C	
YPL141C	YGL051W	
YPL141C	YDL006W	
YPL141C	YCR100C	
YPL141C	YPR128C	
YPL141C	YJR105W	
YPL141C	YNL125C	
YPL141C	YJR095W	
YPL150W	YER002W	
YPL150W	YHL003C	
YPL150W	YBL023C	
YPL150W	YHL021C	
YPL150W	YPL281C	
YPL150W	YJR142W	
YPL150W	YDL220C	
YPL150W	YDL128W	
YPL150W	YIL070C	
YPL150W	YGR078C	
YPL150W	YBL024W	
YPL150W	YNR006W	
YPL150W	YMR111C	
YPL150W	YDR188W	
YPL150W	YKR048C	
YPL150W	YLL008W	
YPL150W	YNL186W	
YPL150W	YOR362C	
YPL150W	YJR105W	
YPL150W	YNL211C	
YPL150W	YPR072W	
YPL150W	YNL077W	
YPL150W	YNL064C	
YPL150W	YGL013C	
YPL150W	YIL057C	
YAL040C	YBR160W	
YFR027W	YJL074C	
YJL074C	YFR027W	
YPL209C	YBR156C	
YPL031C	YGR233C	
YER129W	YDR477W	
YOR233W	YJR053W	
YIL095W	YBL007C	
YDL235C	YLR006C	
YHR102W	YNL161W	
YHR205W	YFL033C	
YPL203W	YGL180W	
YPL031C	YMR165C	
YDR490C	YGR086C	
YHR030C	YNL025C	
YIL035C	YER161C	
YOR061W	YER161C	
YHR030C	YOR231W	
YMR001C	YPL153C	
YDL101C	YML058W	
YBR160W	YGR270W	
YOL100W	YGR086C	
YKL048C	YDR507C	
YGR262C	YKR038C	
YPL153C	YDR217C	
YGR188C	YOR026W	
YDR477W	YDR028C	
YLR113W	YER151C	
YFL029C	YPR054W	
YBR160W	YDL225W	
YBR160W	YDR082W	
YPL042C	YDL140C	
YJL128C	YER118C	
YBR160W	YCR065W	
YBR160W	YCL063W	
YDR477W	YDR422C	
YPL031C	YNL233W	
