	r	p	ψ
T1	1.0	1.0	0.6357561205528413
T2	1.0	1.0	0.9976245477762258
T3	1.0	1.0	0.579707841711314
T4	1.0	1.0	0.34654289359695756
P1	1.0	1.0	1.0
P2	0.0002521241885114901	0.00028137883676759807	0.00028137883676759807
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.658169586386017	0.6533856835943849	0.0
O2	0.18541497469692697	0.18582448891454853	0.0
O3	0.7405995449681794	0.7401419106871722	0.0
O4	0.7031487218584996	0.703653953411135	0.0
