	r	p	ψ
T1	1.0	1.0	0.6357561205528413
T2	1.0	1.0	0.32268633274542063
T3	1.0	1.0	0.579707841711314
T4	1.0	1.0	0.9942788469989419
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.000433061342500373	0.0008659772581158415	0.0008659772581158415
P4	1.0	1.0	1.0
O1	0.3597002378024451	0.359515127784734	0.0
O2	0.18551526056123452	0.18635241218458445	0.0
O3	0.8751412436368996	0.8715320039890595	0.0
O4	0.7031992329542018	0.7041576705854978	0.0
