	P1	P2	P3	P4
T1	0.9894895268461928	-0.0011136227533724533	-0.0015765305870852077	-8.460383309464076e-5
T2	3.066513913567448e-5	-0.2708427281631712	-1.1429500667238657e-5	7.767917514829374e-5
T3	-0.00012364784951504978	-0.0001989775497940352	-4.8290702441662264e-5	1.194953586738789
T4	-0.00012272598024115578	-0.00020174173634906068	-0.06661125853691932	-1.5071754948278282e-5
P1	0.0	-0.0009605749479459716	-0.0005186738125084124	-6.531942466136116e-5
P2	0.00011336903469604204	0.0	-5.8659020907768716e-5	-0.0001188558801154916
P3	3.661858314244458e-5	0.00010690567731840201	0.0	7.841009327690728e-5
P4	-0.00020532141006775577	0.00026354198084563974	-6.900917904357195e-5	0.0
